"id","value.Description.record.partial.fields","value.BudgetYear.record.partial.fields","value.ServiceAgencyName.record.partial.fields","value.LineItemTitle.record.partial.fields","@totalCostUnits.record.partial.fields","value.LineItemNumber.record.partial.fields","value.P1LineNumber.record.partial.fields","@unitCostUnits.record.partial.fields","@quantityUnitName.record.partial.fields","value.Justification.record.partial.fields","value.ProgramElementNumber.OtherRelatedProgramElementList.record.partial.fields","@quantityUnits.record.partial.fields","value.AppropriationTitle.record.partial.fields","value.BudgetSubActivityTitle.record.partial.fields","value.AppropriationNumber.record.partial.fields","value.CostType.record.partial.fields","value.BudgetActivityNumber.record.partial.fields","value.BudgetSubActivityNumber.record.partial.fields","value.SubmissionDate.record.partial.fields","value.BudgetCycle.record.partial.fields","value.BudgetActivityTitle.record.partial.fields","timestamp.meta.partial.fields","timestamp_iso8601.meta.partial.fields","fiscal_year.meta.partial.fields","source.meta.partial.fields","catalog.meta.partial.fields","data_type.meta.partial.fields","classification.meta.partial.fields","resource.meta.partial.fields","source_filename.meta.partial.fields","type.meta.partial.fields","value.Code.record.partial.fields","value.Name.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.CurrentYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.PriorYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.PriorYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearFour.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearThree.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearFive.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearOneBase.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearTwo.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearOne.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearOneBase.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.CurrentYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearTwo.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearOne.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearFour.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearThree.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearFive.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","@manufacturerRateUnits.record.partial.fields","value.MDAPCode.record.partial.fields","value.TotalCost.AllPriorYears.Cost.Component.ComponentList.ComponentSplit.record.partial.fields",
"b3f6eb227cc1932acfacb1a969535df0","FY 2012 funding totals include $15.0M appropriated for Overseas Contingency Operations. (ATP Program)This line item funds multiple modifications that apply to weapon systems funded at less than $2 million per year as well as weapon systems with much greater budgets.  The overall goal of the modifications budgeted in FY13 is to enhance capability and improve reliability and maintainability.  A major modification budgeted in FY13 is The Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Increment 1 program that will provide Extremely High Frequency (EHF) voice and data military satellite communications (MILSATCOM) for nuclear and conventional forces as well as airborne and ground command posts with connectivity to MILSTAR  and Advanced EHF satellites. Other modifications budgeted and programmed are listed shown below.","2014","Air Force","Other Aircraft","Millions","OTHACF","72","Millions","Each","","0401839F","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air National Guard","0.992","3.303","","","","","0.054","","0.054","","","","","","","","","199385554","",
"b3f6eb227cc1932acfacb1a969535df0","FY 2012 funding totals include $15.0M appropriated for Overseas Contingency Operations. (ATP Program)This line item funds multiple modifications that apply to weapon systems funded at less than $2 million per year as well as weapon systems with much greater budgets.  The overall goal of the modifications budgeted in FY13 is to enhance capability and improve reliability and maintainability.  A major modification budgeted in FY13 is The Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Increment 1 program that will provide Extremely High Frequency (EHF) voice and data military satellite communications (MILSATCOM) for nuclear and conventional forces as well as airborne and ground command posts with connectivity to MILSTAR  and Advanced EHF satellites. Other modifications budgeted and programmed are listed shown below.","2014","Air Force","Other Aircraft","Millions","OTHACF","72","Millions","Each","","0604281F","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air National Guard","0.992","3.303","","","","","0.054","","0.054","","","","","","","","","199385554","",
"b3f6eb227cc1932acfacb1a969535df0","FY 2012 funding totals include $15.0M appropriated for Overseas Contingency Operations. (ATP Program)This line item funds multiple modifications that apply to weapon systems funded at less than $2 million per year as well as weapon systems with much greater budgets.  The overall goal of the modifications budgeted in FY13 is to enhance capability and improve reliability and maintainability.  A major modification budgeted in FY13 is The Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Increment 1 program that will provide Extremely High Frequency (EHF) voice and data military satellite communications (MILSATCOM) for nuclear and conventional forces as well as airborne and ground command posts with connectivity to MILSTAR  and Advanced EHF satellites. Other modifications budgeted and programmed are listed shown below.","2014","Air Force","Other Aircraft","Millions","OTHACF","72","Millions","Each","","0207423F","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air National Guard","0.992","3.303","","","","","0.054","","0.054","","","","","","","","","199385554","",
"b3f6eb227cc1932acfacb1a969535df0","FY 2012 funding totals include $15.0M appropriated for Overseas Contingency Operations. (ATP Program)This line item funds multiple modifications that apply to weapon systems funded at less than $2 million per year as well as weapon systems with much greater budgets.  The overall goal of the modifications budgeted in FY13 is to enhance capability and improve reliability and maintainability.  A major modification budgeted in FY13 is The Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Increment 1 program that will provide Extremely High Frequency (EHF) voice and data military satellite communications (MILSATCOM) for nuclear and conventional forces as well as airborne and ground command posts with connectivity to MILSTAR  and Advanced EHF satellites. Other modifications budgeted and programmed are listed shown below.","2014","Air Force","Other Aircraft","Millions","OTHACF","72","Millions","Each","","0208015F","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air National Guard","0.992","3.303","","","","","0.054","","0.054","","","","","","","","","199385554","",
"b3f6eb227cc1932acfacb1a969535df0","FY 2012 funding totals include $15.0M appropriated for Overseas Contingency Operations. (ATP Program)This line item funds multiple modifications that apply to weapon systems funded at less than $2 million per year as well as weapon systems with much greater budgets.  The overall goal of the modifications budgeted in FY13 is to enhance capability and improve reliability and maintainability.  A major modification budgeted in FY13 is The Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Increment 1 program that will provide Extremely High Frequency (EHF) voice and data military satellite communications (MILSATCOM) for nuclear and conventional forces as well as airborne and ground command posts with connectivity to MILSTAR  and Advanced EHF satellites. Other modifications budgeted and programmed are listed shown below.","2014","Air Force","Other Aircraft","Millions","OTHACF","72","Millions","Each","Where applicable justification for individual modifications is provided in the P-3A exhibits.","0901212F","Each","Aircraft Procurement Air Force","Other Aircraft","3010F","AB","5","5","2013-04","PB","Modification of Inservice Aircraft","1418709966","2014-12-16T06:06:06+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","Air National Guard","0.992","3.303","","","","","0.054","","0.054","","","","","","","","","199385554","",
"c8a04dbdd71f4aaa87efe420be4f08c8","FY 2013 funding totals includes $8.0M appropriated for Overseas Contingency Operations (OCO).  The FY 2014 $2.7M OCO funding request will complete the X-Net integration effort on the RC-135V/W RIVET JOINT aircraft started with FY 2013 OCO funding. The USAF's Manned Reconnaissance Systems program includes seventeen RC-135 V/W RIVET JOINT three RC-135S COBRA BALL and two RC-135U COMBAT SENT mission aircraft.  The RC-135V/W RIVET JOINT is the variant with the majority of the aircraft in this program element and as a result drives the Baseline integration and modification upgrade strategy for the entire RC-135 fleet.  Therefore the majority of the modification budget is directly related to the RIVET JOINT weapon system baseline strategy which subsequently spills over in the baseline strategies for COBRA BALL and COMBAT SENT weapon systems.An RC-135 Viability Assessement was conducted in 2008 and the results reported that despite their fleet average airframe age (44 years) and accumulated flight hours (38000) as of the end of fiscal year 2007 the RC-135 should be able to continue to meet the user's needs by performing intended operations until at least through the year 2040.  Viability was assessed based on underlying analyses of reliability maintainability performance corrosion fatigue architectural stability safety and availability.  The Viability Assessment also summarized that the RC-135 fleet has experienced significant improvements in reliability maintainability and availability since FY 2001.  The Program Manager attributes these improvements directly to the BIG SAFARI Baseline integration and modification upgrade strategy and the synergies gained with long standing relationships with the RC-135 industry partners.     FY 2014 funding efforts will concentrate on Baseline 11 integration efforts which also indirectly reacts to the 2012 RC-135 Multi-Attribute Utility Assessment (MUA) which detailed operational effectivness cost and program analyses of the alternative weapons system configurations (e.g. C-37 KC-46 P-8 RQ-4).  The MUA determined that retaining and sustaining the RC-135V/W airframe offers the highest assessed weapons system utility (measured as a benefit of cost-to-risk ratio) over the 25 year assessment period.Funding for this exhibit is contained in PE 0305207F Manned Reconnaissance Systems.","2014","Air Force","RC-135","Millions","DARP01","64","Millions","Each","Where applicable justification for individual modifications is provided in the P-3A exhibits.","0305207F","Each","Aircraft Procurement Air Force","Other Aircraft","3010F","AB","5","5","2013-04","PB","Modification of Inservice Aircraft","1418709963","2014-12-16T06:06:03+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","Air Force Active","173.237","162.211","","180.887","177.641","184.143","171.813","174.256","171.813","","","","","","","","","","",
"10a1e870cd2b7780d37db7bf18f5522a","This line item funds modifications to the C-5 aircraft.  The four-engine C-5 carries outsized and heavy cargo between main operating bases.  Prior to FY11 funds were budgeted in the C-5 P-1 modifications line.Funding for this exhibit contained in PE 0401119F.","2014","Air Force","C-5M","","C005M0","","","Each","","","Each","","Airlift Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air Force Active","685.289","851.47","","","","","321.353","70.286","321.353","","","","","","","","","327","672.717",
"10a1e870cd2b7780d37db7bf18f5522a","This line item funds modifications to the C-5 aircraft.  The four-engine C-5 carries outsized and heavy cargo between main operating bases.  Prior to FY11 funds were budgeted in the C-5 P-1 modifications line.Funding for this exhibit contained in PE 0401119F.","2014","Air Force","C-5M","Millions","C005M0","39","Millions","Each","Where applicable justification for individual modifications is provided in the P-3A exhibits.","0401119F","Each","Aircraft Procurement Air Force","Airlift Aircraft","3010F","AB","5","3","2013-04","PB","Modification of Inservice Aircraft","1418709957","2014-12-16T06:05:57+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","Air Force Reserve","259.53","","","","","","700.614","264.463","700.614","","","","","","","","","327","",
"966607a3ddd189fa16b50fad88ba5768","This line item funds modifications to the E-8C aircraft.  The E-8C is a modified Boeing 707-300 airframe that performs the Joint Surveillance and Target Attack Radar System (JSTARS) mission.  The JSTARS was developed for ground surveillance targeting and battle management.","2014","Air Force","E-8","","E00800","","","Each","","","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","","","","","","","","","","","A","Air Force Active","38.768","12.544","","0.805","1.455","0.000","12.725","11.415","12.725","","","","","","","","","","200.449",
"966607a3ddd189fa16b50fad88ba5768","This line item funds modifications to the E-8C aircraft.  The E-8C is a modified Boeing 707-300 airframe that performs the Joint Surveillance and Target Attack Radar System (JSTARS) mission.  The JSTARS was developed for ground surveillance targeting and battle management.","2014","Air Force","E-8","Millions","E00800","67","Millions","Each","Where applicable justification for individual modifications is provided in the P-3A exhibits.","0207581F","Each","Aircraft Procurement Air Force","Other Aircraft","3010F","AB","5","5","2013-04","PB","Modification of Inservice Aircraft","1418709964","2014-12-16T06:06:04+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","Air National Guard","20.552","10.014","","","","0.000","44.747","18.342","44.747","","","","","","","","","","150.051",
