"FiscalYear_val","FiscalYear_@footnote","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","SpecsAvailableNow_val","ContractMethod_val","ContractType_val","OCO_val","FundingVehicle_val","RFPIssueDate_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2013","","TBS","2012-02","2012-03","1","25.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-dc0b20942551d664a06f91bb5673fdd9e9bb11ca","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-9185d5d467561360f13bf5e03e2df0afe0fb0a55"
"2011","","NCRCC, Alexandria, VA","2011-09","2011-09","1","1857.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-1ad7c61c2d7a14a7d7a7844143bba0aa1b41b447","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-1bf6ac236879c29af4c13e3b6af22efaee2a6473"
"2012","","TBS","2012-05","2012-06","1","2114.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-6a2848ec54599bcbc0d563ef3160932cf4c3be4f","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-306211c0f7a7def40a948cf25a5c83ecd010d58e"
"2011","","TBS","2012-02","2012-03","1","300.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-f6202a14872bc364e05b4f8f0121c29fd4ccfd81","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-7623f09498ac2d7cf9f3de01eb9afb750c1c78cc"
"2011","","TBS","2012-03","2012-05","1","804.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-dc8c0d654fab77323c8724ec23a6a6b8028a7a31","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-bb94959c6a6bfbd7dfe0dfbd83aeaf2c788e47a0"
"2012","","TBS","2012-06","2012-09","1","404.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-55d25657c2cfaea1a11dcb7ab38547cfb49a5bd3","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-bb94959c6a6bfbd7dfe0dfbd83aeaf2c788e47a0"
"2013","","TBS","2013-02","2013-03","1","259.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-2-7aa6b661d0d78dd9b86b258e0b7a070a42e246e9","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-bb94959c6a6bfbd7dfe0dfbd83aeaf2c788e47a0"
"2011","","TBS","2012-03","2012-05","1","580.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-4903406f2f96d14653c9bd3b54cf3dc560b11d6e","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-d26b24991f06bb3b4b79759d27b9933894a8be38"
"2012","","TBS","2012-06","2012-07","1","134.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-385372268300afdf22389c8658135d27fcb12d90","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-d26b24991f06bb3b4b79759d27b9933894a8be38"
"2013","","TBS","2013-02","2013-03","1","95.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-2-72b9ba7df8e261fbc307dc655cf7b7b9ec810b43","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-d26b24991f06bb3b4b79759d27b9933894a8be38"
"2011","","TBS","2012-05","2012-06","1","14701.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-eaa62ffe61f50d94106ba404bfaad74275bc803c","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-ed698fe0a2f1aac7b0a71a1b83982f9f2feb7853"
"2012","","TBS","2012-08","2012-09","1","3065.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-c69a0495094e4c152a323c0eb627f69a54429620","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-ed698fe0a2f1aac7b0a71a1b83982f9f2feb7853"
"2011","","TBS","2012-05","2012-06","1","772.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-6c1d981510df9edbcf904526bd52984f747943e5","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-1bbac2f0349204d7c729d2d4669ca3cb2bf09692"
"2012","","TBS","2012-07","2012-09","1","702.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-84cae9d91b02f9f75fd6c2fb8928f35759561bde","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-1bbac2f0349204d7c729d2d4669ca3cb2bf09692"
"2013","","TBS","2013-03","2013-04","1","1294.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-b9c195bbaae6ef7e19918751c8289adb97f7a0f8","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-dff3f32b76fa2caafec4806774aa504ca3289af3"
"2011","","TBS","2012-02","2012-02","1","260.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-be4f51ecf188203830eea923b80f7ba668eb39c7","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-923db046854c1355338e3c4f8c9c557bbf969d22"
"2011","","TBS","2012-01","2012-01","1","11190.000","false","C","FFP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-e2471dafb6cce97b35921c214fbc950eeb4ef054","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-01412cc42b217fc478aa0c352d491cca7242299b"
"2012","","TBS","2012-06","2012-08","1","2114.000","false","C","FFP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-4b401c5f407de62bd7e0026f0335fd5ad88c4797","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-01412cc42b217fc478aa0c352d491cca7242299b"
"2011","","ACC/NCRCC, Ft. Belvoir, VA","2011-10","2011-12","1","1567.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-8aa58ea1856cafcb3461b1052cf6e98ded31c539","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-c76774f10e3e7625e51b8071a6cdec23ca0bbf5f"
"2013","","TBS","2013-01","2013-03","1","558.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-3655b47d9e6a4881847aaa5b8a7b62a122e28187","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-e2d882858141a271813eb0795fcbf92647b47f59"
"2011","","AFSPC/SMC","2011-07","2013-06","1","6.300","true","SS","CPFF","","","2011-06","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-946664e15ca8b6ab199a7f83d66cbadb679ae815","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-ce56805c60a7fce3baea9bdbc571aef14c59c0a9"
"2012","","AFSPC/SMC","2012-06","2015-07","1","14.350","true","SS","CPFF","","","2012-01","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-1-db046c4ea3b2773728bb0c91835543d072d450a2","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-ce56805c60a7fce3baea9bdbc571aef14c59c0a9"
"2013","","AFSPC/SMC","2012-11","2015-07","1","9.400","true","SS","CPFF","","","2012-01","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-2-cb394db1821f74312e0d2c4fd77a230161da0e69","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-ce56805c60a7fce3baea9bdbc571aef14c59c0a9"
"2011","","AFSPC/SMC","2011-07","2012-04","1","4.685","true","SS","CPFF","","","2011-06","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-af8c6cab2b1cc4700dccb820cb3af5588ca65a09","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-599471a8504e57cc09ae6f86371c3ffaffcd2bf9"
