"FiscalYear_val","FiscalYear_@footnote","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","SpecsAvailableNow_val","ContractMethod_val","ContractType_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule","RevisionsAvailableDate_val","FundingVehicle_val","RFPIssueDate_val","MonthlyDeliveryScheduleTotal_ProcQuantity_val","MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2010","","AFLCMC Wright Patterson AFB","2011-03","2012-07","6","0.364","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-1-cee8cc8ab46e9f1ceac307ca1f8635a5c8c2ac93","","","2010-02","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-1-8fa3fb9372da02a5f4411d86f6d8198b0279f542","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-8f4bea2130d9d6de8837b0e318d57b69e944816d"
"2012","","AFLCMC Wright Patterson AFB","2013-10","2014-07","59","0.406","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-2-beadce89cbabf39a4c42465d4e40d0e38ef9dba7","","","2011-01","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-2-b5bd0d81e7bab6f9dd5bf3e74117a08f69c7acde","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-8f4bea2130d9d6de8837b0e318d57b69e944816d"
"2009","","AFLCMC Wright Patterson AFB","2011-08","2012-12","10","4.884","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-93b7b2d1ba526ab4a6be00210ea75502732c3bb0","","","2010-04","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-327bbefa8292660fd90771e91710ac2f11f694d8","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-1a7dd2e4c4a8368dd7b9057d2851a6fe7f5353a7"
"2012","","AFLCMC Wright Patterson AFB","2013-10","2014-10","1","3.310","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-1-21ac60f9ad2955dae35a90db482fd166ded7f4f9","","","2011-09","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-1-9501e3eac6bcbe4ade02d95a51e517c9a2ebefd1","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-1a7dd2e4c4a8368dd7b9057d2851a6fe7f5353a7"
"2013","","AFLCMC Wright Patterson AFB","2014-04","2015-08","9","4.141","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-2-0b6a2c5699cbbd742a348654093ef10d73a88ace","","","2013-02","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-2-9bbbe749413d810f627f571367b3d21e7f72f792","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-1a7dd2e4c4a8368dd7b9057d2851a6fe7f5353a7"
"2016","","AFLCMC Wright Patterson AFB","2016-09","2018-01","4","3.238","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-3-c1a5fd2c608d960e85666adc2bf6e34628b59cb7","","","2015-07","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-3-7998a3984c5e09f32bd540a354ed5ea17bb5179d","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-1a7dd2e4c4a8368dd7b9057d2851a6fe7f5353a7"
"2012","","NAVAIR","2011-12","2013-07","36","0.016","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-56f3b53321d6551525bbcde09584df34017ee8c3","","","2011-01","103","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-82483dea01823cc0403a2a2c4a7c8bee9e373906","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-2caed520e0f2fe691eee779998886ae440d246d7","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-1d00ed42e87fbf9aa6c3cd1d372c59361a4be820"
"2013","","NAVAIR","2013-08","2014-09","42","0.012","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-e1ace72d53bfc890ac111abc58d60af8a3a03ea7","","","2012-01","143","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-6da08733959a5db781baffea259c96544efc2f2f","68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-a2408b9c3c6a4d043c4036cabf462458ed9652d7","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-1d00ed42e87fbf9aa6c3cd1d372c59361a4be820"
"2014","","NAVAIR","2014-04","2015-09","62","0.015","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-e0da3547886f31018fa7d00b622c74a516e6c534","","","2013-01","179","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-9bb85b07e28151eb7481e9fb626f3984668ca46b","68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-e6bdefcf3de6901277ad332b95ddf06694374558","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-1d00ed42e87fbf9aa6c3cd1d372c59361a4be820"
"2015","","NAVAIR","2015-02","2016-09","84","0.015","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-3-42192b54e72d420c7e6676b7971375f59c256748","","","2014-01","150","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-3-6b911767680721f0837ce3cb5d31633558964c7f","68056125d7efffeeb9b62bd76faba9eaeb971c2c-3-51f5826e5ceb43bddaecc1ee629c77a88a5e0876","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-1d00ed42e87fbf9aa6c3cd1d372c59361a4be820"
"2016","","NAVAIR","2016-02","2017-09","97","0.016","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-4-c608f25332eba82564990e8406f2d6cbc8f9e010","","","2015-01","177","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-4-0957d0ab45bbf520e1ca311be6684330e0522517","68056125d7efffeeb9b62bd76faba9eaeb971c2c-4-100e5415c2fe8d8428e0aaff0951004ac64f6568","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-1d00ed42e87fbf9aa6c3cd1d372c59361a4be820"
"2017","","NAVAIR","2017-02","2018-09","106","0.016","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-5-ca348d9ed38812b3bf56275052f0867b57f6962d","","","2016-01","185","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-5-2152ef7372aff5fc903cf909c0a35422165cffb1","68056125d7efffeeb9b62bd76faba9eaeb971c2c-5-e21c043c2e640c85c6a7d03f539a23ed77a40aed","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-1d00ed42e87fbf9aa6c3cd1d372c59361a4be820"
"2018","","NAVAIR","2018-02","2019-09","64","0.016","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-6-d597d6c415313d6291fee0788a0fccac92cac4e9","","","2017-01","140","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-6-9499758eb17fe2e4fbe7d969a169bb0d0933df5a","68056125d7efffeeb9b62bd76faba9eaeb971c2c-6-a2e8d31665c43387b57b91fa36867af7270e5315","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-1d00ed42e87fbf9aa6c3cd1d372c59361a4be820"
"2019","","NAVAIR","2019-02","2020-09","56","0.017","true","SS","BA","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-7-1b009c3c99effcb581f87c1c3bd1c07baf215363","","","2018-01","132","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-7-a5403895b5b2b885c218466120066c12955c8bca","68056125d7efffeeb9b62bd76faba9eaeb971c2c-7-1712fae4487826815ed0c4450e29fdeb6d1d1f98","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-1d00ed42e87fbf9aa6c3cd1d372c59361a4be820"
"2013","","APG, MD","2013-12","2014-07","1500","89.570","false","C","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-c9610305a11f673dc3b68e071633a1f0ed913ff5-0-33a88fa6de4f23f3fde05ed37b9c1caba25c07be","","","","","","c9610305a11f673dc3b68e071633a1f0ed913ff5-0-3eeb5646daa8761eba6996310943cc7d5a835d64","c9610305a11f673dc3b68e071633a1f0ed913ff5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","c9610305a11f673dc3b68e071633a1f0ed913ff5-0-6b16e9679d0c2610d45bd30e019e3ac4802ee3cc"
"2014","","APG, MD","2014-10","2015-04","2231","87.190","false","C","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-c9610305a11f673dc3b68e071633a1f0ed913ff5-0-7b524fb17e9e0541deee5a4e1a39eea36ac413c6","","","","","","c9610305a11f673dc3b68e071633a1f0ed913ff5-0-7e94663290913f6eb33c9dd90082fbac56cff3cb","c9610305a11f673dc3b68e071633a1f0ed913ff5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","c9610305a11f673dc3b68e071633a1f0ed913ff5-1-82447d0be4bdc02c149f7e51da2e5c1d6b48fb99"
"2015","","APG, MD","2015-10","2016-04","438","86.952","false","C","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-c9610305a11f673dc3b68e071633a1f0ed913ff5-1-aa1313be7343076a44666f14f092ec749880b8f0","","","","","","c9610305a11f673dc3b68e071633a1f0ed913ff5-1-e78243bd542ab639c7f1520c7695c011c5398976","c9610305a11f673dc3b68e071633a1f0ed913ff5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","c9610305a11f673dc3b68e071633a1f0ed913ff5-1-82447d0be4bdc02c149f7e51da2e5c1d6b48fb99"
"2010","","AFLCMC Wright Patterson AFB","2011-01","2011-11","24","10.405","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-4cace69c5b8907613f46c364412a7542581773ec","","","2009-12","24","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-6d3aecc84140c357696ae6ffdbb8592d6173758f","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-0f047ed3df2974730ed483dcf3b409d270e1f240","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-091a9741aca49b516d72686fd738c38b5a756118"
"2011","","AFLCMC Wright Patterson AFB","2011-12","2013-03","48","10.564","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-8f2cf6e1b59de85b0e62c732a16f85e774c0d98b","","","2010-05","48","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-d4077bc2d16f2e7951f240821f15824895995206","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-c31cfef47c989ad23da04c0f8dbd81216850b0a8","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-091a9741aca49b516d72686fd738c38b5a756118"
"2012","","AFLCMC Wright Patterson AFB","2012-09","2014-02","48","9.909","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-de0ce55e72aeef28b860e27dda1b479a32a87495","","","2010-05","48","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-3d57c805d9df4bb4426fb320cb3bb01fb3360bbe","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-2fcec66be5fc3a16b4ceff88b08acb5e9f3baf3e","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-091a9741aca49b516d72686fd738c38b5a756118"
"2013","","AFLCMC Wright Patterson AFB","2013-10","2015-08","36","12.134","true","SS","FPIF","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-3-831be17e45bde773a3e8313bb977aa35f01eab04","","","2012-04","36","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-3-3f65bc7ccc8674707367c730c8c8a4fe1342a9a9","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-3-4bc39f696ccbb0cfc590cbba3128515202d46494","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-091a9741aca49b516d72686fd738c38b5a756118"
"2014","","AFLCMC Wright Patterson AFB","2014-07","2016-11","20","12.718","true","SS","FPIF","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-4-0c48b29707f9344fe917854d4299bcf0c5cc7456","","","2012-12","20","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-4-44e33716e0239f4c382d9ff0ad5592783ee23a7f","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-4-9ccd8af784eb06a78fb7eb589e707a49cabc9991","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-091a9741aca49b516d72686fd738c38b5a756118"
"2015","","AFLCMC Wright Patterson AFB","2015-08","2017-06","12","15.830","true","SS","FPIF","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-5-5ecad341beee0b751f95d73a3961545e8cc65c82","","","2014-01","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-5-4908b70cb13fd7b6abcf242b4437cc04b37384fc","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-5-de8f468cd8a8020bf0215784e03e104fed2a040b","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-091a9741aca49b516d72686fd738c38b5a756118"
"2016","","AFLCMC Wright Patterson AFB","2016-01","2017-11","22","14.638","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-6-0fc510970a875384c912bc9e30e3733262407ab1","","","2014-07","22","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-6-c63c01d3c35efdf778daf624a34744d842170f51","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-6-193cda5266bc89cd097243219efe1abf9ef547e7","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-091a9741aca49b516d72686fd738c38b5a756118"
"2017","","AFLCMC Wright Patterson AFB","2017-01","2018-11","11","15.919","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-7-9eb2f73444b26139ef7b56d83037773acf745d69","","","2015-07","11","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-7-56b115d144990a3fbade08b886c7ccb91d834c55","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-7-ed583e4a4b7c56e1ff89bed62974cf8d7c396f95","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-091a9741aca49b516d72686fd738c38b5a756118"
