"FiscalYear_val","FiscalYear_@footnote","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","SpecsAvailableNow_val","RFPIssueDate_val","FundingVehicle_val","ContractMethod_val","ContractType_val","ItemNameSuffix_val","OCO_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_ServiceAgencyName_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_ProcQuantity_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val","RevisionsAvailableDate_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2014","","TBS","2014-03","2014-07","1","11420.000","false","","","C","FP","","","","","","","","","","","a4b82838d22cfbf1da667ad790027d833a60a900-0-f7d4a529c2327f77498385192a2cb6ad7e8dbc92","a4b82838d22cfbf1da667ad790027d833a60a900","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","a4b82838d22cfbf1da667ad790027d833a60a900-1-f5c8b8bda980405c530c12b02d5a9eb28aaa5ee6"
"2015","","TBS","2015-03","2015-07","1","11101.000","false","","","C","FFP","","","","","","","","","","","a4b82838d22cfbf1da667ad790027d833a60a900-1-6eecd066c26899746d87135e3b8b1114b5d2ad37","a4b82838d22cfbf1da667ad790027d833a60a900","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","a4b82838d22cfbf1da667ad790027d833a60a900-1-f5c8b8bda980405c530c12b02d5a9eb28aaa5ee6"
"2014","","TBS","2014-03","2014-04","1","4892.000","false","","","C","FP","","","","","","","","","","","a4b82838d22cfbf1da667ad790027d833a60a900-0-04dae04e0a8540db1f9260b1b1c593e6c3c45f64","a4b82838d22cfbf1da667ad790027d833a60a900","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","a4b82838d22cfbf1da667ad790027d833a60a900-0-dfbd1f2a06cbbf3a3a835b276febe92e2c83c3dc"
"2015","","TBS","2015-03","2015-04","1","5443.000","false","","","C","FFP","","","","","","","","","","","a4b82838d22cfbf1da667ad790027d833a60a900-1-cdbc2ada9c1ebe409a285cc56de6b61a320d07b6","a4b82838d22cfbf1da667ad790027d833a60a900","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","a4b82838d22cfbf1da667ad790027d833a60a900-0-dfbd1f2a06cbbf3a3a835b276febe92e2c83c3dc"
"2014","","TBS","2014-03","2014-05","1","4000.000","false","","","C","FP","","","","","","","","","","","a4b82838d22cfbf1da667ad790027d833a60a900-0-f660bf1b2b064015187ecbfd7ea4b0959dfde7a0","a4b82838d22cfbf1da667ad790027d833a60a900","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","a4b82838d22cfbf1da667ad790027d833a60a900-0-763a0a4e74d536729309126a0b9290be7642cfc8"
"2015","","TBS","2015-02","2015-05","1","1000.000","false","","","C","FFP","","","","","","","","","","","a4b82838d22cfbf1da667ad790027d833a60a900-1-7011187c44393d9c89aa8cf9fe4a268b409a79ef","a4b82838d22cfbf1da667ad790027d833a60a900","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","a4b82838d22cfbf1da667ad790027d833a60a900-0-763a0a4e74d536729309126a0b9290be7642cfc8"
"2015","","TBS","2015-02","2015-05","1","47600.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-d51abefc2c48dd619b9a42e961f940bd73ec6e7e","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-5c0352538ca8dba504ba532d60489bf9f9329b84"
"2013","","ACC-RI, Rock Island, IL","2013-08","2013-12","14","5000.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-d59417b6c0515b42e1afc300f4802a959e6e7ca3","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-0fdfd7d15e87a59d566db07f68121bef6e36300e"
"2014","","ACC-RI, Rock Island, IL","2014-07","2014-10","8","4545.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-3bb003cc093715295d6827bd5629400ba97e2b2c","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-6f73a7f6413d2dd29f079e4411fa958b9721105c"
"2015","","ACC-RI, Rock Island, IL","2015-01","2015-07","5","4545.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-ef0dffde5a17c68ef4d96cad627a2809a74d8b03","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-6f73a7f6413d2dd29f079e4411fa958b9721105c"
"2013","","ACC-RI, Rock Island, IL","2013-08","2013-12","80","130.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-b54da898d061a3d76477c91baa3f6f99c69fc194","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-7b24c7a43b8a0284d24e9bf94597d5335be90fdb"
"2014","","ACC-RI, Rock Island, IL","2014-07","2014-10","40","130.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-ff2713bc08eae5234c5c9e1591c3123306d52781","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-eb61857d10cf5a5db20d9d0763a5a3f76d8121cf"
"2015","","ACC-RI, Rock Island, IL","2015-02","2015-05","18","130.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-61077c2392d984c74f25d6acc4a19a5f4a91507b","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-eb61857d10cf5a5db20d9d0763a5a3f76d8121cf"
"2013","","CHESS, Ft. Belvoir, VA","2013-08","2013-12","81","75.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-204ed7f4774061134ae6069f3c0a2e132111ee50","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-cd3c58f398d73e58b9d30ab4442b6e0cae21bca6"
"2014","","CHESS, Ft. Belvoir, VA","2014-07","2014-08","40","75.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-7f87387ccc2a336163be1bef99f15ad38a1377e8","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-378541528cf522be1f9d9e9ff908200f097829a6"
"2015","","CHESS, Ft. Belvoir, VA","2015-02","2015-07","18","75.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-ca96d74cf5351518c9b68733a8b9120c324afeba","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-378541528cf522be1f9d9e9ff908200f097829a6"
"2013","","ACC-RI, Rock Island, IL","2013-08","2013-12","80","275.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-37f10f47e17e00823414200234ac2fda3eb5f1d3","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-f43c961256a4871a1df481cd41c752b54862b398"
"2014","","ACC-RI, Rock Island, IL","2014-07","2014-10","37","275.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-e6bbb1cf1addcaae97bc7ba694520645f4c1e5fc","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-10bc79f94456a9762dc823118198d565c400ed92"
"2015","","ACC-RI, Rock Island, IL","2015-02","2015-05","18","275.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-0f071332a843e40bdfff80c32be9db81faa52213","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-10bc79f94456a9762dc823118198d565c400ed92"
"2013","","ACC-RI, Rock Island, IL","2013-08","2013-12","10","750.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-0eb16ab635dec6952eca88e2dea0e52f7a52102c","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-d5842e7153125056061c90131dd6b63d7418a58b"
"2014","","ACC-RI, Rock Island, IL","2014-07","2014-10","7","750.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-c9aa856ea115a413549c1f7793d76c7a14b62400","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-51a794a9632c70f61fb3d6a8a6305ac02d31e39c"
"2015","","ACC-RI, Rock Island, IL","2015-02","2015-09","6","750.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-eacced03e9efb50cbab28e0c1d4c155ba43d3e83","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-51a794a9632c70f61fb3d6a8a6305ac02d31e39c"
"2013","","ACC-RI, Rock Island, IL","2013-08","2013-12","12","500.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-57c224d55cde5be61944f605a8b51ce57099c75b","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-4f94768a7508f1b765028c295aded4a27b363938"
"2014","","ACC-RI, Rock Island, IL","2014-07","2014-10","10","500.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-16ee6f1ef72f2a130f4834edf11697f72d6fad4c","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-5cac92382c64e09cb84d6e88f29b64c83a433f26"
"2015","","ACC-RI, Rock Island, IL","2015-02","2015-09","6","500.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-712d220cf45d9fee43f9d73965b44db0963d0911","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-5cac92382c64e09cb84d6e88f29b64c83a433f26"
"2013","","ISEC, Ft Huachuca","2013-09","2013-09","1","8985.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-d257a00e42d31ee12e1f95a9f6e881843f347345","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-b6f81478912b8acb7dd1fc89536f9af11ce7d826"
"2014","","ISEC, Ft Huachuca","2014-09","2014-09","1","6729.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-35a0803fac9c5641496774e188d8d1ccec44d4b0","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-efd57bf2894849210194a3a618f73571e5af6e03"
"2015","","ISEC, Ft Huachuca","2015-03","2015-03","1","4210.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-282ca8b37525d4b393fddbcdc2de7ffdefb06c3c","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-efd57bf2894849210194a3a618f73571e5af6e03"
"2014","","ACC-RI, Rock Island, IL","2014-07","2014-10","1","4443.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-2724b2143a19b1d3d73c65e2aab12cf9b1106da9","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-f1016abffc8ba146eb2a91a41a5b24e1974126c8"
"2015","","ACC-RI, Rock Island, IL","2015-02","2015-05","1","6416.000","false","","","C","FP","","","","","","","","","","","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-1-bc64fae83c43e6afc3beced74bcc67b2a49f6e5b","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","ef92f3278ad5bd1c022b36fcdc3b7a0c8c42c76d-0-f1016abffc8ba146eb2a91a41a5b24e1974126c8"
"2013","","DIMOC","2013-03","2013-06","1.000","0.300","false","","PO","","","","","","","","","","","","","f45454d2cfc1caf6dd2321ca08540ede07bee424-0-a792b69a696500b48254eb72e6a33422717c4aca","f45454d2cfc1caf6dd2321ca08540ede07bee424","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f45454d2cfc1caf6dd2321ca08540ede07bee424-0-063c82244aaf132161a23b0e009fc8e8dae2a82f"
"2013","","DMA OPS","2013-05","2013-07","1.000","2.000","false","","PO","","","","","","","","","","","","","f45454d2cfc1caf6dd2321ca08540ede07bee424-0-a5412f1f5715818919bcc5f1ab12d95f8955a4cf","f45454d2cfc1caf6dd2321ca08540ede07bee424","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f45454d2cfc1caf6dd2321ca08540ede07bee424-0-a11cf6df3b1447d9f53132c6e01f36b573a1c89f"
"2013","","DMA OPS","2013-05","2013-07","1.000","2.000","false","","PO","","","","","","","","","","","","","f45454d2cfc1caf6dd2321ca08540ede07bee424-0-3007591100a812a0318d96aa47af1dd1fb8ab7a2","f45454d2cfc1caf6dd2321ca08540ede07bee424","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f45454d2cfc1caf6dd2321ca08540ede07bee424-0-f52d71bde73a894f7ec5c2f8d8a058ee51fc15e8"
"2014","","MICC, Ft. Knox, KY","2014-05","2014-09","1","1135.000","false","","","C","FFP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-1a9536356b95a392c19cd987b73b717cc56189ef","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-0-0bad01c10de42af881e7a41017f8873beab16e05"
"2014","","MICC, Ft. Knox, KY","2015-03","2015-06","0","569.000","false","","","C","FFP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-7aa8eb2daa75813d0fdb59c1b0bc56060ce79070","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-1-d6b05ae9870474ee2bbe34c674fe8640ca0608f9"
"2015","","MICC, Ft. Knox, KY","2015-02","2015-03","1","2251.000","false","","","C","FFP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-1-1d70e291887364efb7be2908e7ebb2da014f219e","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-1-d6b05ae9870474ee2bbe34c674fe8640ca0608f9"
"2016","","MICC, Ft. Knox, KY","2016-05","2016-07","1","770.000","false","","","C","FFP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-2-134172374e63ad0ad55e8fc56900a49031d3af42","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-1-d6b05ae9870474ee2bbe34c674fe8640ca0608f9"
"2015","","TBS","2015-04","2015-05","1","362.000","false","","","C","FP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-d2f37c613f80fa20b00d642236db04bada254323","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-0-75f49776de3da1099e7ad9ccc0ae6a96ad807506"
"2016","","TBS","2016-02","2016-02","1","250.000","false","","","C","FP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-1-40a1fdc28aae7f1801f94cf0f853a4778089b249","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-0-75f49776de3da1099e7ad9ccc0ae6a96ad807506"
"2014","","ACC-RI, Rock Island, IL","2014-04","2014-06","1","14073.000","false","","","C","FFP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-f58a6bcd5be2ccd877fabb32127619a7d527a660","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-0-a7df0fe620b11d9ebf2d7dc715df05e429923320"
"2015","","TBS","2015-05","2015-07","1","3968.000","false","","","C","FFP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-21b8fb6709655e3eed11ba7af2ecda01518dec64","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-1-78157f95c547af94a9c8344596b7a9dce0476931"
"2016","","TBS","2016-04","2016-07","1","2660.000","false","","","C","FFP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-1-edd34467bc5fbfd65b90a2279224c5f1801c6851","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-1-78157f95c547af94a9c8344596b7a9dce0476931"
"2014","","ACC-RI, Rock Island, IL","2014-05","2014-07","1","29814.000","false","","","C","FFP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-e74e9d120fd4e88733fb3598ba8300aaae6bd8d7","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-0-61e528b2d5008793922421760c59c83d25fcbd0b"
"2014","","ACC-RI, Rock Island, IL","2014-08","2014-09","0","4425.000","false","","","C","FFP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-f4992d93d883e7e50ff43f00bad80dd7d9a9f618","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-1-c7d69c2ee9007d764199fd4ca0679966c7bd45fc"
"2015","","TBS","2015-05","2015-07","1","34235.000","false","","","C","FFP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-e74070e754b82db6c8cf558fb5c9053a2c7af051","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-2-b584927e6bd3cea860600e642697427173687247"
"2016","","TBS","2016-03","2016-05","1","34391.000","false","","","C","FFP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-1-f69329e0bde8e1f58a04c2793d833e3b1aef054c","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-2-b584927e6bd3cea860600e642697427173687247"
"2014","","PM I3C2, Ft. Belvoir, VA","2014-08","2015-08","1","1903.000","false","","MIPR","","","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-808c907abf3bcfe9030b056ad14cfaec90ef848e","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-0-bf718a8baf3fafb4f99e38c85c8c0d0d4af9223e"
"2014","","ACC-RI, Rock Island, IL","2014-07","2014-08","0","2509.000","false","","","C","FP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-7e293e1424ca592bc0c8afebb71e8f9105ee3da9","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-1-b543cb5a9be207a6e6475b712fdf772a06723487"
"2014","","ACC-RI, Rock Island, IL","2014-04","2014-05","0","1466.000","false","","","C","FP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-bf65c17ed71d110be40be23e794fe58d645271fe","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-2-a0fda70c12e03508f98c4ae8a282bafd31006698"
"2014","","ACC-RI, Rock Island, IL","2014-08","2014-08","0","1153.000","false","","","C","FP","","","","","","","","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-dbcf806ed239db3f6e1870155d3fcd6a2bf612af","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-3-4cd5527b68e174f7b76f02f5af0de7db03364531"
