"Name_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFive_Quantity_val","Cost_BudgetYearFive_TotalCost_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Air Force Active","","","","","","","1","6.872","","","","","","","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-d284ca8893da22e1b0306ad268e4cb978a026588","8d7c7dd71f2621f7c2e23873d891c962c3228d48","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-e96996890b7912feaab3050b80c866cec212d41c"
"Air Force Active","","","","","","","2","43.853","","","","","","","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-3a5985c5cb6bf185ebeed043ed27907cee69fc31","8d7c7dd71f2621f7c2e23873d891c962c3228d48","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-50903599dbbd3fadcbc5c5c349bd65f8b9019732"
"Air Force Active","","","","","","","1","5.076","","","","","","","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-cdd0f2a33a6ccd830e0cb0993c6a57b9840f309e","8d7c7dd71f2621f7c2e23873d891c962c3228d48","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-26d1c30efd6abd30a86b940a20022a62bf6514c3"
"Air Force Active","123","0.000","123","0.000","","","","","","","","","","","8f9993f845d52dd295769d91ecf2500389b6cdf6-0-98293a7923ac42328be42a3dc37b2112596677e7","8f9993f845d52dd295769d91ecf2500389b6cdf6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8f9993f845d52dd295769d91ecf2500389b6cdf6-0-d18e9d9a98055175db79f92bd322bc83b6255161"
"Air Force Active","","","","","","","14","0.513","","","","","","","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-0-6eb2aba226ee4dc4bd3c2d0f87a68fbe74096b6a","952c00e1a7ea62010c6ceb4b37b5f8a561762f78","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-0-4e4d01b605c00004f7b9511e6925d4d7b333754a"
"Air Force Reserve","","","","","","","6","0.22","","","","","","","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-1-c0e5a8e9317b6c2ff29219905103c6292f3772ca","952c00e1a7ea62010c6ceb4b37b5f8a561762f78","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-0-4e4d01b605c00004f7b9511e6925d4d7b333754a"
"Air Force Active","","","","","","","","","","","12","6.796","","","97092ba11b429a6f7046ccc267083d82ef7c2035-0-2398d63825a242761c8d43eba88365c2abfec596","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-ae54cf8649ecb64465a1a58a58e802971539f2dd"
"Air Force Active","","","","","","","","","","","2","0.818","","","97092ba11b429a6f7046ccc267083d82ef7c2035-0-395db8626b6fec98bc1fafeee8d6a4c7fad60f20","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-654573c4111789054f5b42d4e03383d13bb17528"
"Air Force Active","","","","","","","42","2.202","","","","","","","97092ba11b429a6f7046ccc267083d82ef7c2035-0-309f0bceb2588f0035a1d5ec5222d64bb13b1715","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-10e169e9b21dacaa142e71b37905bda10fee76a0"
"Air Force Active","","","","","","","24","0.211","","","","","","","97092ba11b429a6f7046ccc267083d82ef7c2035-0-6c46d675d778855d1cbe89c54937e78f67105144","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-b3a9e6d74e8c100fe0ffa0ed232a65269d9c4726"
"Air National Guard","","","","","","","20","0.176","","","","","","","97092ba11b429a6f7046ccc267083d82ef7c2035-1-8cbc33182029f5309b96b818ddce4e31ad1d0c4a","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-b3a9e6d74e8c100fe0ffa0ed232a65269d9c4726"
"Air Force Active","","","","","","","2","0.318","","","","","","","980beb5de9d0d3d06639c001bc531a0e302e9a02-0-37f072c9e4efb7f5d95052283936250f0ce94426","980beb5de9d0d3d06639c001bc531a0e302e9a02","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","980beb5de9d0d3d06639c001bc531a0e302e9a02-0-8a5f01120dbf988780206a30d70b45f8b8f5d42a"
"Air Force Active","","","12","0.9","","","0","0.000","12","0.9","","","","","980beb5de9d0d3d06639c001bc531a0e302e9a02-0-b49ea856a87d8626977934b1904e4dfaafcb561e","980beb5de9d0d3d06639c001bc531a0e302e9a02","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","980beb5de9d0d3d06639c001bc531a0e302e9a02-0-a8fd8d279c4c1f37ef33cc9627f85acface6ac14"
"Air Force Active","","","","","4","7.151","","","","","6","10.361","","","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-0377c77afe6d4d420bbc19bbfe2bc03cc44fc62e","9d0635e6b065ec52f615adb4acd6b2f1a2460f79","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-fed842a870d1dc74f6025619d6e64474439b27f1"
"Air Force Active","","","","","4","3.869","","","","","6","5.604","","","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-375831b3647a6b92e4c03ad63ff8aa8b16472665","9d0635e6b065ec52f615adb4acd6b2f1a2460f79","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-fa25afe0e1864e000589b1767f8273c1a0da06c9"
"Air Force Active","","","","","","","8","3.076","","","4","1.772","","","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-d373d8e0f8e805e89bfbbced40ce4de0b873da76","9d0635e6b065ec52f615adb4acd6b2f1a2460f79","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-21a4f81d3f8bf7075e9bf7bd580a41ef912b9011"
"Air Force Active","","","","","4","10.277","","","","","6","14.876","","","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-4887560bc7d2ee56161ee754257ed946ca69b840","9d0635e6b065ec52f615adb4acd6b2f1a2460f79","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-ae081e0eac5b87c6f1fb1c73d5eb133c80e6bdf6"
"Air Force Active","5","1.125","5","1.125","","","","","0","0.000","","","","","9dd5c833a9006fb3270153c2362e25e05dd0bbaf-0-748f51d5e9745cb509f096b1d2a8194bbeca01e7","9dd5c833a9006fb3270153c2362e25e05dd0bbaf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","9dd5c833a9006fb3270153c2362e25e05dd0bbaf-0-e094dff16044f908fc27a4766922e7dfd095f485"
"Air National Guard","0","10.305","0","10.305","","","6","10.305","","","","","","","a6c04085369658f15474f3c1a6a8dcd27adbdf87-0-a98dc7598c828a52e15a29488f46ef30ea2cfdae","a6c04085369658f15474f3c1a6a8dcd27adbdf87","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","a6c04085369658f15474f3c1a6a8dcd27adbdf87-0-15b08b93a88b3c6906c709414635f45746462200"
"Air National Guard","0","6.444","0","6.444","","","9","3.013","","","","","","","a6c04085369658f15474f3c1a6a8dcd27adbdf87-0-0cb476bdaef213d73cce16825df8fc161c69a90b","a6c04085369658f15474f3c1a6a8dcd27adbdf87","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","a6c04085369658f15474f3c1a6a8dcd27adbdf87-0-143a3793ffb2469c7d528171f11cb427a4d00264"
"Air Force Active","1","22.238","2","45.638","","","","","1","23.4","","","","","aeb09adb59b77ba52640e0b35411484f025af1fd-0-ddafd42dcd00f8ae18156027168a5cd4fb4983cb","aeb09adb59b77ba52640e0b35411484f025af1fd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","aeb09adb59b77ba52640e0b35411484f025af1fd-0-2013acc8d935d1a91b7ee95ca62aaa24c722cd98"
"Air Force Active","","","","","","","13","3.553","","","","","","","b32444cd918b9b031e8603a60192752f78862d75-0-800a6a73a1bbc6da5d0e4e5d98c7bb26eaba4555","b32444cd918b9b031e8603a60192752f78862d75","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b32444cd918b9b031e8603a60192752f78862d75-0-4d9c3b446b548d55aedca0c2ea6f98b9060ecd1e"
"Air National Guard","","","","","","","16","4.373","","","","","","","b32444cd918b9b031e8603a60192752f78862d75-1-af636efce45c41ae06be16d67e78f2c04437f683","b32444cd918b9b031e8603a60192752f78862d75","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b32444cd918b9b031e8603a60192752f78862d75-0-4d9c3b446b548d55aedca0c2ea6f98b9060ecd1e"
"Air Force Reserve","","","","","","","5","1.366","","","","","","","b32444cd918b9b031e8603a60192752f78862d75-2-f2461e9cc4bc5f58b86f78c797704f95191e5751","b32444cd918b9b031e8603a60192752f78862d75","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b32444cd918b9b031e8603a60192752f78862d75-0-4d9c3b446b548d55aedca0c2ea6f98b9060ecd1e"
"Air Force Active","","","","","","","","","","","9","3.321","","","b327130cfc79546df0dba3a09801fedad12be124-0-55b600be4ec2ee4423d12045262d4ed17419c106","b327130cfc79546df0dba3a09801fedad12be124","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b327130cfc79546df0dba3a09801fedad12be124-0-55cc97493eb60aba71761f58f5489e26c8580b7d"
"Air Force Active","","","","","","","","","","","2","5.7","","","b327130cfc79546df0dba3a09801fedad12be124-0-f28f4e3181ffc5a0e0e21106bde1bd94364bac7b","b327130cfc79546df0dba3a09801fedad12be124","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b327130cfc79546df0dba3a09801fedad12be124-0-b7a751141b9cdc083f3dec999006ab9e3daa000c"
"Air Force Active","2","0.000","2","0.000","","","","","","","","","","","bd18b0371a78c52c2adfe6a945abcf473f7ada72-0-f8b3798bdbdf5dd9fe438b50dced5edb5645bbb8","bd18b0371a78c52c2adfe6a945abcf473f7ada72","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","bd18b0371a78c52c2adfe6a945abcf473f7ada72-0-05fb72c14b3c602c99e6c3744b7d75209624ac59"
"Air Force Active","","","","","","","1","5.35","","","","","1","4.35","c0cb36b88c9335501521de210df42229b7f6eefd-0-69778f1c1a44487b6ac02a52d0fdb942726ff830","c0cb36b88c9335501521de210df42229b7f6eefd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","c0cb36b88c9335501521de210df42229b7f6eefd-0-3906d8ff4aed7f8a521b4c54dd0573aa976d9f50"
"Air Force Active","3","1.545","3","1.545","","","22","11.33","","","","","","","d2b1ad870a17e6a993dfc67eaaae1184bcbbdc9d-0-0f647ab1be0a4b3c8d47b4df61ddf30e95003d09","d2b1ad870a17e6a993dfc67eaaae1184bcbbdc9d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","d2b1ad870a17e6a993dfc67eaaae1184bcbbdc9d-0-852c0e024ae91485ea5543d86d4f5e05fdfa8abb"
"Air Force Active","4","1","4","1","","","","","","","","","","","db18bd00825789823c33bc7ec22afd3752dfccb6-0-0d6f81d0e453a6fb90edcd6c82878b3a51de0f5d","db18bd00825789823c33bc7ec22afd3752dfccb6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","db18bd00825789823c33bc7ec22afd3752dfccb6-0-036fb228822810c8857574a848e6a33a3e60f22e"
"Air Force Active","2","2.848","2","2.848","","","","","","","","","","","db18bd00825789823c33bc7ec22afd3752dfccb6-0-74bc858ae2f3a3ff0f3bc897067f7ed4cde09d9b","db18bd00825789823c33bc7ec22afd3752dfccb6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","db18bd00825789823c33bc7ec22afd3752dfccb6-0-c2c5f27f1432f2f6e717cf92652f6cdfa9cdd5a5"
"Air Force Active","1","3.1","1","3.1","","","","","","","","","","","db18bd00825789823c33bc7ec22afd3752dfccb6-0-9ecba1fcfc2dfaa0d3b366508714f7f9de31a412","db18bd00825789823c33bc7ec22afd3752dfccb6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","db18bd00825789823c33bc7ec22afd3752dfccb6-0-ad2f2223cbebf6ac1d197a8c479ae65237e9fb26"
"Air Force Active","1","2.97","1","2.97","","","","","","","","","","","db18bd00825789823c33bc7ec22afd3752dfccb6-0-4842207bbd0dae0a322b99a3b0a9564e48609349","db18bd00825789823c33bc7ec22afd3752dfccb6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","db18bd00825789823c33bc7ec22afd3752dfccb6-0-bd367c5470bf80ebeee4a65aff7f3d9c19dd4da2"
"Air Force Active","","","","","0","0.000","","","","","16","15.218","","","f44dca61b9b1e835d69d006aa1c3680d9e5ec17c-0-ecd82487b743de51eb85e2fc91a56d89e6079d03","f44dca61b9b1e835d69d006aa1c3680d9e5ec17c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","f44dca61b9b1e835d69d006aa1c3680d9e5ec17c-0-359287c582515387c5a0876c3d4d38bce18632de"
"Air Force Active","","","","","","","6","154.352","","","","","","","f470f9c50df2b28d2aa6cfc64cab69bc99a8fdee-0-f5d29f00b3d47b301aa099165c2df7e26ba4ab01","f470f9c50df2b28d2aa6cfc64cab69bc99a8fdee","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","f470f9c50df2b28d2aa6cfc64cab69bc99a8fdee-0-6a17684104d0f1fd06e1bff7f55e4fb089bc3016"
"Air Force Reserve","","","","","","","5","129.163","","","","","","","f470f9c50df2b28d2aa6cfc64cab69bc99a8fdee-1-9b41ca26861ce8873002e58756a2bff008dbe284","f470f9c50df2b28d2aa6cfc64cab69bc99a8fdee","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","f470f9c50df2b28d2aa6cfc64cab69bc99a8fdee-0-6a17684104d0f1fd06e1bff7f55e4fb089bc3016"
"Air Force Active","","","0","2.875","","","","","0","2.875","","","","","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-0-a7649cd2c786bb4fe563f16dff6368c475a0a4cc","f608d47e7fc02be2d5e71c386e20ebeff98b3f96","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-0-dcdffb4c775bee6f8665501b364dae670ede5905"
"Air Force Active","","","0","4","","","1","0.509","0","4","","","","","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-0-ccc49f056a36cf008b2886e22c93745c37bf7754","f608d47e7fc02be2d5e71c386e20ebeff98b3f96","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-0-cb9e3431042fc1ad83db254fbbe9704e539409c2"
"Air Force Active","","","","","","","1","0.913","","","","","","","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-0-9098e36bc78a9c557cb239fdbeae0124f12a30f6","f608d47e7fc02be2d5e71c386e20ebeff98b3f96","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-0-03f303e8b8af372cfc63ce0def632f226237a447"
"Air Force Reserve","","","","","","","0","0.913","","","","","","","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-1-665c78c17feeb1ee82113dee3256892eaed8f5d1","f608d47e7fc02be2d5e71c386e20ebeff98b3f96","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-0-03f303e8b8af372cfc63ce0def632f226237a447"
"Air Force Reserve","","","0","2.6","","","","","0","2.6","","","","","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-0-f25f4a8c4a828e5a6292a7b921fe37f2df580763","f608d47e7fc02be2d5e71c386e20ebeff98b3f96","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-0-a7695332c9c448b56271d1d932bfe776723919f4"
"Air Force Active","","","0","3.24","","","","","0","3.24","","","","","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-0-4a6421c6a2cb1b584502c16c58d5a60ec556ccc0","f608d47e7fc02be2d5e71c386e20ebeff98b3f96","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-0-4d5e6f4e235d011a8e3847cca06f368b96c444ef"
