"FiscalYear_@footnote","FiscalYear_val","PCOLocation_val","AwardDate_@footnote","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","SpecsAvailableNow_val","RFPIssueDate_val","ContractMethod_val","ContractType_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_@footnote","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val","MonthlyDeliveryScheduleTotal_ProcQuantity_val","MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"HEO-4 Payload","2010","SMC, LA AFB, CA","","2009-07","2015-04","1","420.584","true","2007-07","SS","BA","Air Force","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-ac7e424bf9c93a407a5f7d9dbdc7ff0f14e07d21-1-ea94ae2e0980dbf131c74a88997bb4c0ac0e1a7b","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-ac7e424bf9c93a407a5f7d9dbdc7ff0f14e07d21-1-3ee7fe1e2fd17481566e5c86ae593a5b4365d722","ac7e424bf9c93a407a5f7d9dbdc7ff0f14e07d21-1-251fc4f547d086403e9f8cd8a99765c5ebe2c140","ac7e424bf9c93a407a5f7d9dbdc7ff0f14e07d21","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","ac7e424bf9c93a407a5f7d9dbdc7ff0f14e07d21-0-05b7d0f501f643f3d35972ee747a8f390589b7a4"
"","2013","LAAFB, CA","","2013-04","2018-05","2","229.626","true","2007-07","C","CPAF","Air Force","","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-bbad10167062d780465e38472499646c9a658ba2","","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-052b70a26f4436d1c3401c9533c6e6f358e1f74f","e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-feed832f68bbab02202475b6f3275d4174801b8c","e10cbbe1bc630ec2174ee43452aa43a4f321399b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-f5abb76cf804c0858fa6bcc648a6ac1557734eb9"
"","2014","LAAFB, CA","","2014-04","2019-05","2","183.544","true","2007-07","C","CPAF","Air Force","","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-e10cbbe1bc630ec2174ee43452aa43a4f321399b-1-5d0e9f43594921bcf3e0a3554191fb73d8205eca","","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-e10cbbe1bc630ec2174ee43452aa43a4f321399b-1-e59279f949c31f7ae51786804d1d4ca759239e4e","e10cbbe1bc630ec2174ee43452aa43a4f321399b-1-9b0f4618209a2bea50a7bd3e49d0b14d4f788761","e10cbbe1bc630ec2174ee43452aa43a4f321399b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-f5abb76cf804c0858fa6bcc648a6ac1557734eb9"
"","2015","LAAFB, CA","","2015-04","2020-05","1","205.325","true","2007-07","C","CPAF","Air Force","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-195fd6812b6d6e3f9577dadd7136fabf0e03be30","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-a4e86379dba9c90b5556eb80f5ae06300aefb858","e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-845d619543572020f4ec55a251e654c8af8edbc5","e10cbbe1bc630ec2174ee43452aa43a4f321399b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-5c6196acf98935ed80abe6dd6efd1f88d9bdddc1"
"","2011","SMC, LA AFB, CA","","2011-08","2015-08","1","443.532","true","2010-01","SS","FFP","Air Force","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-1d57787d2e58f4496976abc57b853d4cb153e84d-0-86e803d26eb5235792262d8f7a5ccf8db3ec71f5","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-1d57787d2e58f4496976abc57b853d4cb153e84d-0-4fb8af54714442f7c14ccc7e12e1105d03abac5d","1d57787d2e58f4496976abc57b853d4cb153e84d-0-8cd243c5c627b53d593b46cae998a0c1c59b2bc8","1d57787d2e58f4496976abc57b853d4cb153e84d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","1d57787d2e58f4496976abc57b853d4cb153e84d-0-10a4b48af9f0b6518ec93dd1e3b16f3bf523efb1"
"","2012","SMC, LA AFB, CA","","2011-12","2016-11","1","353.925","true","2010-01","SS","FFP","Air Force","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-1d57787d2e58f4496976abc57b853d4cb153e84d-0-5880256de2027552340e2d20774b4bc6ff4367cb","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-1d57787d2e58f4496976abc57b853d4cb153e84d-0-f9b30d33c862002231ac10d29f55f72b8a14c4e7","1d57787d2e58f4496976abc57b853d4cb153e84d-0-8762345cbae30b12acbf232b62813241b3fea43e","1d57787d2e58f4496976abc57b853d4cb153e84d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","1d57787d2e58f4496976abc57b853d4cb153e84d-1-49af57ca9abac693278dcf8c994ab790273d7060"
"","2012","SMC, LA AFB, CA","","2012-07","2017-12","1","338.700","true","2012-03","SS","FFP","Air Force","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-1d57787d2e58f4496976abc57b853d4cb153e84d-0-b6a2dc22757c17001825b6c801ed163c888b9d02","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-1d57787d2e58f4496976abc57b853d4cb153e84d-0-22d4f01ec93eb865175a13dbdbb3275ff3269824","1d57787d2e58f4496976abc57b853d4cb153e84d-0-68f32447f96c2e6c6ab8bea95c7fd99e2a36e2c3","1d57787d2e58f4496976abc57b853d4cb153e84d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","1d57787d2e58f4496976abc57b853d4cb153e84d-2-a77cf6702d1ebce8e80db5772905a83078aaacc1"
"","2016","LAAFB, CA","","2016-03","2021-09","1","247.310","true","2015-03","C","FPIF","","","","","","","","3992cfdd2b76ef9a280d61a3d42b61eac49498de-0-49ec59f71d869692e9d26ae2befb1141c4449056","3992cfdd2b76ef9a280d61a3d42b61eac49498de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","3992cfdd2b76ef9a280d61a3d42b61eac49498de-0-a28809147881b61e2285298df9578ba2818f021a"
"","2017","LAAFB, CA","","2017-02","2022-02","1","152.465","true","2016-02","C","FPIF","Air Force","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-3992cfdd2b76ef9a280d61a3d42b61eac49498de-0-8c4d3accdf9bd7dba8966ab28e8bc8a7c9d9d8bf","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-3992cfdd2b76ef9a280d61a3d42b61eac49498de-0-32fb2cd52240e7edd6e24c6718f759256ec38548","3992cfdd2b76ef9a280d61a3d42b61eac49498de-0-359114a8da3913b65b32fe9af37078cad0eb73cf","3992cfdd2b76ef9a280d61a3d42b61eac49498de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","3992cfdd2b76ef9a280d61a3d42b61eac49498de-1-44396f81411c6de1f3f78c5535c9772b8a18d864"
"","2018","LAAFB, CA","","2018-02","2023-02","3","126.326","true","2016-02","C","FPIF","Air Force","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-3992cfdd2b76ef9a280d61a3d42b61eac49498de-1-3a18d5b0fdb5e4dfd93c23669c4b135976ff1429","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-3992cfdd2b76ef9a280d61a3d42b61eac49498de-1-d4a63a1a574cc3d421065ae6fc8fee72fed09305","3992cfdd2b76ef9a280d61a3d42b61eac49498de-1-74fb6513a7a9dbf726b1ef2908d0eab0ea608944","3992cfdd2b76ef9a280d61a3d42b61eac49498de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","3992cfdd2b76ef9a280d61a3d42b61eac49498de-1-44396f81411c6de1f3f78c5535c9772b8a18d864"
"","2019","LAAFB, CA","","2019-02","2024-02","3","221.196","true","2016-02","C","FPIF","Air Force","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-3992cfdd2b76ef9a280d61a3d42b61eac49498de-2-0c8072bc30ceb5203fa87193216dbef148d9722d","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-3992cfdd2b76ef9a280d61a3d42b61eac49498de-2-2aa5b56e433419f2b90dcb3eb8f655a74437ef37","3992cfdd2b76ef9a280d61a3d42b61eac49498de-2-bf731568ed32063fd1363e58cde6cc982cff3c55","3992cfdd2b76ef9a280d61a3d42b61eac49498de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","3992cfdd2b76ef9a280d61a3d42b61eac49498de-1-44396f81411c6de1f3f78c5535c9772b8a18d864"
"","2020","LAAFB, CA","","2020-02","2025-02","3","245.647","true","2016-02","C","FPIF","Air Force","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-3992cfdd2b76ef9a280d61a3d42b61eac49498de-3-66845547814264fd585d20c8fd02da1b195ef778","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-3992cfdd2b76ef9a280d61a3d42b61eac49498de-3-3de7a73bbe94a0c558f23578070b4c227c22bb99","3992cfdd2b76ef9a280d61a3d42b61eac49498de-3-2e5964fae914ce6cf6d1957ba2913491c16ecab1","3992cfdd2b76ef9a280d61a3d42b61eac49498de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","3992cfdd2b76ef9a280d61a3d42b61eac49498de-1-44396f81411c6de1f3f78c5535c9772b8a18d864"
"","2006","LAAFB, CA","","2005-10","2013-11","3","114.200","true","1995-02","SS","FPIF","","","","","","","","71c261a1cd948676ef4e865c8802c861239ba65e-0-b470e6eeea524e185a8eed1add9fe6c73b60310d","71c261a1cd948676ef4e865c8802c861239ba65e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","71c261a1cd948676ef4e865c8802c861239ba65e-2-ac016a3d1f81742e8cf59dbbd4ac7973a6b95fa3"
"","2010","SMC, LA AFB, CA","","2010-12","2017-02","1","1693.304","true","2009-09","SS","CPIF","Air Force","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-b44b17211c0b8bdd0ec994a1d453c9e8f31e5abd-0-b6085afcc49f54f3289677bf5a8dcc943c88d6a3","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-b44b17211c0b8bdd0ec994a1d453c9e8f31e5abd-0-6faf743ae202e0907a02139b6e84cc52185b1697","b44b17211c0b8bdd0ec994a1d453c9e8f31e5abd-0-faec4cc08690290fb2ef25b58079841d76c0063b","b44b17211c0b8bdd0ec994a1d453c9e8f31e5abd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","b44b17211c0b8bdd0ec994a1d453c9e8f31e5abd-1-737f1abae615fdf80ad75cf53e9ba4a60c3a463f"
"","2012","SMC, LA AFB, CA","","2012-12","2018-06","2","1116.086","true","2012-01","SS","FPIF","Air Force","","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-b44b17211c0b8bdd0ec994a1d453c9e8f31e5abd-0-e077bc61535d921d94e4daa103fe617e96141857","","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-b44b17211c0b8bdd0ec994a1d453c9e8f31e5abd-0-39a777ef247e1667eb4fbec0d02f57fa58376bf1","b44b17211c0b8bdd0ec994a1d453c9e8f31e5abd-0-1c9f28747057fed12e99cd2525b548cc4bce32a0","b44b17211c0b8bdd0ec994a1d453c9e8f31e5abd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","b44b17211c0b8bdd0ec994a1d453c9e8f31e5abd-5-101b41d3989dc7fd25140aa9b8054f441bc99b7e"
"","2014","LAAFB, CA","","2014-04","2019-10","2","224.183","true","2007-07","C","CPAF","Air Force","","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-ed8a6d3a0c6c5544f1275c0f968ce86c468d5eb2-0-9cedd49320ed29ff8ce2f377d4bbb1a341d490ec","","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-ed8a6d3a0c6c5544f1275c0f968ce86c468d5eb2-0-0df016dc1951e849ab2e2acadd70c64882f4dbe9","ed8a6d3a0c6c5544f1275c0f968ce86c468d5eb2-0-cca7ecfbae8ac1693ae02526944939a4030c8f29","ed8a6d3a0c6c5544f1275c0f968ce86c468d5eb2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","ed8a6d3a0c6c5544f1275c0f968ce86c468d5eb2-0-d9648ac79d16564323543d5898471e7839798d76"
"","2015","LAAFB, CA","","2016-03","2021-03","1","248.565","true","2015-03","C","CPAF","Air Force","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-ed8a6d3a0c6c5544f1275c0f968ce86c468d5eb2-1-89d640e43fce3e7fd001760cf42d145ba39519f1","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-ed8a6d3a0c6c5544f1275c0f968ce86c468d5eb2-1-1578dadfd7cd6ab98cdeecdb1c24a6f75a5cb1cf","ed8a6d3a0c6c5544f1275c0f968ce86c468d5eb2-1-022f2559d39abe1062861d28e39e36c8f72fc74c","ed8a6d3a0c6c5544f1275c0f968ce86c468d5eb2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","ed8a6d3a0c6c5544f1275c0f968ce86c468d5eb2-0-d9648ac79d16564323543d5898471e7839798d76"
"GEO-3 Satellite","2009","LAAFB, CA","","2008-03","2017-07","1","1817.606","true","2007-07","SS","BA","Air Force","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-fe43a1889a60da136e1527452aab9cb26235f70a-0-62818aa7271b65a297383586445b9d23cdd0f2d7","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-fe43a1889a60da136e1527452aab9cb26235f70a-0-c9b25fbb41129973bb6da42d9998ee8ed0d930f5","fe43a1889a60da136e1527452aab9cb26235f70a-0-3c09aedb26011c29e70bb01ddd3ab4567f5801a2","fe43a1889a60da136e1527452aab9cb26235f70a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","fe43a1889a60da136e1527452aab9cb26235f70a-3-ba32793a75b70e5a42ba05ea840fa77c268439fc"
"GEO-4 Satellite","2011","LAAFB, CA","","2009-07","2016-02","1","1029.061","true","2007-07","SS","BA","Air Force","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-fe43a1889a60da136e1527452aab9cb26235f70a-1-dd72a021c216ac80de809884054335fa8bf631ee","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-fe43a1889a60da136e1527452aab9cb26235f70a-1-3075ff2d502603f6ae7d72ae1d5ec36b20fb3a96","fe43a1889a60da136e1527452aab9cb26235f70a-1-ace2439b73196e7b36bc79b3b577d572c3c6f8cc","fe43a1889a60da136e1527452aab9cb26235f70a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","fe43a1889a60da136e1527452aab9cb26235f70a-3-ba32793a75b70e5a42ba05ea840fa77c268439fc"
"","2013","LAAFB, CA","","2014-06","2020-09","2","1749.505","true","2012-12","SS","BA","Air Force","","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-fe43a1889a60da136e1527452aab9cb26235f70a-0-5c812b96a00013b749f1e864487ce81e7b693a25","","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-fe43a1889a60da136e1527452aab9cb26235f70a-0-1a3ea49a4c2eca68a02c65dfa5db67b245ed2484","fe43a1889a60da136e1527452aab9cb26235f70a-0-446f7a159c2f3e1951a6206134445e5e8e269967","fe43a1889a60da136e1527452aab9cb26235f70a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","fe43a1889a60da136e1527452aab9cb26235f70a-7-f6447188f268b94beacadd61302901e95f79c04e"
"HEO-3 Payload","2009","LAAFB, CA","","2008-03","2013-06","1","721.172","true","2007-07","SS","BA","Air Force","Prior Year contracts with undelivered assets have all deliveries occurring before Oct 2013 loaded in the month of first delivery.","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-fe43a1889a60da136e1527452aab9cb26235f70a-0-8392bba2eb49592834451c0276948ca685d4f439","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-fe43a1889a60da136e1527452aab9cb26235f70a-0-c49fab85de3f130626252a0f93308e998716fa32","fe43a1889a60da136e1527452aab9cb26235f70a-0-1a81816c2c1f5653e9891a11d276fd80261e0874","fe43a1889a60da136e1527452aab9cb26235f70a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","fe43a1889a60da136e1527452aab9cb26235f70a-3-c36a800634f3432721604f9dd5021067e43893dc"
"HEO-4 Payload","2010","LAAFB, CA","","2009-07","2015-04","1","428.098","true","2007-07","SS","BA","Air Force","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-fe43a1889a60da136e1527452aab9cb26235f70a-1-8a3655395e999d249e9ddd4bff2233515c3471b3","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-fe43a1889a60da136e1527452aab9cb26235f70a-1-a8ff9c6682811d88ee4a6b858e2b64032e80d9d9","fe43a1889a60da136e1527452aab9cb26235f70a-1-0ef51735847c4489d0a12776cf0c2b82053f834a","fe43a1889a60da136e1527452aab9cb26235f70a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","fe43a1889a60da136e1527452aab9cb26235f70a-3-c36a800634f3432721604f9dd5021067e43893dc"
"","2006","SMC, LA AFB, El Segundo, CA","","2006-01","2012-10","1","842.445","true","2005-09","SS","CPAF","Air Force","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-09b25d0ee490e9295245ec52c834c4d5ce33dd5c-0-3e4a7c44ac5f5d627300c64e22805c0a62d63c3d","0","","","09b25d0ee490e9295245ec52c834c4d5ce33dd5c-0-e0d6a59a77125be13a86afbec7e0fff6f8619c92","09b25d0ee490e9295245ec52c834c4d5ce33dd5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","09b25d0ee490e9295245ec52c834c4d5ce33dd5c-0-14bacaf15a73fdedaa3990a8366ab17bf29d580d"
