"Name_val","Name_@footnote","Location_val","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","Rate185_@footnote","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"BAE SYSTEMS ORDNANCE SYSTEMS","","KINGSPORT, TN","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-038aaed9defa3ead45c00b72d7d8286f067c5e4d-0-5edcfa8a6fe0ae7166325e6da55d10efb43c1972","038aaed9defa3ead45c00b72d7d8286f067c5e4d-0-c28186070b0a9535705c5fb3dda5f17207458d5e","038aaed9defa3ead45c00b72d7d8286f067c5e4d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","038aaed9defa3ead45c00b72d7d8286f067c5e4d-1-cf3b20b0a9ed2ad601e75065e83e7c8d0075576b"
"GOVERNMENT FURNISHED MATERIAL","","STOCK ISSUE,","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-038aaed9defa3ead45c00b72d7d8286f067c5e4d-0-3f0c61d0dd7baadf5d7e51fdf3bbedcdbd0504f0","038aaed9defa3ead45c00b72d7d8286f067c5e4d-0-a1503b874cba5ae12674977356e277ff7756e49a","038aaed9defa3ead45c00b72d7d8286f067c5e4d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","038aaed9defa3ead45c00b72d7d8286f067c5e4d-2-e82fa988979b78b3601cfe203c006e134cc78b1a"
"DAY & ZIMMERMANN LONE STAR","","TEXARKANA, TX","30000","100000","50000","","8","8","24","32","6","6","18","24","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-0-b5d3ba82d4b2aa851e5b0ac59fd5e3baa2fa4736","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-0-0f44f95cf68b6975c3176d1c14e53976a1e84eb0","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-0-440f00f700af85215ef56f8ccd9055a469d88f14"
"TO BE SELECTED","","TBS01","30000","100000","50000","","8","8","24","32","6","6","18","24","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-1-88d6bae88bdc0d715a1a48188e931fceea0ebcfe","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-1-b8a81137fce2ab1053cae7df8db5b85e4944f03e","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-0-440f00f700af85215ef56f8ccd9055a469d88f14"
"PINE BLUFF ARSENAL","","PINE BLUFF, AR","60000","268000","112000","","8","8","18","26","6","6","15","21","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-0-1f08da44eb2049d6087cc4197cb786911cbedc85","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-0-eceb248ec546a925eec771baa5ee8eae42d39b2d","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-0-164bd29e660d25b5de584a50a4089c522deb8052"
"CHEMRING ORDNANCE, INC.","","PERRY, FL","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-0-252c00f4488fb3e86e3e22fda92398f2d334496e","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-0-20918bca02e63b1ebc13f6a5f175539089422ced","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-1-fdd329ab98871f034161e9fec5495d8cd6c75d12"
"TO BE SELECTED","","TBS01","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-1-7a1609114f97a0cdd670414c01a8895d3f8c4468","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-1-75742f307eade976f628787fac93de55309f46f1","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-1-fdd329ab98871f034161e9fec5495d8cd6c75d12"
"TOOL MASTERS INC.","","TUSCUMBIA, AL","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-0-ad6092506a356941d2dc16c949add444c76eceed","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-0-1f556c1b0c009280310dc7ae1e1c3b8e855dfb99","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-2-7653e9ce0021a8aaf09c6bd25c18d7af2d80398a"
"TO BE SELECTED","","TBS01","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-1-d8b8b286e98203d5a2373613659d2ecd7d771d6e","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-1-110f0ecceeda891c995d2d540bf099e07ceca9aa","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","18cc2b06438d7be3e4e4a174fdce82d38e2ec53b-2-7653e9ce0021a8aaf09c6bd25c18d7af2d80398a"
"TBS","","TBS","10","35","35","","15","15","18","33","3","3","12","15","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-18f3d61679bb8106fcf937aa381b71e17c9c34d5-0-a1452d7e75c3ae0178606cdcb812193f786d181b","18f3d61679bb8106fcf937aa381b71e17c9c34d5-0-a570cfe81c31ba15aa0ef02c29417470b57100f2","18f3d61679bb8106fcf937aa381b71e17c9c34d5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","18f3d61679bb8106fcf937aa381b71e17c9c34d5-0-9ed6b95337d7504cf750c5b0f79789307133a20f"
"TBS","","TBS","10","40","40","","15","15","18","33","3","3","12","15","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-18f3d61679bb8106fcf937aa381b71e17c9c34d5-0-0fa75f915869b9cb6f8a2fe6483d2bad5c544eba","18f3d61679bb8106fcf937aa381b71e17c9c34d5-0-934f77287fad6fe870e7e4432a19d35830c6bfb2","18f3d61679bb8106fcf937aa381b71e17c9c34d5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","18f3d61679bb8106fcf937aa381b71e17c9c34d5-1-680b27eaf1afb63f6e399b747f6450ffbaf328a8"
"Multiple","","Various","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-19b2906e6a3b9bbc1b28c4632864bf387c585b02-0-5182420d48020bcaca85e2df843e04bd2cbba234","19b2906e6a3b9bbc1b28c4632864bf387c585b02-0-c3a3f913a336f99b161f892ad371621bfb354037","19b2906e6a3b9bbc1b28c4632864bf387c585b02","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","19b2906e6a3b9bbc1b28c4632864bf387c585b02-0-44ff13a89ac32e05d897ea142fbc0165ebbddf96"
"Lockheed Martin Space Systems","","Sunnyvale, CA","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-19b2906e6a3b9bbc1b28c4632864bf387c585b02-0-fb1f2aefb250ed108e39b35afabd498b6793a0d6","19b2906e6a3b9bbc1b28c4632864bf387c585b02-0-8dff0a674933bcb55bb7af4f8383784eacd48bee","19b2906e6a3b9bbc1b28c4632864bf387c585b02","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","19b2906e6a3b9bbc1b28c4632864bf387c585b02-0-a4d34f8e7fcc6d528d4b7a18a468abe07ae3bd4d"
"Lockheed Martin Space Systems","","Sunnycale, CA","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-19b2906e6a3b9bbc1b28c4632864bf387c585b02-1-36b33cf56868f7001e23887f0d3ab11559124b3e","19b2906e6a3b9bbc1b28c4632864bf387c585b02-1-05c272442d691ec6ae511b90458f5f9206b4da74","19b2906e6a3b9bbc1b28c4632864bf387c585b02","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","19b2906e6a3b9bbc1b28c4632864bf387c585b02-0-a4d34f8e7fcc6d528d4b7a18a468abe07ae3bd4d"
"Space and Naval Warfare System Center (SPAWAR)","","Charleston, SC","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-44d49da4d76bea451366e30e1d81327ec5d2c333","1a9bf304d88dd249583f9e79530180116f9ec357-0-a8bb47c2a65d81e4d4c516a6e90c8fad6fb755c2","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-0-fa5b151b1e9ee4353ee5182b27c65f0828812d00"
"Space and Naval Warfare System Center (SPAWAR)","","Charleston, SC","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-aabc34f5b89e81bcb079889a5d792364c3f1f911","1a9bf304d88dd249583f9e79530180116f9ec357-0-e066db54c35256664832638b808709e9c09e5c65","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-1-c56b05afde7173fc924d0173d99220753a46c91c"
"Space and Naval Warfare System Center (SPAWAR)","","Charleston, SC","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-d3b11ecf61210443115195e9e0f55ee46ebc3ac4","1a9bf304d88dd249583f9e79530180116f9ec357-0-980a415a56f4539bd9372c8dd5e82226bcdbc64b","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-2-be0c28fb69a2249e6f91898308fae608b8deffd4"
"Space and Naval Warfare System Center (SPAWAR)","","Charleston, SC","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-38ebfc2ca5a8a070c15cf367cef842907b291d00","1a9bf304d88dd249583f9e79530180116f9ec357-0-33d4d2873737bb9a97427d60df35b9242e3814b1","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-3-a8727bf591bc038ae5b7496f02a5584be2661a99"
"Space and Naval Warfare System Center (SPAWAR)","","Charleston, SC","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-e18334070a290be0a1c5cde2b9cffbba2a5ab2ea","1a9bf304d88dd249583f9e79530180116f9ec357-0-718a6b1e5055fc978739f82254ab4b41f07f1d0b","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-4-d483ddeda5ca18743591c1998f5327bb97833dc0"
"Space and Naval Warfare System Center (SPAWAR)","","Charleston, SC","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-e950656ee9b3bae8efe118c83f0dbae76847950b","1a9bf304d88dd249583f9e79530180116f9ec357-0-e81416c1b21f0f0817806ff5d19a08f605eda07b","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-5-084d3aa8214482b0cddea928020077f306d40631"
"Space and Naval Warfare System Center (SPAWAR)","","Charleston, SC","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-48948a3dcd2f6ffeaa8ff9cfa8008683bae1ae78","1a9bf304d88dd249583f9e79530180116f9ec357-0-e380d9096331af43542910a96db16435a59d30d3","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-6-5b059bacf4e8e96f70ee835b44e49c5ad8db47ba"
"TBD","","DITCO SCOTT AFB, IL","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-1-63221414c6c5d3eb7908a1344a4c6f60b8a2930d","1a9bf304d88dd249583f9e79530180116f9ec357-1-69b3ba3b17a96c350e10ec632d0071245d8bc287","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-6-5b059bacf4e8e96f70ee835b44e49c5ad8db47ba"
"TBD","","DITCO SCOTT AFB, IL","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-0c67c9efd6aa9b9d00477646b2cf1969ae9e2017","1a9bf304d88dd249583f9e79530180116f9ec357-0-da9bf7e756526b51091f60c4bff392cea1817f93","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-7-285e3136635373e0abbf4d024fa51defafb19918"
"TBD","","DITCO SCOTT AFB, IL","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-65aa1dfae6ced863e7dbc8bfff59c22514e6ab8a","1a9bf304d88dd249583f9e79530180116f9ec357-0-deb3511c49af073f200c1fbb396f22f365a57775","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-8-c98e66aa47431fd26c0de90d95194413676fd72a"
"TBD","","DITCO SCOTT AFB, IL","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-f51c2e12018db63490b3ee8651cffd4c7dc21069","1a9bf304d88dd249583f9e79530180116f9ec357-0-c9aba9dc7aac44171e7b6d9a7d78bd135d703461","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-9-9c65aa730eb39667e0842ef9351861b1afe75875"
"TBD","","DITCO SCOTT AFB, IL","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-d40f97e8223cbdd769df2a4dd496066daf0df664","1a9bf304d88dd249583f9e79530180116f9ec357-0-666f34e302224bb009f94497de6dc5098036ca35","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-10-40cd7fa874ccd4e3f911ad2173cfdd67c42464bc"
"SPAWAR","","Charleston, SC","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-1-594e974a79d121a7648b1eac1f95ca6b686f0ae0","1a9bf304d88dd249583f9e79530180116f9ec357-1-327b02fdbec1f2de32f57fe2b4246383fce9c3b5","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-10-40cd7fa874ccd4e3f911ad2173cfdd67c42464bc"
"NSA","","Ft Meade, MD","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-a7ed7f74ae2ab7885994ee4790aad71fcd007e68","1a9bf304d88dd249583f9e79530180116f9ec357-0-f2756251e21ebe8f250cd805cbbdef0269c5b068","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-0-a17889140ee9c3dabe28e5a0af673b997b994160"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-0d84d0c526289603b80c1a3b8d962ebe028c9f5a","1a9bf304d88dd249583f9e79530180116f9ec357-0-c371b171a1d0a73190d3ddda27463649c68524b9","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-1-193c5dc528c3a25cb8f8985e7026813c4a5d4655"
"TBD","","TBD","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-262cc01a329b22127f0a54be00bdef2c39eaa1c0","1a9bf304d88dd249583f9e79530180116f9ec357-0-dcdb3945cb5131b2a292b06338a46d9d41fd7bf1","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-2-409b3a6115443ea8bf295f46577164bd9f3af786"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-1-12336d0b2df431312b1c65c2d091626ac76726ce","1a9bf304d88dd249583f9e79530180116f9ec357-1-44b474cdd79f27479c417ddf397f310b15f2a2c1","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-2-409b3a6115443ea8bf295f46577164bd9f3af786"
"TBD","","TBD","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-c1cbe2948f32a0b7125127559c002d729b68627f","1a9bf304d88dd249583f9e79530180116f9ec357-0-7e615cb10bd2451e841f80517efbf80b0453c2d6","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-3-054236d8d36b093c8fe74eab6e7e5ce6d90f4825"
"GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-1-5dc25809db31ac63b3fe221a3d3a8d458aa296b9","1a9bf304d88dd249583f9e79530180116f9ec357-1-d647fcaeb60a23d7b7b6fc4158d8fae8a999af41","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-3-054236d8d36b093c8fe74eab6e7e5ce6d90f4825"
"GSM P&S, GSM ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-cfbf83c9e2c19d2722d867017e3424b6548abd94","1a9bf304d88dd249583f9e79530180116f9ec357-0-e672873ffabad0542327f85761eba26231d347a2","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-4-5eca6a22eb06fc9b0beacb5593361875de858b68"
"DGS, GSM-RTI","","Ft Meade","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-a1f564d2dc7a25938dc9fc07e3d9faf326c9033d","1a9bf304d88dd249583f9e79530180116f9ec357-0-509cad1a9f226a3323b5c74e09eb93c4a48e0527","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-5-bd3a2a487215b11890d26f103cbeaa04eadf63dc"
"DNMSSG, GSM-ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-fd45501c6a3b006b0d9f2cde1a5c8edbd763b279","1a9bf304d88dd249583f9e79530180116f9ec357-0-dad9ed1ab5606a91db75b26f05562445060b1e72","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-6-1926f9bc093c39ac2ae797f937d6cf7cb0d86a7d"
"DGS, GSM-ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-4a5de885ad0748b7d22e64cd81ee99bef047917f","1a9bf304d88dd249583f9e79530180116f9ec357-0-c82681b5853edfb8ee509ea29681c9cb68499bc2","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-7-404dfe2a429e4a3e1296c0d45aaf91fd46eab535"
"DNMSSG, GSM-ETI","","Various","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-1a9bf304d88dd249583f9e79530180116f9ec357-0-d3efdfc40e66df47d90c2575c491b6d74228d43a","1a9bf304d88dd249583f9e79530180116f9ec357-0-4d5ea404edeb4ee6b45d27870fe55c8e14b24607","1a9bf304d88dd249583f9e79530180116f9ec357","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","1a9bf304d88dd249583f9e79530180116f9ec357-8-e28afcd31d23db786043ee5dbc7fe29f5bb161a4"
