"Date_val","Title_val","Description_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2013-11","Trial Kit Install, Start Development, Test and Evaluation Flight Test","","a45853f0c1ca6988d070b4196fb81d1bfa4ea899-2-649d607533156f0fcb88ec09b737f4965e0c1c10","a45853f0c1ca6988d070b4196fb81d1bfa4ea899","root.record.ItemExhibitList.P3AModificationItemGroup","a45853f0c1ca6988d070b4196fb81d1bfa4ea899-0-1865d872a1d5ab525786e0eb732100c5294b81b8"
"2016-11","Start Operational, Test & Evaluation","","a45853f0c1ca6988d070b4196fb81d1bfa4ea899-3-af852d8271a2b34abb68ed4ef7add72f393b75d3","a45853f0c1ca6988d070b4196fb81d1bfa4ea899","root.record.ItemExhibitList.P3AModificationItemGroup","a45853f0c1ca6988d070b4196fb81d1bfa4ea899-0-1865d872a1d5ab525786e0eb732100c5294b81b8"
"2010-12","CASUP Milestone B","x","b04ddc8065bee207591d328def67982d8ab7eabf-0-9982defedd132dde1cdfa87b11e925a873ebe1dc","b04ddc8065bee207591d328def67982d8ab7eabf","root.record.ItemExhibitList.P3AModificationItemGroup","b04ddc8065bee207591d328def67982d8ab7eabf-0-5753b2393bcb9db993431c69980719d61f8dfbc2"
"2015-07","CASUP Milestone C","x","b04ddc8065bee207591d328def67982d8ab7eabf-1-0ef02700628bbf2e0f28ade871ddb17a347fc4bb","b04ddc8065bee207591d328def67982d8ab7eabf","root.record.ItemExhibitList.P3AModificationItemGroup","b04ddc8065bee207591d328def67982d8ab7eabf-0-5753b2393bcb9db993431c69980719d61f8dfbc2"
"2018-02","CASUP First Unit Equipped (FUE)","x","b04ddc8065bee207591d328def67982d8ab7eabf-2-128f401f881943e37ef5bb67dcaa37bda476e242","b04ddc8065bee207591d328def67982d8ab7eabf","root.record.ItemExhibitList.P3AModificationItemGroup","b04ddc8065bee207591d328def67982d8ab7eabf-0-5753b2393bcb9db993431c69980719d61f8dfbc2"
"2011-04","NRE Contract Award","Increment 3 NRE contract awarded","b94b93f15afb091de921271e68ddcbaeb4885aff-0-6bb056a1670ceabf7a0bd6131a11032d6535c64c","b94b93f15afb091de921271e68ddcbaeb4885aff","root.record.ItemExhibitList.P3AModificationItemGroup","b94b93f15afb091de921271e68ddcbaeb4885aff-0-ff7f31b66db9ce85578aad69dc91939c4eb7f96c"
"2013-11","TKI","Increment 3 Trial Kit Installation","b94b93f15afb091de921271e68ddcbaeb4885aff-1-e5c4448a8604d183f99e77dc0d0737273c1d18c2","b94b93f15afb091de921271e68ddcbaeb4885aff","root.record.ItemExhibitList.P3AModificationItemGroup","b94b93f15afb091de921271e68ddcbaeb4885aff-0-ff7f31b66db9ce85578aad69dc91939c4eb7f96c"
"2014-04","MS C","Milestone C","b94b93f15afb091de921271e68ddcbaeb4885aff-2-e1bd33dede8a8b4e67989a379365e45bd8c71214","b94b93f15afb091de921271e68ddcbaeb4885aff","root.record.ItemExhibitList.P3AModificationItemGroup","b94b93f15afb091de921271e68ddcbaeb4885aff-0-ff7f31b66db9ce85578aad69dc91939c4eb7f96c"
"2015-03","FRP","Full Rate Production","b94b93f15afb091de921271e68ddcbaeb4885aff-3-332ce716cccea406e1b06869284c8043976194de","b94b93f15afb091de921271e68ddcbaeb4885aff","root.record.ItemExhibitList.P3AModificationItemGroup","b94b93f15afb091de921271e68ddcbaeb4885aff-0-ff7f31b66db9ce85578aad69dc91939c4eb7f96c"
"2012-02","Milestone B","","b94b93f15afb091de921271e68ddcbaeb4885aff-0-4cf8826acfdba88f8c284712ee844be4d4447bbe","b94b93f15afb091de921271e68ddcbaeb4885aff","root.record.ItemExhibitList.P3AModificationItemGroup","b94b93f15afb091de921271e68ddcbaeb4885aff-1-02f99638aa751d07d8b79abae1b2b577bc7a6fa6"
"2013-08","Critical Integration Review","Baseline Aircraft Integration Package Established","b94b93f15afb091de921271e68ddcbaeb4885aff-1-ec343ea2c5ef45026537ed0070ae2944ade3ef85","b94b93f15afb091de921271e68ddcbaeb4885aff","root.record.ItemExhibitList.P3AModificationItemGroup","b94b93f15afb091de921271e68ddcbaeb4885aff-1-02f99638aa751d07d8b79abae1b2b577bc7a6fa6"
"2013-12","Initial Mod Complete","Initial install mod complete and ready for system test","b94b93f15afb091de921271e68ddcbaeb4885aff-2-e327227438674581dad176935db47e1c7ac7cc71","b94b93f15afb091de921271e68ddcbaeb4885aff","root.record.ItemExhibitList.P3AModificationItemGroup","b94b93f15afb091de921271e68ddcbaeb4885aff-1-02f99638aa751d07d8b79abae1b2b577bc7a6fa6"
"2011-08","Production Verification Test","XM205 Tripod","d53d4252d8b8f65d377951453a69be29cb583a81-0-ce19f7029cdd51f96d64c723e1a9910f559f0560","d53d4252d8b8f65d377951453a69be29cb583a81","root.record.ItemExhibitList.P3AModificationItemGroup","d53d4252d8b8f65d377951453a69be29cb583a81-0-944d0ea2760e8bb2990f5af64ca45fe09dab497b"
"2011-08","Operational Test","XM205 Tripod","d53d4252d8b8f65d377951453a69be29cb583a81-1-049fa2d2a7c32a2373791a5dc9ca62a5534629e5","d53d4252d8b8f65d377951453a69be29cb583a81","root.record.ItemExhibitList.P3AModificationItemGroup","d53d4252d8b8f65d377951453a69be29cb583a81-0-944d0ea2760e8bb2990f5af64ca45fe09dab497b"
"2012-08","Type Classification - Standard","M205 Tripod","d53d4252d8b8f65d377951453a69be29cb583a81-2-0a33fb462eedfc57f2a91f0a9bb034dbc372223c","d53d4252d8b8f65d377951453a69be29cb583a81","root.record.ItemExhibitList.P3AModificationItemGroup","d53d4252d8b8f65d377951453a69be29cb583a81-0-944d0ea2760e8bb2990f5af64ca45fe09dab497b"
"2013-10","First Unit Equipped","M205 Tripod","d53d4252d8b8f65d377951453a69be29cb583a81-3-290725d299b59a97202fe02a225a4d85a7964b6f","d53d4252d8b8f65d377951453a69be29cb583a81","root.record.ItemExhibitList.P3AModificationItemGroup","d53d4252d8b8f65d377951453a69be29cb583a81-0-944d0ea2760e8bb2990f5af64ca45fe09dab497b"
"2015-03","Sensor Contract Award","","daaea55b51d052005b4e775c05d917cdac9a5f9b-0-eef3d7274b063e7aaf6389fd05aa35c236c3e35e","daaea55b51d052005b4e775c05d917cdac9a5f9b","root.record.ItemExhibitList.P3AModificationItemGroup","daaea55b51d052005b4e775c05d917cdac9a5f9b-0-a492bf596d5567fcfd361a5103f596167a0f3630"
"2016-05","Sensor CT/DT","","daaea55b51d052005b4e775c05d917cdac9a5f9b-1-47043c9f114cf7e49aeb3b9d7efa00ff07bc79c2","daaea55b51d052005b4e775c05d917cdac9a5f9b","root.record.ItemExhibitList.P3AModificationItemGroup","daaea55b51d052005b4e775c05d917cdac9a5f9b-0-a492bf596d5567fcfd361a5103f596167a0f3630"
"2016-11","First Unit Equipped","","daaea55b51d052005b4e775c05d917cdac9a5f9b-2-785d07bc56f0e99b853ea85c2e1dd3e28737092d","daaea55b51d052005b4e775c05d917cdac9a5f9b","root.record.ItemExhibitList.P3AModificationItemGroup","daaea55b51d052005b4e775c05d917cdac9a5f9b-0-a492bf596d5567fcfd361a5103f596167a0f3630"
"2011-08","Production Verification Test","XM205 Tripod","dc6ff1fd0953231c99315febfd11ddd6be9e7439-0-3f23c3366d181101d299cb09e92f54b06f50ed77","dc6ff1fd0953231c99315febfd11ddd6be9e7439","root.record.ItemExhibitList.P3AModificationItemGroup","dc6ff1fd0953231c99315febfd11ddd6be9e7439-0-2c10aa8d7048f8d6f60b9b875e133834323ae835"
"2011-08","Operational Test","XM205 Tripod","dc6ff1fd0953231c99315febfd11ddd6be9e7439-1-422adfd1a470b60685ff1f844789e37da9a48e46","dc6ff1fd0953231c99315febfd11ddd6be9e7439","root.record.ItemExhibitList.P3AModificationItemGroup","dc6ff1fd0953231c99315febfd11ddd6be9e7439-0-2c10aa8d7048f8d6f60b9b875e133834323ae835"
"2012-08","Type Classification - Standard","XM205 Tripod","dc6ff1fd0953231c99315febfd11ddd6be9e7439-2-5ff22272449b088d8b8f291ef88e2d72d6a2ba6c","dc6ff1fd0953231c99315febfd11ddd6be9e7439","root.record.ItemExhibitList.P3AModificationItemGroup","dc6ff1fd0953231c99315febfd11ddd6be9e7439-0-2c10aa8d7048f8d6f60b9b875e133834323ae835"
"2013-10","First Unit Equipped","XM205 Tripod","dc6ff1fd0953231c99315febfd11ddd6be9e7439-3-d9b76ef87d3d0000f2e1afbf44ec50ab18b172d2","dc6ff1fd0953231c99315febfd11ddd6be9e7439","root.record.ItemExhibitList.P3AModificationItemGroup","dc6ff1fd0953231c99315febfd11ddd6be9e7439-0-2c10aa8d7048f8d6f60b9b875e133834323ae835"
"2014-02","M4 PIP Pilot Run","M4 PIP Phase 1(ANAD); Pilot run of complete M4 to M4A1 conversions at Anniston Army Depot","e2611b500dbe4a601f5965a62ea49ff2bc0e80b3-0-c0cbfbb4f26376fd401a2e2260fd29a9a7d52a5f","e2611b500dbe4a601f5965a62ea49ff2bc0e80b3","root.record.ItemExhibitList.P3AModificationItemGroup","e2611b500dbe4a601f5965a62ea49ff2bc0e80b3-0-08e079abdfa678541b68dc0ec785d9f32bc5fe59"
"2014-04","First Unit Equipped","M4 PIP Phase 1; Based on MWO scheduling, unit availability","e2611b500dbe4a601f5965a62ea49ff2bc0e80b3-1-2d9864e69111ab4e7d9a4ef5dc9ec2d7b7467f47","e2611b500dbe4a601f5965a62ea49ff2bc0e80b3","root.record.ItemExhibitList.P3AModificationItemGroup","e2611b500dbe4a601f5965a62ea49ff2bc0e80b3-0-08e079abdfa678541b68dc0ec785d9f32bc5fe59"
"2014-06","Contract Award","M4 PIP Phase 1(ACC-NJ) Gas Tube recompete","e2611b500dbe4a601f5965a62ea49ff2bc0e80b3-2-ea0facccdfbe43601ccfb6a7051b308eca135d07","e2611b500dbe4a601f5965a62ea49ff2bc0e80b3","root.record.ItemExhibitList.P3AModificationItemGroup","e2611b500dbe4a601f5965a62ea49ff2bc0e80b3-0-08e079abdfa678541b68dc0ec785d9f32bc5fe59"
"2014-09","Fielding","M4 PIP Phase 1; Planned for 20,000 M4 carbines converted","e2611b500dbe4a601f5965a62ea49ff2bc0e80b3-3-2156fdfc64216ae8843fea535405f08b77227528","e2611b500dbe4a601f5965a62ea49ff2bc0e80b3","root.record.ItemExhibitList.P3AModificationItemGroup","e2611b500dbe4a601f5965a62ea49ff2bc0e80b3-0-08e079abdfa678541b68dc0ec785d9f32bc5fe59"
"2011-09","Improved Sentinel","Undefinitized Contract Action (UCA) awarded. Contract definitized on 5/14/12.","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-0-7db4beafcb669c7d3ff862aacdbf10ff65b133f2","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00","root.record.ItemExhibitList.P3AModificationItemGroup","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-0-e132f90089845aa9e17d0c8a9559760665313491"
"2012-12","TPX-57 (Mode 5 IFF)","Contract award for Base year.","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-1-fbb0a8e7b4116f17fe808d7bb40edf88a216844a","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00","root.record.ItemExhibitList.P3AModificationItemGroup","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-0-e132f90089845aa9e17d0c8a9559760665313491"
"2015-03","Common Platform Upgrade","Integration to begin.","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-2-bc731a0862af644937194c0b42e620876cacf675","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00","root.record.ItemExhibitList.P3AModificationItemGroup","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-0-e132f90089845aa9e17d0c8a9559760665313491"
"2017-01","Electronic Attack/Electronic Protect","Contract award for Base year","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-3-1efe367a457c27e745d9cdbcd0485db56c00c55b","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00","root.record.ItemExhibitList.P3AModificationItemGroup","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-0-e132f90089845aa9e17d0c8a9559760665313491"
"2017-01","Signal Data Processor/North Finding Module","Contract award for Base year.","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-4-52c994e2fbae8acb7cab2219966bbf39862578df","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00","root.record.ItemExhibitList.P3AModificationItemGroup","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-0-e132f90089845aa9e17d0c8a9559760665313491"
"2018-01","Cross Domain Solution","Contract award for Base year.","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-5-6a4851dcfc4a296d089a4b8fe71d66ac6803f8c9","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00","root.record.ItemExhibitList.P3AModificationItemGroup","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-0-e132f90089845aa9e17d0c8a9559760665313491"
"2014-04","M4 PIP  MWO  Field Conversion","M4 PIP Phase 1; MWO Initial Conversion; Ft Riley, KS","0d7995feebfd15d7c43c091f4bb5d2a294762499-0-b9af9891bf4d9016928258cbe1b306c7d117c7ea","0d7995feebfd15d7c43c091f4bb5d2a294762499","root.record.ItemExhibitList.P3AModificationItemGroup","0d7995feebfd15d7c43c091f4bb5d2a294762499-0-c5c421477a63c2e95d7e26228254e7af4344ba58"
"2014-07","M4 PIP MWO Field Conversion","M4 PIP Phase 1; MWO Field Conversion; Ft Stewart/Hunter Army Airfield, GA","0d7995feebfd15d7c43c091f4bb5d2a294762499-1-27bb78007985e80fdaf0b09ea9389d623045a052","0d7995feebfd15d7c43c091f4bb5d2a294762499","root.record.ItemExhibitList.P3AModificationItemGroup","0d7995feebfd15d7c43c091f4bb5d2a294762499-0-c5c421477a63c2e95d7e26228254e7af4344ba58"
"2014-08","Contract Awards","M4 PIP Phase 1 (ACC-NJ) Gas Tube recompete & (ACC-NJ) Ambidextrous Selectors (Delivery Orders)","0d7995feebfd15d7c43c091f4bb5d2a294762499-2-ba8f4dbe0fe4b5c0d398b8225345460e51860df7","0d7995feebfd15d7c43c091f4bb5d2a294762499","root.record.ItemExhibitList.P3AModificationItemGroup","0d7995feebfd15d7c43c091f4bb5d2a294762499-0-c5c421477a63c2e95d7e26228254e7af4344ba58"
"2014-10","M4 PIP MWO  Field Conversion","M4 PIP Phase 1; MWO Field Conversion; Ft Drum, NY","0d7995feebfd15d7c43c091f4bb5d2a294762499-3-392d263a616bf48e72c5ab5dc2fd33de3740ac50","0d7995feebfd15d7c43c091f4bb5d2a294762499","root.record.ItemExhibitList.P3AModificationItemGroup","0d7995feebfd15d7c43c091f4bb5d2a294762499-0-c5c421477a63c2e95d7e26228254e7af4344ba58"
"2014-11","MS C","Milestone C","26b0d75a1f3b77f36645cb5550376785c04f29e0-0-9e889881690f5086f9c768c096542410b6a42b9d","26b0d75a1f3b77f36645cb5550376785c04f29e0","root.record.ItemExhibitList.P3AModificationItemGroup","26b0d75a1f3b77f36645cb5550376785c04f29e0-0-484de6171df7c2372257d786d82e5c8304bb8f51"
"2016-06","FRP","Full Rate Production","26b0d75a1f3b77f36645cb5550376785c04f29e0-1-aee68d385d793b97d25780b5d9031417e8eb8d0e","26b0d75a1f3b77f36645cb5550376785c04f29e0","root.record.ItemExhibitList.P3AModificationItemGroup","26b0d75a1f3b77f36645cb5550376785c04f29e0-0-484de6171df7c2372257d786d82e5c8304bb8f51"
"2017-01","Milestone C ADM","M110 Compact (CSASS)","5de2da613587220ee98154d08f2f82bc2e5e57d1-0-fd12ec346a69709af068451dd2ff6d098ea45dc8","5de2da613587220ee98154d08f2f82bc2e5e57d1","root.record.ItemExhibitList.P3AModificationItemGroup","5de2da613587220ee98154d08f2f82bc2e5e57d1-0-5318d55be6297f4f3ab4999fb12c1172f4656c91"
"2017-01","Type Classification Standard","M110 Compact (CSASS)","5de2da613587220ee98154d08f2f82bc2e5e57d1-1-ec671da8a7e680d1019cbd233d9e71b1cf1ce571","5de2da613587220ee98154d08f2f82bc2e5e57d1","root.record.ItemExhibitList.P3AModificationItemGroup","5de2da613587220ee98154d08f2f82bc2e5e57d1-0-5318d55be6297f4f3ab4999fb12c1172f4656c91"
"2005-09","Milestone C Acquisition Decision Memorandum Signed","","625d2ad3cdc64589426583c6f6ec529c6e257072-0-a34e744a42bfedeed1a427916dc8a2f5ccb9f19e","625d2ad3cdc64589426583c6f6ec529c6e257072","root.record.ItemExhibitList.P3AModificationItemGroup","625d2ad3cdc64589426583c6f6ec529c6e257072-0-f4da2f7a4fdbc43c37ef69ec4b601b9224d0887c"
"2007-09","Initial Operational Test & Evaluation (IOT&E) Completed","","625d2ad3cdc64589426583c6f6ec529c6e257072-1-d094547155f7279efe4d97c995e084ab0d1a95e2","625d2ad3cdc64589426583c6f6ec529c6e257072","root.record.ItemExhibitList.P3AModificationItemGroup","625d2ad3cdc64589426583c6f6ec529c6e257072-0-f4da2f7a4fdbc43c37ef69ec4b601b9224d0887c"
"2012-11","Initiate Contract for Block 2.3 Systems Integration Qualification","","625d2ad3cdc64589426583c6f6ec529c6e257072-0-3d8e97eba4d04908bbccb8b2adee2e8367c9ec4f","625d2ad3cdc64589426583c6f6ec529c6e257072","root.record.ItemExhibitList.P3AModificationItemGroup","625d2ad3cdc64589426583c6f6ec529c6e257072-1-75b3ef48394d283aea2b24bbac264a0d88b425be"
"2013-05","Deliver Systems Integration Qualification Aircraft","","625d2ad3cdc64589426583c6f6ec529c6e257072-1-ead11e328660fa6595e30ee10988ca00fd612e83","625d2ad3cdc64589426583c6f6ec529c6e257072","root.record.ItemExhibitList.P3AModificationItemGroup","625d2ad3cdc64589426583c6f6ec529c6e257072-1-75b3ef48394d283aea2b24bbac264a0d88b425be"
"2013-07","Low-Rate Initial Production","Purchased 6 low-rate initial production units in FY 2013.  Continued developmental testing in FY 2014.  Will begin qualification and operational testing in FY 2015.  Full-rate production projected to begin in FY 2016.","625d2ad3cdc64589426583c6f6ec529c6e257072-0-08696de7d2cac50ebc3a3c8e9eeef39b4824773b","625d2ad3cdc64589426583c6f6ec529c6e257072","root.record.ItemExhibitList.P3AModificationItemGroup","625d2ad3cdc64589426583c6f6ec529c6e257072-2-56cc44b1135bd0122cf8cd541a692c2795ffc5dc"
"2011-02","Mission Processor System Integration/Testing","","625d2ad3cdc64589426583c6f6ec529c6e257072-0-2124f3755fbbdc1f6dc3251d396b128c3a5d20d0","625d2ad3cdc64589426583c6f6ec529c6e257072","root.record.ItemExhibitList.P3AModificationItemGroup","625d2ad3cdc64589426583c6f6ec529c6e257072-4-94b511d7a248de135c5553bc386bc450cf3afbe2"
"2011-04","Production IPR","","6415a3c17a14b92407bb2724ffdc21bf53f5882d-0-43a53c2ffa14e7918fd2ec31691e0d3397908f04","6415a3c17a14b92407bb2724ffdc21bf53f5882d","root.record.ItemExhibitList.P3AModificationItemGroup","6415a3c17a14b92407bb2724ffdc21bf53f5882d-0-183e08248f29e786a91f755dd952f262dc4b09a0"
"2011-08","Production Verification Test","XM205 Tripod","68d583d507cc4525272dc7d7debc4a38ce15145f-0-2d8c9b8783373ba93a3bcca844eaecb190a84483","68d583d507cc4525272dc7d7debc4a38ce15145f","root.record.ItemExhibitList.P3AModificationItemGroup","68d583d507cc4525272dc7d7debc4a38ce15145f-0-e884fa11aa26e6f557317f109ec37ba8cb8803c9"
"2011-08","Operational Test","XM205 Tripod","68d583d507cc4525272dc7d7debc4a38ce15145f-1-7a404f330abc8cdb19ebd31606df4dd30e06df2a","68d583d507cc4525272dc7d7debc4a38ce15145f","root.record.ItemExhibitList.P3AModificationItemGroup","68d583d507cc4525272dc7d7debc4a38ce15145f-0-e884fa11aa26e6f557317f109ec37ba8cb8803c9"
"2012-08","Type Classification - Standard","M205 Tripod","68d583d507cc4525272dc7d7debc4a38ce15145f-2-b55e25b0c22e14b5383b3b5d99e89e83aa0749b7","68d583d507cc4525272dc7d7debc4a38ce15145f","root.record.ItemExhibitList.P3AModificationItemGroup","68d583d507cc4525272dc7d7debc4a38ce15145f-0-e884fa11aa26e6f557317f109ec37ba8cb8803c9"
"2013-10","First Unit Equipped","M205 Tripod","68d583d507cc4525272dc7d7debc4a38ce15145f-3-753fb76e977644c8b4e5a51d7f5b53dffae1d5ed","68d583d507cc4525272dc7d7debc4a38ce15145f","root.record.ItemExhibitList.P3AModificationItemGroup","68d583d507cc4525272dc7d7debc4a38ce15145f-0-e884fa11aa26e6f557317f109ec37ba8cb8803c9"
"2015-09","LHD-8 (USS MAKIN ISLAND)","","722c081212088856c4974dca70c9bcd5db7f2331-0-16c5dc13af36f8efce93b805f637caefa754dd72","722c081212088856c4974dca70c9bcd5db7f2331","root.record.ItemExhibitList.P3AModificationItemGroup","722c081212088856c4974dca70c9bcd5db7f2331-0-9555e1739656850984d9469428569fb8db3a769c"
"2015-09","Sensor Contract Award","","7c0c94754f71af7d0d3dfaf020d8ae3f56fc2eb0-0-b5669a7aa660ade2f9fd83d4c6f1bd4bec2d55ad","7c0c94754f71af7d0d3dfaf020d8ae3f56fc2eb0","root.record.ItemExhibitList.P3AModificationItemGroup","7c0c94754f71af7d0d3dfaf020d8ae3f56fc2eb0-0-897cf6f325123062cf3b9fa9e4c5d474392f7d50"
"2017-05","Sensor CT/DT","","7c0c94754f71af7d0d3dfaf020d8ae3f56fc2eb0-1-f32944baa693302d093f658f0dad6e7e22712661","7c0c94754f71af7d0d3dfaf020d8ae3f56fc2eb0","root.record.ItemExhibitList.P3AModificationItemGroup","7c0c94754f71af7d0d3dfaf020d8ae3f56fc2eb0-0-897cf6f325123062cf3b9fa9e4c5d474392f7d50"
"2017-06","First Unit Equipped","","7c0c94754f71af7d0d3dfaf020d8ae3f56fc2eb0-2-2492c8ab855bc94408b6eb5c01a6cf07c9815d73","7c0c94754f71af7d0d3dfaf020d8ae3f56fc2eb0","root.record.ItemExhibitList.P3AModificationItemGroup","7c0c94754f71af7d0d3dfaf020d8ae3f56fc2eb0-0-897cf6f325123062cf3b9fa9e4c5d474392f7d50"
"2012-08","None","N/A","93e22f12095e3881eb03827654f97dc7dc5606e7-0-2413ac433841ac7388ce669c6b75fd403b02542c","93e22f12095e3881eb03827654f97dc7dc5606e7","root.record.ItemExhibitList.P3AModificationItemGroup","93e22f12095e3881eb03827654f97dc7dc5606e7-0-a68306b6559fd9782936436517630094f2261e18"
"2011-04","Production IPR","","98c7da545428524b71226af02e81502aa9314c8d-0-0455839ee9aba65a30f2bbbd71e65ddc15c494cf","98c7da545428524b71226af02e81502aa9314c8d","root.record.ItemExhibitList.P3AModificationItemGroup","98c7da545428524b71226af02e81502aa9314c8d-0-58192a66966e40d139edcfb575cfca9fcd78d56f"
"2012-04","NRE Contract Award","","d601e67f4315aba9bc0f34a03fa0b5c6326a1f49-0-ca8382d8997a45eaa724f27942d54327f71eda03","d601e67f4315aba9bc0f34a03fa0b5c6326a1f49","root.record.ItemExhibitList.P3AModificationItemGroup","d601e67f4315aba9bc0f34a03fa0b5c6326a1f49-1-911931357c64cac989fd15694bb46c1dcafb1612"
"2013-09","System Critical Design Review","","d601e67f4315aba9bc0f34a03fa0b5c6326a1f49-1-0a947f1645e0b676861869b880252888351d78dd","d601e67f4315aba9bc0f34a03fa0b5c6326a1f49","root.record.ItemExhibitList.P3AModificationItemGroup","d601e67f4315aba9bc0f34a03fa0b5c6326a1f49-1-911931357c64cac989fd15694bb46c1dcafb1612"
"2013-11","Trial Kit Install, Start Development, and Test & Evaluation Flight Test","","d601e67f4315aba9bc0f34a03fa0b5c6326a1f49-2-9c7dfe71f299dc2c32ebb5661dec331bc5343c0c","d601e67f4315aba9bc0f34a03fa0b5c6326a1f49","root.record.ItemExhibitList.P3AModificationItemGroup","d601e67f4315aba9bc0f34a03fa0b5c6326a1f49-1-911931357c64cac989fd15694bb46c1dcafb1612"
"2016-04","Milestone C/LRIP","","d601e67f4315aba9bc0f34a03fa0b5c6326a1f49-3-3fd208cb29dbdbecbb11f81758be5dcea2bb5b6e","d601e67f4315aba9bc0f34a03fa0b5c6326a1f49","root.record.ItemExhibitList.P3AModificationItemGroup","d601e67f4315aba9bc0f34a03fa0b5c6326a1f49-1-911931357c64cac989fd15694bb46c1dcafb1612"
"2017-11","Start Operational, Test & Evaluation","","d601e67f4315aba9bc0f34a03fa0b5c6326a1f49-4-5c05b1d9aa33342ddfca5360f2bdc910c8837cd7","d601e67f4315aba9bc0f34a03fa0b5c6326a1f49","root.record.ItemExhibitList.P3AModificationItemGroup","d601e67f4315aba9bc0f34a03fa0b5c6326a1f49-1-911931357c64cac989fd15694bb46c1dcafb1612"
"2015-09","LHD-8 (USS MAKIN ISLAND)","","eee116c7c43c5d47ca9932f538f97734878e24a7-0-ecbe38e047bdc566679f89989f6e637e011ef5ad","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P3AModificationItemGroup","eee116c7c43c5d47ca9932f538f97734878e24a7-0-0638c280570a5d67ab8e172e9aebfc76e996b720"
"2011-05","Final ARL M Conversion Delivered","Completed","04fc397e76d5069626c488b6737f27181aaaa26b-0-75077507fe6fefd75cafd98c7552d590b8790cfd","04fc397e76d5069626c488b6737f27181aaaa26b","root.record.ItemExhibitList.P3AModificationItemGroup","04fc397e76d5069626c488b6737f27181aaaa26b-0-9b786cbdc84262dda95e4b406c1d91c7c2f31d90"
"2011-06","NRE Contract Award","","11386b235a44e4cb40696129ff8b4f42351221de-0-a0aabb5781e896705db42401a36ddbaa30839334","11386b235a44e4cb40696129ff8b4f42351221de","root.record.ItemExhibitList.P3AModificationItemGroup","11386b235a44e4cb40696129ff8b4f42351221de-0-43906c65fe3b140bfb678dbfc27ebb31e87cac04"
"2012-03","Critical Design Review","","11386b235a44e4cb40696129ff8b4f42351221de-1-3f267e4db9f47ccae7ea764c25b4ac08cb375c99","11386b235a44e4cb40696129ff8b4f42351221de","root.record.ItemExhibitList.P3AModificationItemGroup","11386b235a44e4cb40696129ff8b4f42351221de-0-43906c65fe3b140bfb678dbfc27ebb31e87cac04"
"2013-04","Low Rate Initial Production (MC-130H)","","11386b235a44e4cb40696129ff8b4f42351221de-2-8373449b59e28eda3c4b3ca7e6d2f793e0aaf74f","11386b235a44e4cb40696129ff8b4f42351221de","root.record.ItemExhibitList.P3AModificationItemGroup","11386b235a44e4cb40696129ff8b4f42351221de-0-43906c65fe3b140bfb678dbfc27ebb31e87cac04"
"2013-06","Low Rate Initial Production (AC-130U)","","11386b235a44e4cb40696129ff8b4f42351221de-3-67c2c1a5b7b3df051cf052a4f9b81923681f777f","11386b235a44e4cb40696129ff8b4f42351221de","root.record.ItemExhibitList.P3AModificationItemGroup","11386b235a44e4cb40696129ff8b4f42351221de-0-43906c65fe3b140bfb678dbfc27ebb31e87cac04"
"2013-07","Full Rate Production Contract Award (MC-130H)","","11386b235a44e4cb40696129ff8b4f42351221de-4-acbbcff87424099a5683e57e9475fc2c30021b02","11386b235a44e4cb40696129ff8b4f42351221de","root.record.ItemExhibitList.P3AModificationItemGroup","11386b235a44e4cb40696129ff8b4f42351221de-0-43906c65fe3b140bfb678dbfc27ebb31e87cac04"
"2013-11","Full Rate Production Contract Award (AC-130U)","","11386b235a44e4cb40696129ff8b4f42351221de-5-e4f37fb40440afc182e443b8d09e4e2260bc3f25","11386b235a44e4cb40696129ff8b4f42351221de","root.record.ItemExhibitList.P3AModificationItemGroup","11386b235a44e4cb40696129ff8b4f42351221de-0-43906c65fe3b140bfb678dbfc27ebb31e87cac04"
"2001-08","Production Contract Award(MODS)","M240B Actual","48f463abcd27972065aaa8415f78d235dec8f31a-0-a2090ae7c6dffd9a98a37c396511ad907956a4a2","48f463abcd27972065aaa8415f78d235dec8f31a","root.record.ItemExhibitList.P3AModificationItemGroup","48f463abcd27972065aaa8415f78d235dec8f31a-0-907aa7c10679c31036923e4153265f724329e308"
