"Name_val","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_Total_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_Quantity_AllPriorYears_val","Cost_Quantity_Total_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_Quantity_ToComplete_val","Cost_Quantity_PriorYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_UnitCost_AllPriorYears_val","Cost_UnitCost_Total_val","Cost_UnitCost_CurrentYear_val","Cost_UnitCost_BudgetYearTwo_val","Cost_UnitCost_BudgetYearThree_val","Cost_UnitCost_BudgetYearFour_val","Cost_UnitCost_BudgetYearFive_val","Cost_UnitCost_ToComplete_val","Cost_UnitCost_PriorYear_val","Cost_UnitCost_BudgetYearOneBase_val","Cost_UnitCost_BudgetYearOne_val","Cost_AllPriorYears_UnitCost_val","Cost_AllPriorYears_Quantity_val","Cost_AllPriorYears_TotalCost_val","Cost_ToComplete_UnitCost_val","Cost_ToComplete_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_Total_UnitCost_val","Cost_Total_Quantity_val","Cost_Total_TotalCost_val","Cost_PriorYear_UnitCost_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_TotalCost_val","Cost_CurrentYear_UnitCost_val","Cost_CurrentYear_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneBase_UnitCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearOne_UnitCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearTwo_UnitCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearThree_UnitCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFour_UnitCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFive_TotalCost_val","Cost_BudgetYearFive_UnitCost_val","Cost_BudgetYearFive_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","AllPriorYearsDeliveries_val","ManufacturerList_Manufacturer_Name_val","ManufacturerList_Manufacturer_Location_val","ManufacturerList_Manufacturer_MinimumSustainingRate_val","ManufacturerList_Manufacturer_MaximumProductionRate_val","ManufacturerList_Manufacturer_Rate185_val","ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_HistoryPlanningList_HistoryPlanning","IdCode_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"GPS III SV 03-10 Technical Mission Analysis","","1.155","0","1.155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a69036802b162f2edfb4e702e24f4ed65e383d2b-1-1cf45ddd110ef7ca7eb8e6e4b6305999c037f630","a69036802b162f2edfb4e702e24f4ed65e383d2b","root.record.ItemExhibitList.P5Item","a69036802b162f2edfb4e702e24f4ed65e383d2b-0-52cc4c20628fffcd376f0aec140cd434ffe800bc"
"GPS III SV 03-10 Enterprise SE&I","","0.734","0","0.734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a69036802b162f2edfb4e702e24f4ed65e383d2b-2-9fe67954df659900146ddd0260eb99cbc8330986","a69036802b162f2edfb4e702e24f4ed65e383d2b","root.record.ItemExhibitList.P5Item","a69036802b162f2edfb4e702e24f4ed65e383d2b-0-52cc4c20628fffcd376f0aec140cd434ffe800bc"
"Spacecraft Integration and Test--CLIN 1","1092.01","31.5","","","","","","","","","","","9","","","","","","","","","","","121.334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c1b52491904e781ec0541c4bab9dbb481b472bb1-0-6ddac67173eaa894ea9535ebf3e3aade8a0e1dcc","c1b52491904e781ec0541c4bab9dbb481b472bb1","root.record.ItemExhibitList.P5Item","c1b52491904e781ec0541c4bab9dbb481b472bb1-0-52917854468471869692a56de732314457f4c2e8"
"LM Spacecraft Integ & Test--Total Awd Fee","126.631","4.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c1b52491904e781ec0541c4bab9dbb481b472bb1-1-4a2f23b15c9a14a306d9b2b92a86eef37e46d832","c1b52491904e781ec0541c4bab9dbb481b472bb1","root.record.ItemExhibitList.P5Item","c1b52491904e781ec0541c4bab9dbb481b472bb1-0-52917854468471869692a56de732314457f4c2e8"
"Independent Verif & Validation Tech Spt","31.204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c1b52491904e781ec0541c4bab9dbb481b472bb1-2-88eb498bd6fa874cedc0e0ff4897102f199bb3a2","c1b52491904e781ec0541c4bab9dbb481b472bb1","root.record.ItemExhibitList.P5Item","c1b52491904e781ec0541c4bab9dbb481b472bb1-0-52917854468471869692a56de732314457f4c2e8"
"Consolidated Sensor Support and Services--CLIN 1","441.617","15.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c1b52491904e781ec0541c4bab9dbb481b472bb1-3-99dcd3a7088546343ea5be46811b2699aa19804a","c1b52491904e781ec0541c4bab9dbb481b472bb1","root.record.ItemExhibitList.P5Item","c1b52491904e781ec0541c4bab9dbb481b472bb1-0-52917854468471869692a56de732314457f4c2e8"
"NGC Hardware Sensor Spt--CLIN 2","122.021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c1b52491904e781ec0541c4bab9dbb481b472bb1-4-dbbcd241f592e3cc8e273821cafbada7ccccb0fd","c1b52491904e781ec0541c4bab9dbb481b472bb1","root.record.ItemExhibitList.P5Item","c1b52491904e781ec0541c4bab9dbb481b472bb1-0-52917854468471869692a56de732314457f4c2e8"
"NGC Total Award Fee","45.061","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c1b52491904e781ec0541c4bab9dbb481b472bb1-5-a489ff76d52062cbc4a205129dc9f7959c2a9ec4","c1b52491904e781ec0541c4bab9dbb481b472bb1","root.record.ItemExhibitList.P5Item","c1b52491904e781ec0541c4bab9dbb481b472bb1-0-52917854468471869692a56de732314457f4c2e8"
"Sensor Lab Support","91.466","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c1b52491904e781ec0541c4bab9dbb481b472bb1-6-5b57e0610ef4b3d9a3e2de196c577c505c1bb1e8","c1b52491904e781ec0541c4bab9dbb481b472bb1","root.record.ItemExhibitList.P5Item","c1b52491904e781ec0541c4bab9dbb481b472bb1-0-52917854468471869692a56de732314457f4c2e8"
"LM Spacecraft Battery Option / SAFT CLIN 2","7.665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c1b52491904e781ec0541c4bab9dbb481b472bb1-7-23cccfe76df2d545696c6f4f40e6d1b1cf7db17d","c1b52491904e781ec0541c4bab9dbb481b472bb1","root.record.ItemExhibitList.P5Item","c1b52491904e781ec0541c4bab9dbb481b472bb1-0-52917854468471869692a56de732314457f4c2e8"
"LM Spacecraft Orbital Incentives","11.672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c1b52491904e781ec0541c4bab9dbb481b472bb1-8-418635f4367b73a397cad2858564ffcb173562d7","c1b52491904e781ec0541c4bab9dbb481b472bb1","root.record.ItemExhibitList.P5Item","c1b52491904e781ec0541c4bab9dbb481b472bb1-0-52917854468471869692a56de732314457f4c2e8"
"NGC Orbital Incentives","5.094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c1b52491904e781ec0541c4bab9dbb481b472bb1-9-fa56f83563d4a9fbbf3b494b32ce838a1d150d2b","c1b52491904e781ec0541c4bab9dbb481b472bb1","root.record.ItemExhibitList.P5Item","c1b52491904e781ec0541c4bab9dbb481b472bb1-0-52917854468471869692a56de732314457f4c2e8"
"AEHF Space Vehicle (SV) 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","832.268","1","832.268","0.000","0","0.000","832.268","1","832.268","","","","","","","","","","","","","","","","","","","","","","","","","","0","Lockheed Martin","Sunnyvale, CA","0.00","0.00","0.00","0","4","82","86","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-86154f1f9cf2496e93eb01b5e40f64498a119e04-0-c2f4ee8bd350cea4071c8940f44450f33e92b769","A","86154f1f9cf2496e93eb01b5e40f64498a119e04-0-fddd08fceb65a1f6b8925cafbeeef195a11e6c06","86154f1f9cf2496e93eb01b5e40f64498a119e04","root.record.ItemExhibitList.P5Item","86154f1f9cf2496e93eb01b5e40f64498a119e04-0-53127f2d6eb5a1f3ccaf1fca0d7cf785039a8a93"
"AEHF SV 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1693.304","1","1693.304","0.000","0","0.000","1693.304","1","1693.304","","","","","","","","","","","","","","","","","","","","","","","","","","0","Lockheed Martin","Sunnyvale, CA","0.00","0.00","0.00","0","3","87","90","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-86154f1f9cf2496e93eb01b5e40f64498a119e04-1-d67eb00e29519c5daa4b6420b86c3812e66bf405","A","86154f1f9cf2496e93eb01b5e40f64498a119e04-1-563ddf45d2afc318e66bee819265450b21d47cc6","86154f1f9cf2496e93eb01b5e40f64498a119e04","root.record.ItemExhibitList.P5Item","86154f1f9cf2496e93eb01b5e40f64498a119e04-0-53127f2d6eb5a1f3ccaf1fca0d7cf785039a8a93"
"AEHF SV 5-6 Block Buy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.000","0","0.000","2225.585","2","4451.17","1295.141","2","2590.282","469.9","","","290.85","","","290.85","","","210.41","","","260.47","","","629.258","","","0.000","","","","","Lockheed Martin","Sunnyvale, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-86154f1f9cf2496e93eb01b5e40f64498a119e04-0-f525f4fb25dbc8537938f742422b654d16c48a90","A","86154f1f9cf2496e93eb01b5e40f64498a119e04-0-31717cf1404a65eed19de3a0e178c1b82cce2aa3","86154f1f9cf2496e93eb01b5e40f64498a119e04","root.record.ItemExhibitList.P5Item","86154f1f9cf2496e93eb01b5e40f64498a119e04-1-148061b452879d6237189b28e36b833fb32d1bc3"
"AEHF Follow-On","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.000","0","3028.8","2125.2","2","4250.4","","","0.000","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","1221.6","610.8","2","","","","","","","","","","","","","","","","","A","86154f1f9cf2496e93eb01b5e40f64498a119e04-0-446b55cda3995e9e0860ce4da1a1f8f30520f2bc","86154f1f9cf2496e93eb01b5e40f64498a119e04","root.record.ItemExhibitList.P5Item","86154f1f9cf2496e93eb01b5e40f64498a119e04-2-448b8a367f948f43aa2ee0065e358d826a6251ff"
"Spacecraft Integration and Test--CLIN 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.022","9","981.2","","","","","","","","","38.413","41.987","","","43.836","","","43.836","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7-0-752ba1ab5c2422d06a36d26bbe445d4b820ccd45","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7","root.record.ItemExhibitList.P5Item","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7-0-c009d4cea54bf8db1bb975eafdc976fdd021835d"
"LM Spacecraft Integ & Test--Total Awd Fee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.054","","","","","","","","","7.815","3.844","","","3.918","","","3.918","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7-1-de532c1d1e6ef9f870aaa73d44c5dbfce19597a7","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7","root.record.ItemExhibitList.P5Item","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7-0-c009d4cea54bf8db1bb975eafdc976fdd021835d"
"Independent Verif & Validation Tech Spt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.81","","","","","","","","","1.394","0.000","","","0.000","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7-2-3c0ee2ad09127fd591f4be795f6a720daea8bbe7","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7","root.record.ItemExhibitList.P5Item","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7-0-c009d4cea54bf8db1bb975eafdc976fdd021835d"
"Consolidated Sensor Support and Services--CLIN 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","382.21","","","","","","","","","27.973","16.577","","","17.857","","","17.857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7-3-027bfe933bdc64a865c76e1aea7bb8d09c56543e","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7","root.record.ItemExhibitList.P5Item","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7-0-c009d4cea54bf8db1bb975eafdc976fdd021835d"
"NGC Hardware Sensor Spt--CLIN 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120.325","","","","","","","","","1.32","0.33","","","0.046","","","0.046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7-4-9c694f31a1e340bf866dbd1db88145705b6baf07","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7","root.record.ItemExhibitList.P5Item","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7-0-c009d4cea54bf8db1bb975eafdc976fdd021835d"
"NGC Total Award Fee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.624","","","","","","","","","1.169","0.378","","","0.89","","","0.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7-5-6a093f57b891c65f0621c868954f4a91d52ff4d4","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7","root.record.ItemExhibitList.P5Item","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7-0-c009d4cea54bf8db1bb975eafdc976fdd021835d"
"Sensor Lab Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.025","","","","","","","","","2.505","4.962","","","2.974","","","2.974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7-6-2058bc284ae0c3b06c203ab1e424e8f84bf22ed4","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7","root.record.ItemExhibitList.P5Item","c4a70cb7c48113fa82ecdedeb87fefb08951e0a7-0-c009d4cea54bf8db1bb975eafdc976fdd021835d"
"GPS III SV 03-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.000","0","0.000","233.826","6","1402.955","246.082","2","492.164","463.143","231.572","2","447.648","223.824","2","447.648","223.824","2","","","","","","","","","","","","","","","Lockheed Martin","Newtown, PA","0.00","0.00","0.00","3","3","49","52","3","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-c7d91e290fe921cf08454d1dd7b0766d783d9f6b-0-8287bef6c89f6dd8607faa2fee32b18d201238f2","A","c7d91e290fe921cf08454d1dd7b0766d783d9f6b-0-28842b835874896e5bccb6b3a433fb6810b2b1a3","c7d91e290fe921cf08454d1dd7b0766d783d9f6b","root.record.ItemExhibitList.P5Item","c7d91e290fe921cf08454d1dd7b0766d783d9f6b-0-e3003b9dd741f743f22b5b40060ea428b003b3c5"
"GPS III SV 09+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","257.683","14","3607.563","258.997","24","6215.934","","","","","","","","","","","","","446.775","223.388","2","562.196","281.098","2","783.078","261.026","3","816.322","272.107","3","","","Lockheed Martin","Newtown, PA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-c7d91e290fe921cf08454d1dd7b0766d783d9f6b-0-da2de983ccfa3e58edc37786da60ac1db226fa6c","A","c7d91e290fe921cf08454d1dd7b0766d783d9f6b-0-7c4b7e065136bead5a43772fdcf6880c03a5f32c","c7d91e290fe921cf08454d1dd7b0766d783d9f6b","root.record.ItemExhibitList.P5Item","c7d91e290fe921cf08454d1dd7b0766d783d9f6b-1-599e0b97cb192b1f76a6e2052fcf092162431c48"
"GPS Block IIA Space Vehicle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.063","28","869.768","0.000","0","0.000","31.063","28","869.768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","cbdcc8dd419559e1049a9591d965e2955f2f55da-0-84826cc93de985997c7118f953d8a5642c78013d","cbdcc8dd419559e1049a9591d965e2955f2f55da","root.record.ItemExhibitList.P5Item","cbdcc8dd419559e1049a9591d965e2955f2f55da-0-e75670c91bdc59d0d43bfe805e578618d0eef50e"
"GPS Block IIR Space Vehicle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.826","21","1088.345","0.000","0","0.000","51.826","21","1088.345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","cbdcc8dd419559e1049a9591d965e2955f2f55da-1-4df171e327ca1f00cb97e7b0e4527593bfae5395","cbdcc8dd419559e1049a9591d965e2955f2f55da","root.record.ItemExhibitList.P5Item","cbdcc8dd419559e1049a9591d965e2955f2f55da-0-e75670c91bdc59d0d43bfe805e578618d0eef50e"
"GPS Block IIF Space Vehicle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.061","12","984.726","0.000","0","0.000","82.061","12","984.726","","","","","","","","","","","","","","","","","","","","","","","","","","0","Boeing","El Segundo, CA","0.00","0.00","0.00","1","1","89","90","1","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-cbdcc8dd419559e1049a9591d965e2955f2f55da-2-3d4185f801db30956161146d7aa31ff2895db2b5","A","cbdcc8dd419559e1049a9591d965e2955f2f55da-2-c9cc68fb6b82af50d4463433e5c7e054030efc0b","cbdcc8dd419559e1049a9591d965e2955f2f55da","root.record.ItemExhibitList.P5Item","cbdcc8dd419559e1049a9591d965e2955f2f55da-0-e75670c91bdc59d0d43bfe805e578618d0eef50e"
"GEO 3-4 Hardware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433.399","2","866.797","0.000","0","0.000","486.914","2","973.827","","","17.88","6.198","","","32.126","","","32.126","","","35.368","","","15.458","","","","","","","","","","0","Lockheed Martin Space Systems","Sunnyvale, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d65297288fdb0b98a653601d4d78ea9debe5949a-0-d56758da62df3864b2268c7c21af7544e7ab4b62","A","d65297288fdb0b98a653601d4d78ea9debe5949a-0-c51bfa5218387a74920ddb05e49486ea1f2cb62f","d65297288fdb0b98a653601d4d78ea9debe5949a","root.record.ItemExhibitList.P5Item","d65297288fdb0b98a653601d4d78ea9debe5949a-0-89f5489f9b762ae1993b1eb573ebd69c42cc35b5"
"GEO 3-4 Integration and Assembly","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1055.093","","","0.000","","","1196.187","","","24.518","8.498","","","44.047","","","44.047","","","48.49","","","15.541","","","","","","","","","","","","","","","","","","","","","","","","","A","d65297288fdb0b98a653601d4d78ea9debe5949a-1-dec890c9531eb49e9ef3f2a837b424f6b4266af9","d65297288fdb0b98a653601d4d78ea9debe5949a","root.record.ItemExhibitList.P5Item","d65297288fdb0b98a653601d4d78ea9debe5949a-0-89f5489f9b762ae1993b1eb573ebd69c42cc35b5"
"GEO 3-4 Systems Engineering & Integration (SE&I)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.248","","","0.000","","","46.31","","","","","","","5.901","","","5.901","","","5.592","","","9.569","","","","","","","","","","","","","","","","","","","","","","","","","A","d65297288fdb0b98a653601d4d78ea9debe5949a-2-efd2c0bee707ad4380f479cea59f1b806cc4a174","d65297288fdb0b98a653601d4d78ea9debe5949a","root.record.ItemExhibitList.P5Item","d65297288fdb0b98a653601d4d78ea9debe5949a-0-89f5489f9b762ae1993b1eb573ebd69c42cc35b5"
"GEO 5-6 Hardware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0","0.000","0.000","0","0.000","1252.467","2","2504.933","","","0.000","1484.964","742.482","2","341.371","","","341.371","","","313.06","","","245.294","","","77.889","","","42.355","","","","0","Lockheed Martin Space Systems","Sunnyvale, CA","0.00","0.00","0.00","4","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d65297288fdb0b98a653601d4d78ea9debe5949a-0-01d27a5294c4c5ce524411162005dd2da2008149","A","d65297288fdb0b98a653601d4d78ea9debe5949a-0-c84be5ae88e5d46457308f90eecd6d6548d01c19","d65297288fdb0b98a653601d4d78ea9debe5949a","root.record.ItemExhibitList.P5Item","d65297288fdb0b98a653601d4d78ea9debe5949a-1-9e7af7010db6ce23e936d4fc5112c6634e359d5b"
"GEO 5-6 Integration and Assembly","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0","0.000","","","0.000","0.000","0","2674.044","","","","1358.188","","","37.93","","","37.93","","","55.246","","","105.133","","","312.807","","","804.74","","","","","","","","","","","","","","","","","","","A","d65297288fdb0b98a653601d4d78ea9debe5949a-1-84faf18839cc777d6a9b19ed1ee6111ebbcc81d3","d65297288fdb0b98a653601d4d78ea9debe5949a","root.record.ItemExhibitList.P5Item","d65297288fdb0b98a653601d4d78ea9debe5949a-1-9e7af7010db6ce23e936d4fc5112c6634e359d5b"
"FY14 Incremental Funding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0","0.000","","","0.000","0.000","0","-379.301","","","","-379.301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","d65297288fdb0b98a653601d4d78ea9debe5949a-2-db4887f1cb6feb44ac66842e4eca2755e28ed5cb","d65297288fdb0b98a653601d4d78ea9debe5949a","root.record.ItemExhibitList.P5Item","d65297288fdb0b98a653601d4d78ea9debe5949a-1-9e7af7010db6ce23e936d4fc5112c6634e359d5b"
"FY15 Incremental Funding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0","0.000","","","0.000","0.000","0","-368.306","","","","-368.306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","d65297288fdb0b98a653601d4d78ea9debe5949a-3-aeb0d6abd919e028271b938c84633c26a3d9a29d","d65297288fdb0b98a653601d4d78ea9debe5949a","root.record.ItemExhibitList.P5Item","d65297288fdb0b98a653601d4d78ea9debe5949a-1-9e7af7010db6ce23e936d4fc5112c6634e359d5b"
"FY16 Incremental Funding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","-350.427","","","","-350.427","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","d65297288fdb0b98a653601d4d78ea9debe5949a-4-3313368307a2917f036390acd847794c8c97979a","d65297288fdb0b98a653601d4d78ea9debe5949a","root.record.ItemExhibitList.P5Item","d65297288fdb0b98a653601d4d78ea9debe5949a-1-9e7af7010db6ce23e936d4fc5112c6634e359d5b"
"FY17 Incremental Funding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","-390.696","","","","-390.696","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","d65297288fdb0b98a653601d4d78ea9debe5949a-5-d625a0a28a052660fb6b94e3c82f451a64f14ce6","d65297288fdb0b98a653601d4d78ea9debe5949a","root.record.ItemExhibitList.P5Item","d65297288fdb0b98a653601d4d78ea9debe5949a-1-9e7af7010db6ce23e936d4fc5112c6634e359d5b"
"FY18 Incremental Funding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","-847.094","","","","-847.094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","d65297288fdb0b98a653601d4d78ea9debe5949a-6-56d24d17915085025ed63724d373f75f3e835501","d65297288fdb0b98a653601d4d78ea9debe5949a","root.record.ItemExhibitList.P5Item","d65297288fdb0b98a653601d4d78ea9debe5949a-1-9e7af7010db6ce23e936d4fc5112c6634e359d5b"
