"ServiceAgencyName_val","ProcQuantity_val","MonthlyDeliveryList_MonthlyDelivery","Name_val","AcceptedBeforeOct1_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Army","9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-0-4efb73ae6da1914a87621c691707b7f868429fe4","","","eee116c7c43c5d47ca9932f538f97734878e24a7-0-04eaa209e67b605dd4315d03a2e795ce7d65cfa1","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-4257e44f627afc2a53ba35a4dee2d77ac77392f1"
"Air Force","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-1-9656dfabfa85e102df24bf2bc608453bde2097c5","","","eee116c7c43c5d47ca9932f538f97734878e24a7-1-9b9f7d832d58fbeac57e8dd3071a8102647c447f","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-4257e44f627afc2a53ba35a4dee2d77ac77392f1"
"Army","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-0-f3e9df088ef20b7a558da3c98613e9d32a05da9f","","","eee116c7c43c5d47ca9932f538f97734878e24a7-0-20851c3bce5b39cf7086a7846f33cc6a3a14ebb3","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-fe42114452385a4d0410fe634335735fa69d29fe"
"Air Force","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-1-74f309c54b756b2a1d8ad6ce08b1498058efa5a8","","","eee116c7c43c5d47ca9932f538f97734878e24a7-1-51bd455616e8605da85f972ce0b0493aad0f1c78","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-fe42114452385a4d0410fe634335735fa69d29fe"
"Army","17","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-0-fa71b1792ee0542648e1ac8f45d28ce156194bc6","","","eee116c7c43c5d47ca9932f538f97734878e24a7-0-0108f3571fb07386a06f08b66b49f3f326bf40bc","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-2fbf66f6888d3eb4af6e677f146391bfdd7ef3e6"
"Navy","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-1-b0781e07e4b8e04f751f0da207aff12f57b650e6","","","eee116c7c43c5d47ca9932f538f97734878e24a7-1-a289178c87f6973c85ab21f2670c6d600c6c5618","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-2fbf66f6888d3eb4af6e677f146391bfdd7ef3e6"
"Army","9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-0-bc2261d43e855ff9fd3e9c7fc92dca6280d467e2","","","eee116c7c43c5d47ca9932f538f97734878e24a7-0-1e5b67d74b8e2ebe9c5f03cd73dbebe8a0a1b160","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-b06475695210b02cc39afd1e84799b906fe33711"
"Air Force","22","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-0-27a9e6b5c4599edc95dee008ca5cd74183683e71","","","eee116c7c43c5d47ca9932f538f97734878e24a7-0-504a98b3dee0d754756ea509d24a22724ac24e36","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-8d3260b66a878183ffedde4e6d3eb49cd76cb680"
"Army","144000","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-0-86f819506b466c255b57edcb9484830cf2834992","","","eee116c7c43c5d47ca9932f538f97734878e24a7-0-c745dacc7c598b09d872f773f9ff768b34d7e0bf","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-560e1d02c7e51c8e4c8f8b7e54340651a326f7ac"
"Army","156600","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-0-636fe5b2c267210c78ad42f3cada30d6bb2c389e","","","eee116c7c43c5d47ca9932f538f97734878e24a7-0-586627c039f8dbbdf909d789243b42dcac965b13","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-078c6cb8f2ecf5d35f1d9fda53d5dda25ca36959"
"Army","200","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-0-7003a4f12bf9d876427c178f7f867dd2d65ac681","","","eee116c7c43c5d47ca9932f538f97734878e24a7-0-4c15f1ebf6db136cebdeef3458f8bbfa2b30d312","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-8419e503a1ad0bf180e3d849d32542b82e07127e"
"Air Force","950","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-1-f88f314711bd132d1e3741ef2dc7b546c99dafb1","","","eee116c7c43c5d47ca9932f538f97734878e24a7-1-3634b9c2e501ffa67c61b44df2dc41672931db82","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-8419e503a1ad0bf180e3d849d32542b82e07127e"
"Marine Corps","30","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-2-66d0107d70af27a8f35abc22cb42c844ac4acad8","","","eee116c7c43c5d47ca9932f538f97734878e24a7-2-7bc805c24601f1b715fa59015b54c9fa37398495","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-8419e503a1ad0bf180e3d849d32542b82e07127e"
"Navy","60","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-3-19d6f60aaa5fedb1b344bc911805f3379dd110fe","","","eee116c7c43c5d47ca9932f538f97734878e24a7-3-25a16b95edef773086616f911d018620ed8fceec","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-8419e503a1ad0bf180e3d849d32542b82e07127e"
"Army","280","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-0-8f5856402b6a7113222bf41d3b61bb7bfeeb52d2","","","eee116c7c43c5d47ca9932f538f97734878e24a7-0-4979b3ebd37a22bf7d8abd4174b155fd94774a52","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-27e7ad4af7cc9d88fea438802fc4c0b046272d3f"
"Air Force","278","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-1-590f232b388e91de92e6b64c99cbb412950d1784","","","eee116c7c43c5d47ca9932f538f97734878e24a7-1-5387dfb308475789edc9f71ac34cddb50715694c","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-27e7ad4af7cc9d88fea438802fc4c0b046272d3f"
"Air Force","1275","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-0-cfe79aaec20f2c5c4f6b5bc9fdeb16425e19cc03","","","eee116c7c43c5d47ca9932f538f97734878e24a7-0-e4c78dba9af7f281b2de2b56fb4992665d322957","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-5814aba6e86cad4507d843100cd7fdc895893194"
"Navy","1274","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-1-13576982cfecc770d470d918978539ca8ab2904b","","","eee116c7c43c5d47ca9932f538f97734878e24a7-1-412170abbb243add5b6b5756cd0863ddf50f7aed","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-5814aba6e86cad4507d843100cd7fdc895893194"
"Air Force","265","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-0-b31c9d10b33eeae1cc29521252ef476f6f75b672","","","eee116c7c43c5d47ca9932f538f97734878e24a7-0-a683720cf452d05c5087efe4c40ee2bc8755dfbc","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-efb09d5611e7af456e2cb32d8f83f9e086ae8073"
"Navy","264","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-eee116c7c43c5d47ca9932f538f97734878e24a7-1-b8db7060fe06fd11e5a139de7d482a929bedf5dc","","","eee116c7c43c5d47ca9932f538f97734878e24a7-1-b48659925049119ed6f7e37d03a4e8b96e1e2b72","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","eee116c7c43c5d47ca9932f538f97734878e24a7-0-efb09d5611e7af456e2cb32d8f83f9e086ae8073"
"Army","54560","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-35733c8a67bdabc68d76607833eb1d0ee70a78e4-0-6ffaeb3d554b30b507c362efebe8eb7c92708b69","","0","35733c8a67bdabc68d76607833eb1d0ee70a78e4-0-7aa5a40c43aac89c7fcf025a4ffe3a288d6f7e04","35733c8a67bdabc68d76607833eb1d0ee70a78e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","35733c8a67bdabc68d76607833eb1d0ee70a78e4-0-9311898e852a6ce72a18069278b860ab675f76fc"
"Air Force","4800","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-35733c8a67bdabc68d76607833eb1d0ee70a78e4-1-dede866be11cdeddbced47de22b0f90f94eb0877","","0","35733c8a67bdabc68d76607833eb1d0ee70a78e4-1-87eed7bb3bbcf9d8cc986e3fb427e50a5345dde8","35733c8a67bdabc68d76607833eb1d0ee70a78e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","35733c8a67bdabc68d76607833eb1d0ee70a78e4-0-9311898e852a6ce72a18069278b860ab675f76fc"
"Marine Corps","6240","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-35733c8a67bdabc68d76607833eb1d0ee70a78e4-2-cde67978c2ef67b0b5543ac893bd5dbfad38c576","","0","35733c8a67bdabc68d76607833eb1d0ee70a78e4-2-7b74a939c99a10c1cecfeeddcc0486e85b58aee0","35733c8a67bdabc68d76607833eb1d0ee70a78e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","35733c8a67bdabc68d76607833eb1d0ee70a78e4-0-9311898e852a6ce72a18069278b860ab675f76fc"
"Navy","12480","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-35733c8a67bdabc68d76607833eb1d0ee70a78e4-3-cc9f0415adac252ebdb2102b9d9498895cafddc4","","0","35733c8a67bdabc68d76607833eb1d0ee70a78e4-3-4766682d80b750e231845a43621efa2bcbc04f5d","35733c8a67bdabc68d76607833eb1d0ee70a78e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","35733c8a67bdabc68d76607833eb1d0ee70a78e4-0-9311898e852a6ce72a18069278b860ab675f76fc"
"Army","20880","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-35733c8a67bdabc68d76607833eb1d0ee70a78e4-0-e323d02d3c5780345b1a68a5a3b4d8223ad208dc","","0","35733c8a67bdabc68d76607833eb1d0ee70a78e4-0-e717ee05f03fcaf93804309e0418922bc918047e","35733c8a67bdabc68d76607833eb1d0ee70a78e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","35733c8a67bdabc68d76607833eb1d0ee70a78e4-0-ceb9cbaf1ab6817bf8918623a3555c8c29e6973a"
"Navy","45120","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-35733c8a67bdabc68d76607833eb1d0ee70a78e4-1-9425ac323c64fa8a4c92de4eb4f7dc7944fb66de","","0","35733c8a67bdabc68d76607833eb1d0ee70a78e4-1-f56fb42b3a6bf0c55fe44857929447ba20d6b869","35733c8a67bdabc68d76607833eb1d0ee70a78e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","35733c8a67bdabc68d76607833eb1d0ee70a78e4-0-ceb9cbaf1ab6817bf8918623a3555c8c29e6973a"
"Army","40464","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-35733c8a67bdabc68d76607833eb1d0ee70a78e4-0-a76468dc354193803604435e0da59d5e30e0ecac","","0","35733c8a67bdabc68d76607833eb1d0ee70a78e4-0-aa9ac19098b2f3d67e5db3556c47bc27886ea3e2","35733c8a67bdabc68d76607833eb1d0ee70a78e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","35733c8a67bdabc68d76607833eb1d0ee70a78e4-0-b26a1eac83fe2d3975c54481533b121eeb147d6b"
"Navy","94416","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-35733c8a67bdabc68d76607833eb1d0ee70a78e4-1-eebbf3b31c58171c9524692a74806b54ff897437","","0","35733c8a67bdabc68d76607833eb1d0ee70a78e4-1-06869c39cb6c03d79bbc3891b8ae9e6f827316bb","35733c8a67bdabc68d76607833eb1d0ee70a78e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","35733c8a67bdabc68d76607833eb1d0ee70a78e4-0-b26a1eac83fe2d3975c54481533b121eeb147d6b"
