"Name_val","Name_@footnote","Location_val","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"TBS (to be selected)","","TBS","1","150","100","30","180","90","270","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-7b9b42091b9e180e50438699c61df9277c40685c-0-ba239384f3c4982d390faa1a681f1a5611e46ac3","7b9b42091b9e180e50438699c61df9277c40685c-0-02fdce0c67f2451569e71cc387981a7c8c7e3dfd","7b9b42091b9e180e50438699c61df9277c40685c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","7b9b42091b9e180e50438699c61df9277c40685c-15-e65a6b4451194df0719971346bbe00ca26640401"
"TBS (to be selected)","","TBS","1","150","100","30","180","90","270","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-7b9b42091b9e180e50438699c61df9277c40685c-0-06738b49df307ab5841f1c8544d7dc0739c4e8df","7b9b42091b9e180e50438699c61df9277c40685c-0-4f6ad3a8141a75c4af42cbc03a20760ee1f51b3b","7b9b42091b9e180e50438699c61df9277c40685c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","7b9b42091b9e180e50438699c61df9277c40685c-16-58048bbc44ea3b1b959dd3bcbc702b6c43f650a1"
"TBS (to be selected)","","TBS","1","150","100","30","180","90","270","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-7b9b42091b9e180e50438699c61df9277c40685c-0-d6fdf3a1159fc1d122f9ac4315458b4d42936b3f","7b9b42091b9e180e50438699c61df9277c40685c-0-d582e47fcab6da09ab1c4d564717a1591a0589e8","7b9b42091b9e180e50438699c61df9277c40685c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","7b9b42091b9e180e50438699c61df9277c40685c-17-6fb79ee808ad3d4bac8d14f31bc52549f274a8d5"
"TBS (to be selected)","","TBS","1","150","100","30","180","90","270","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-7b9b42091b9e180e50438699c61df9277c40685c-0-386e31566453599411f827bb337c205ea3cc7efa","7b9b42091b9e180e50438699c61df9277c40685c-0-59a2a59749b91ab91348fcd6cd82caabd58de37b","7b9b42091b9e180e50438699c61df9277c40685c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","7b9b42091b9e180e50438699c61df9277c40685c-18-98f30cd40b2995c3235c7c9372bcdbf71f6685a5"
"Red River Army Depot","","Texarkana, TX","1","100","25","30","30","45","75","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-7b9b42091b9e180e50438699c61df9277c40685c-0-9b1c16ecaa2013f49d087bafc72d42d24bb06f93","7b9b42091b9e180e50438699c61df9277c40685c-0-d38674bb8c9a8a583a0bbab2fa4ecb7f3d2588c7","7b9b42091b9e180e50438699c61df9277c40685c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","7b9b42091b9e180e50438699c61df9277c40685c-19-f15f87f94f94de8b68138177d9ddf65700484657"
"TBS (to be selected)","","TBS","1","150","100","30","180","90","270","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-7b9b42091b9e180e50438699c61df9277c40685c-0-6c567e6a8376cba2e35017eb456e5c346b716fb9","7b9b42091b9e180e50438699c61df9277c40685c-0-b55ff8c4b5a6f84cac3d9348793bb054513c69f5","7b9b42091b9e180e50438699c61df9277c40685c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","7b9b42091b9e180e50438699c61df9277c40685c-20-6cbdd3a577e288210019213ae5f3d5e9779c56ad"
"Sierra Army Depot","","Herlong, CA","1","100","50","30","30","180","210","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-7b9b42091b9e180e50438699c61df9277c40685c-0-7c443b21c1763ef61e22a466ae485f29f9b39de8","7b9b42091b9e180e50438699c61df9277c40685c-0-d72013d43bea3ebfdd6e7e5e9a912f992856e21e","7b9b42091b9e180e50438699c61df9277c40685c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","7b9b42091b9e180e50438699c61df9277c40685c-21-e10d9013c2109c40371114135c1757b232528252"
"S.J. Smith Co","","Davenport, IA","1","100","50","30","30","45","75","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-7b9b42091b9e180e50438699c61df9277c40685c-0-7676315f8d3042cb73e3d1b652501b6ee50ff853","7b9b42091b9e180e50438699c61df9277c40685c-0-a2f72540188a0d3f3270b5308aa2b6473cef9fcb","7b9b42091b9e180e50438699c61df9277c40685c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","7b9b42091b9e180e50438699c61df9277c40685c-22-6690d795e14d4fe9ffddab27b4f6ad5bc3c5651f"
"TBS (to be selected)","","TBS","1","150","100","30","180","90","270","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-7b9b42091b9e180e50438699c61df9277c40685c-0-bde2254f63e99099c33d5ecba1033c9c7ee6666d","7b9b42091b9e180e50438699c61df9277c40685c-0-b8d4e11de28a2f3d67de15f5a449e34135395494","7b9b42091b9e180e50438699c61df9277c40685c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","7b9b42091b9e180e50438699c61df9277c40685c-23-3b40f3bab23c4fc13a4fa68e9c2f58e502000683"
"TBD","","TBD","1","5","5","0","5","0","5","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-7d2d2388b6f3ff968ec20f731d36296975883106-0-ca0e22ddea03b51541ad4b288d897ac518461761","7d2d2388b6f3ff968ec20f731d36296975883106-0-36165db84eb79e5adfced0acb52dd6fad23b3143","7d2d2388b6f3ff968ec20f731d36296975883106","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","7d2d2388b6f3ff968ec20f731d36296975883106-0-85f08281455eb843fe3cf0a989dd5d2b666d4e97"
"TBD 1","","TBD","1","1","1","0","6","9","15","0","6","9","15","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-7e6dafebe5cb54fb89468b963614b3310f9146ec-0-675597ba629357d65e063ac8cb207aad0db16760","7e6dafebe5cb54fb89468b963614b3310f9146ec-0-758a2309be39578c308b7c0fab4eb7e5f43e5028","7e6dafebe5cb54fb89468b963614b3310f9146ec","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","7e6dafebe5cb54fb89468b963614b3310f9146ec-0-21d8c09004e9f2a93d8b6f7e03c80ed031d366af"
"Rockwell Collins","","Cedar Rapids","1","750","25","0","9","3","12","0","0","3","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-7ef624b6d4a680237f24f36165f1757a85e1d2fc-0-679eba796f24ddeb0e26620994db04615ce15e25","7ef624b6d4a680237f24f36165f1757a85e1d2fc-0-c48bed3f69637d57a674520b1127391365756706","7ef624b6d4a680237f24f36165f1757a85e1d2fc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","7ef624b6d4a680237f24f36165f1757a85e1d2fc-0-01afd671b0854b3ce537ac9c58b1312273cfc198"
"Carleton Technologies, Inc.","","Orchard Park, NY","38","800","500","4","2","3","5","0","5","3","8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-82ca390323b86dbe1eae8605fc49df16916a32b7-0-8946ef6c647f96f4687032c6eb78a01dfba0632b","82ca390323b86dbe1eae8605fc49df16916a32b7-0-af4dbc18382e21fdd6334d84c1adf2b25fb7d66c","82ca390323b86dbe1eae8605fc49df16916a32b7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","82ca390323b86dbe1eae8605fc49df16916a32b7-0-7e523c3271d26e748ebbd91293507e9e8de5a6eb"
"Telephonics","","Farmingdale, NY","6","500","250","5","5","3","8","0","5","3","8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-82ca390323b86dbe1eae8605fc49df16916a32b7-0-bb0fcfa1e5c0c6aa63cb52cd5bd6a015ca78d048","82ca390323b86dbe1eae8605fc49df16916a32b7-0-ddcd153161a0b30b0bc695eec247b2bb3ff990b1","82ca390323b86dbe1eae8605fc49df16916a32b7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","82ca390323b86dbe1eae8605fc49df16916a32b7-1-dde17e264c527a4b363abfba40c42ed52e6faa40"
"Westwind Corporation","","Huntsville, AL","50","1500","400","5","9","3","12","0","2","3","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-82ca390323b86dbe1eae8605fc49df16916a32b7-0-cc0499d8cffb7fdebc0fa34c160fa1e8ea0a688f","82ca390323b86dbe1eae8605fc49df16916a32b7-0-57b909ffaf3a9ab2029e8c33c396182df6dd635f","82ca390323b86dbe1eae8605fc49df16916a32b7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","82ca390323b86dbe1eae8605fc49df16916a32b7-2-33506705b668c9cf9c14bb597ca83edd427744d7"
"Communications & Ear Protectio","","Enterprise, AL","200","700","500","8","8","1","9","0","6","1","7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-82ca390323b86dbe1eae8605fc49df16916a32b7-0-fe51670fe2eb456aeacec3db359d5b34f1f3d3b0","82ca390323b86dbe1eae8605fc49df16916a32b7-0-a41179391f95525ab1b5d006332c91e7c30c4ba5","82ca390323b86dbe1eae8605fc49df16916a32b7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","82ca390323b86dbe1eae8605fc49df16916a32b7-5-c3c4b849f6495423afd0d7670112f2c32ce0812e"
"EFW, Inc","","Fort Worth, TX","70","1000","800","5","6","6","12","0","6","6","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-82ca390323b86dbe1eae8605fc49df16916a32b7-0-ac9f79274e1abf5abed6e7de53ec6d29f21cfb40","82ca390323b86dbe1eae8605fc49df16916a32b7-0-c24e5b804de0c7e5fb3cffa30a5faf9f8fb21cd0","82ca390323b86dbe1eae8605fc49df16916a32b7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","82ca390323b86dbe1eae8605fc49df16916a32b7-6-4135468a781e033a8ca73aa3f39c8fe1edbb8f24"
"Sandia National Labs","","Albuquerque, NM","1","4","2","5","6","6","12","0","6","6","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-82ca390323b86dbe1eae8605fc49df16916a32b7-0-52af595edd8483a81f4ce85991c0570b57ce1245","82ca390323b86dbe1eae8605fc49df16916a32b7-0-e1dd7790210a96f46aeb308095e8d68802dd0d7e","82ca390323b86dbe1eae8605fc49df16916a32b7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","82ca390323b86dbe1eae8605fc49df16916a32b7-7-94c66224668872942b5ccca128decb003410ed6b"
"Various","","TBD","10","1000","400","6","6","6","12","2","5","6","11","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-82ca390323b86dbe1eae8605fc49df16916a32b7-0-d254566677503ebfbd40d0034e675efc4375e0ab","82ca390323b86dbe1eae8605fc49df16916a32b7-0-73a6c8df9e242e013edfa4ce16212d905a78a18d","82ca390323b86dbe1eae8605fc49df16916a32b7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","82ca390323b86dbe1eae8605fc49df16916a32b7-9-c32686177f0cea6bec1978adb44797aa2e130f21"
"Various","","TBD","10","1000","400","6","6","6","12","2","5","6","11","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-82ca390323b86dbe1eae8605fc49df16916a32b7-0-d3fb7fe49b5a78f1830580f57768b2d7ada80f26","82ca390323b86dbe1eae8605fc49df16916a32b7-0-31771dbe586c46166057447f5250870eb293d1bf","82ca390323b86dbe1eae8605fc49df16916a32b7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","82ca390323b86dbe1eae8605fc49df16916a32b7-10-4652b5fd846f345f4da08f2051dbce1565f8a847"
"Exelis","","Roanoke, VA","25","250","125","4","8","3","11","4","2","3","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-84dbb1d226361092469d4c08f9c711670b177b4a-0-a218738127b3333dbf59adf4318e418ec0fb71a5","84dbb1d226361092469d4c08f9c711670b177b4a-0-746f2355afe3deafce5e1b4136508dc0ed41fbb2","84dbb1d226361092469d4c08f9c711670b177b4a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","84dbb1d226361092469d4c08f9c711670b177b4a-0-3fedc878460643d81a174a6d16b1f1a52d237126"
"L-3","","Tempe, AZ","25","250","125","4","5","3","8","4","2","3","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-84dbb1d226361092469d4c08f9c711670b177b4a-1-97125904145253a61c06b53521b619a755be9aae","84dbb1d226361092469d4c08f9c711670b177b4a-1-8eb1ea5f38a92520bc49e0bde0daa0e8db95fd3f","84dbb1d226361092469d4c08f9c711670b177b4a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","84dbb1d226361092469d4c08f9c711670b177b4a-0-3fedc878460643d81a174a6d16b1f1a52d237126"
"TBS","","TBD","25","250","125","4","5","3","8","4","2","3","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-84dbb1d226361092469d4c08f9c711670b177b4a-2-8fc9b35a46e6ac8703a5a736fcb0608f95d50f6b","84dbb1d226361092469d4c08f9c711670b177b4a-2-17ffc74290b6949cc250564294d57619de31c0ac","84dbb1d226361092469d4c08f9c711670b177b4a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","84dbb1d226361092469d4c08f9c711670b177b4a-0-3fedc878460643d81a174a6d16b1f1a52d237126"
"General Dynamics4","","Phoenix, AZ - TGS(DECGS)","1","6","3","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-877c65b5627ddcc83b4a863bb1d5386512ca03e9-0-3aa538c77010aef36e9bc9de3acd36ef2ef876b5","877c65b5627ddcc83b4a863bb1d5386512ca03e9-0-8258256b17326798f66ef0d8cfac7661184fb950","877c65b5627ddcc83b4a863bb1d5386512ca03e9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","877c65b5627ddcc83b4a863bb1d5386512ca03e9-0-59ec29fe162fe7277bb92428a8e5cf5054cdc79e"
"General Dynamics6","","Taunton, MA - (IPC V1)","1","4","2","1","0","5","5","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-877c65b5627ddcc83b4a863bb1d5386512ca03e9-0-314d0688c10a43efd53b6b224145922ed128d2c9","877c65b5627ddcc83b4a863bb1d5386512ca03e9-0-246ad6b564995a7ff5ca10490064231632475bfd","877c65b5627ddcc83b4a863bb1d5386512ca03e9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","877c65b5627ddcc83b4a863bb1d5386512ca03e9-1-5ded45b7ee8f06e948578fbd4d8e95a56793c866"
"CACI","","Elkridge, NJ (OGS)","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-877c65b5627ddcc83b4a863bb1d5386512ca03e9-0-7661d69e77dacd025574ee5db04f23afb5e5dc7f","877c65b5627ddcc83b4a863bb1d5386512ca03e9-0-07294d4fb4db64d90b4e46c83951f99027ec031b","877c65b5627ddcc83b4a863bb1d5386512ca03e9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","877c65b5627ddcc83b4a863bb1d5386512ca03e9-2-3f0c3aed43cfedcc1087581effc52d8a58d052dc"
"STG, Inc.","","Reston, VA (IPC V2)","12","36","24","0","2","5","7","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-877c65b5627ddcc83b4a863bb1d5386512ca03e9-0-111c50a35764db9a62d92ee05d6f42f78b2f1ba0","877c65b5627ddcc83b4a863bb1d5386512ca03e9-0-c41c6b33b50a8e8868fb93c1e1a3611da513138e","877c65b5627ddcc83b4a863bb1d5386512ca03e9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","877c65b5627ddcc83b4a863bb1d5386512ca03e9-3-63ef67ee8ee9aeb8b93597d2215bedac55d2ed4a"
"General Dynamics1","","Taunton, MA - GWS","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-877c65b5627ddcc83b4a863bb1d5386512ca03e9-0-885886d364910673b06c4dbb0546fdff44784c56","877c65b5627ddcc83b4a863bb1d5386512ca03e9-0-a3f7d614319f05be79107d0c79d82e6010e9ca11","877c65b5627ddcc83b4a863bb1d5386512ca03e9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","877c65b5627ddcc83b4a863bb1d5386512ca03e9-4-c6420441f1dd9d2a41b53cc8f681b3f45f7b54e1"
"General Dynamics2","","Taunton, MA - IFS","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-877c65b5627ddcc83b4a863bb1d5386512ca03e9-0-8049409f8a14902d185c888d8883376e70efbe48","877c65b5627ddcc83b4a863bb1d5386512ca03e9-0-489c68ab27d858ed9a6c65817a4c43c63b342e33","877c65b5627ddcc83b4a863bb1d5386512ca03e9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","877c65b5627ddcc83b4a863bb1d5386512ca03e9-5-1a38d4301ea4b926b7dd1173d85dda15de113ccf"
"General Dynamics5","","Taunton, MA - MFWS","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-877c65b5627ddcc83b4a863bb1d5386512ca03e9-0-23495b02a3819902ac1a7cf5df391297d203aadd","877c65b5627ddcc83b4a863bb1d5386512ca03e9-0-d663132b574627e866f494f8ff9a3996dbcad6bd","877c65b5627ddcc83b4a863bb1d5386512ca03e9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","877c65b5627ddcc83b4a863bb1d5386512ca03e9-6-06d15e5b8f6cf2f5287133e07bc806cea2a2167e"
"SRCTec Inc","","North Syracuse","36","240","120","0","10","12","22","0","3","21","24","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-89e732e30d8d9725ba840b479e6d1249c04ebfe4-0-0dd7d767d2b0d73f08108d15ae73a43724c66121","89e732e30d8d9725ba840b479e6d1249c04ebfe4-0-a9d1e3a5f282ce154013f89fd7107f4ade86c421","89e732e30d8d9725ba840b479e6d1249c04ebfe4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","89e732e30d8d9725ba840b479e6d1249c04ebfe4-0-5d543a866bd9a4b3d520287e41a2b316254ba718"
"Harris","","Melbourne Florida","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-5018e2342da8365e2f36af1d19ffe761ac5802ef","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-e828445fe29a9c1200eb7f581c70a0584382fe4f","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-4-bd701f43aa49f9d153d06e186940003d9303acfc"
"Raytheon","","Marlborough Massachusetts","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-c492d5e34648c59aa25e9ebbae7c362b326d8b29","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-e5050e2fa2c35c181c73bf1e640ecac1375c30e6","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-4-23b1774edc812ee3e05d27d06aa4234b4889e9dc"
"TYAD","","Tobyhanna, PA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-2fd2dd23da7dd9409acd8870b115fd3ec90f4fc5","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-86fccdd3b9f51183a1250255510117aa49253db6","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-7-a39a3f23c2bc707a1b4cd5506d2d7a7dccb37b9d"
"TYAD","","Tobyhanna, PA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-1859161a5cbfb5b46eb80a65338ba8b8cc16f470","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-4c05e0e8ea3d72f6cf6243d18c1d9c20be8336be","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-8-66722a610357bf873f3a8d0c89578e44956ca124"
"TYAD","","Tobyhanna, PA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-3b586028260876e500a9b00cb072f84672309bed","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-a8e806e469244e122082bbfa9af2d7c273d87297","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-9-00bee47871455d4202c1ce0249cfeee950e6a12b"
"TYAD","","Tobyhanna, PA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-150825eda0b38619cff48278fe7bc6905e853938","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-0-222cb1c07faf829861028022c54e2e884d58104b","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","8d607a8d02c0aa9a5403829ea9ca02ac9b049de7-10-8da2992252c3c1d5afdef4f05cf8afda7e4ebc51"
