"FiscalYear_val","FiscalYear_@footnote","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","SpecsAvailableNow_val","FundingVehicle_val","ContractMethod_val","ContractType_val","RFPIssueDate_val","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2012","","DTRA","2012-08","2012-09","1","0.107","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-5063b0c4d7fec81a1bb9f250f2e87e2c0fab352e","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-56f2017f2aef95b78401efeed40f1fd3a4e1f18a"
"2013","","DTRA","2013-08","2013-09","1","0.106","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-1-af9255980f0a6681f4316629f83832306acecbe9","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-56f2017f2aef95b78401efeed40f1fd3a4e1f18a"
"2012","","DTRA","2012-01","2012-02","1","2.538","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-b2fb9320a48fa58c5652e12edb1e9e061abb5f1b","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-007e6345d8ca6318f41c4d8f7d14af21f293ae84"
"2012","","DTRA","2012-06","2012-07","1","0.210","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-bafbf260d9dca9c80d76566343c4d52497bdb24c","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-e7a43bba0e48b7755f30b31c6d5f119b941c6e6b"
"2013","","DTRA","2013-06","2013-07","1","0.424","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-1-e7676bcc2bac5dba45c3a5a99258b9dd85e8a756","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-e7a43bba0e48b7755f30b31c6d5f119b941c6e6b"
"2012","","DTRA","2012-06","2012-07","1","0.123","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-91724d2d93e44ee40950774f6775dbe94f585c01","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-2562ee96e87c765839ae556501b31781c82a2320"
"2012","","DTRA","2012-09","2012-10","1","1.550","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-cea70aae3b77f678b8fee07dc92d3e03217e1057","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-bdf1af8e6132ce63f4eaf72df97ed12ada610aad"
"2013","","DTRA","2013-03","2013-05","1","2.110","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-f7c633db3fb93d996379e0025f01f3ea78b6d924","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-8359e98c6c519b2a36d8ac70fd8de1bd607c9619"
"2013","","DTRA","2013-01","2013-03","1","3.209","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-70054f28c0cee5e917a2bad74984fd8df3960f79","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-aeba09658480c69c323332e37b52d474bdbc9427"
"2013","","DTRA","2013-09","2013-11","1","0.749","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-d8bccf2238ddc8dfc0f8a13bcfc649ee0c35d3b2","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-813c6dc78a76581008b5784b26de17193fc37719"
"2013","","DTRA","2013-03","2013-05","1","4.928","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-3ac65524af8c010d15727d0d8acfa66b34b26ee9","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-b29c1b9cb0c1cccd228a11a8fd8f95cd3bb22d91"
"2013","","DTRA","2013-06","2013-07","1","0.050","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-69773a9cce3531166b7377319529d4c44161db1b","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-1715f85856ae4c503453704669bd83bdb0ae6413"
"2013","","DTRA","2013-08","2013-09","1","0.500","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-ac6df8165c68556503d21983ebc607a1a5ce78b3","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-96f2ca63dbc30de8bdcd731a9025c18384324e5e"
"2011","","DTRA","2011-04","2011-06","1","0.503","false","","C","FFP","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-e4dbc476b9a90a3e735805c76f9804d338c7a625","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-3801eb058b9fadff7efd0c8b336359b4d1dfe185"
"2011","","AFMC/ESC","2011-09","2012-08","1","0.607","true","","C","FFP","2011-01","","26acbf055b8d0657bb2aa1c33467c0793c92be7c-0-30ce265606314973e9055a682c079c2715269d1f","26acbf055b8d0657bb2aa1c33467c0793c92be7c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","26acbf055b8d0657bb2aa1c33467c0793c92be7c-0-5a0746c05352ccbdd9474c829fb522ea05c17c88"
"2013","","AFSPC/SMC","2012-10","2012-11","0","0.000","true","","C","CPAF","","","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-0-8ac4fe8a4c941616ca08ad53703d5ecd9f772275","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-0-dc6b3775e36888eb23a4adc42bfb0b0c6be7a841"
"2013","","AFSPC/SMC","2012-12","2013-01","0","0.000","true","","C","FPIF","2012-04","","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-0-2d8f1514a4e63aa279a74d5135a64eae08977ef2","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-1-5ef65ad32349d0b26d43f80742ddcb1f97832de9"
