"FiscalYear_val","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","SpecsAvailableNow_val","RFPIssueDate_val","ContractMethod_val","ContractType_val","FundingVehicle_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_@footnote","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val","MonthlyDeliveryScheduleTotal_ProcQuantity_val","MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2019","SMC, LA AFB, CA","2018-10","2018-10","1","500.499","true","2012-03","","","Various","","","","","","","","e2d55092ee3968eb6944de244cb99f056d51eb0f-2-9f4a67c87f28b82402fafaa0b595ede0f49998db","e2d55092ee3968eb6944de244cb99f056d51eb0f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","e2d55092ee3968eb6944de244cb99f056d51eb0f-1-7de161cd56d566dffb65223a88610ad5d47a34da"
"2020","SMC, LA AFB, CA","2019-10","2019-10","1","509.519","true","2018-10","","","Various","","","","","","","","e2d55092ee3968eb6944de244cb99f056d51eb0f-0-97966c65c377fc012df7d71fb41b9b66ade9748f","e2d55092ee3968eb6944de244cb99f056d51eb0f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","e2d55092ee3968eb6944de244cb99f056d51eb0f-2-ac96fec9004d7cc610bc24e3038fb630e6900484"
"2007","SMC","2006-10","2011-05","3","0","true","1998-01","C","FFP","","Air Force","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-1e3a3a69df561bf2b5b522b7482f6380772ca187-0-dad53e64c58926e6c52fc42199da5a2cb31906bd","0","","","1e3a3a69df561bf2b5b522b7482f6380772ca187-0-3ae5502c89e4f7b9ebc82a8827d2566779986f56","1e3a3a69df561bf2b5b522b7482f6380772ca187","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","1e3a3a69df561bf2b5b522b7482f6380772ca187-0-49561ff645c5296132242f81e56e38a86a5358af"
"2008","SMC","2007-10","2012-09","4","0","true","1998-01","C","FFP","","Air Force","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-1e3a3a69df561bf2b5b522b7482f6380772ca187-1-7796c3f4534fdcf34bf658f5fcccd82ba0fe0080","0","","","1e3a3a69df561bf2b5b522b7482f6380772ca187-1-bf171d0a58d54834e1911982044379da0cbb187d","1e3a3a69df561bf2b5b522b7482f6380772ca187","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","1e3a3a69df561bf2b5b522b7482f6380772ca187-0-49561ff645c5296132242f81e56e38a86a5358af"
"2009","SMC","2008-10","2013-03","2","0","true","2008-01","SS","FFP","","Air Force","","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-1e3a3a69df561bf2b5b522b7482f6380772ca187-2-9526c509c673abb42f0aa5b909b630af983fb24b","0","","","1e3a3a69df561bf2b5b522b7482f6380772ca187-2-54129ddc59aa0855a94bdc29b06e4a51c54f5d6e","1e3a3a69df561bf2b5b522b7482f6380772ca187","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","1e3a3a69df561bf2b5b522b7482f6380772ca187-0-49561ff645c5296132242f81e56e38a86a5358af"
"2010","SMC","2009-11","2012-01","3","0","true","2009-01","SS","FFP","","Air Force","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-1e3a3a69df561bf2b5b522b7482f6380772ca187-3-4f2171804188fd78a8eee56e45ff6a5fb479a1eb","0","","","1e3a3a69df561bf2b5b522b7482f6380772ca187-3-222920c39ab1308c43df8a179c9ff4368b70e87e","1e3a3a69df561bf2b5b522b7482f6380772ca187","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","1e3a3a69df561bf2b5b522b7482f6380772ca187-0-49561ff645c5296132242f81e56e38a86a5358af"
"2011","SMC","2010-11","2012-11","3","0","true","2010-01","SS","FFP","","Air Force","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-1e3a3a69df561bf2b5b522b7482f6380772ca187-4-9ec46f2ef00f3f8a9471c2fde92d20d7193779ae","0","","","1e3a3a69df561bf2b5b522b7482f6380772ca187-4-589aa37b5d19ebedf33a1725959ed1051f288071","1e3a3a69df561bf2b5b522b7482f6380772ca187","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","1e3a3a69df561bf2b5b522b7482f6380772ca187-0-49561ff645c5296132242f81e56e38a86a5358af"
"2012","SMC","2012-01","2014-01","4","0","true","2011-05","SS","FFP","","Air Force","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-1e3a3a69df561bf2b5b522b7482f6380772ca187-5-34e5f3fbdf22886523896150b840e786818dc407","0","","","1e3a3a69df561bf2b5b522b7482f6380772ca187-5-1efb120f336dcd3f6a2a512e58fdcc8ddd7eaa6f","1e3a3a69df561bf2b5b522b7482f6380772ca187","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","1e3a3a69df561bf2b5b522b7482f6380772ca187-0-49561ff645c5296132242f81e56e38a86a5358af"
"2013","SMC","2012-10","2014-10","4","0","true","2011-12","SS","FFP","","Air Force","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-1e3a3a69df561bf2b5b522b7482f6380772ca187-6-bf2f2c65d7589aaf0ef59838e61edf9a63af55bb","0","","","1e3a3a69df561bf2b5b522b7482f6380772ca187-6-31d9f4971504c0a5080be5d23ebf66dfb73341c7","1e3a3a69df561bf2b5b522b7482f6380772ca187","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","1e3a3a69df561bf2b5b522b7482f6380772ca187-0-49561ff645c5296132242f81e56e38a86a5358af"
"2014","SMC","2013-10","2015-10","5","0","true","2011-12","SS","FFP","","Air Force","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-1e3a3a69df561bf2b5b522b7482f6380772ca187-7-0777352c6d19d6b50c0a1cf0a7a2632fb8c1b4bb","0","","","1e3a3a69df561bf2b5b522b7482f6380772ca187-7-5a4b0dcdfaa990a578f5b846183783968d233cbf","1e3a3a69df561bf2b5b522b7482f6380772ca187","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","1e3a3a69df561bf2b5b522b7482f6380772ca187-0-49561ff645c5296132242f81e56e38a86a5358af"
"2015","SMC","2014-10","2016-10","5","0","true","2011-12","SS","FFP","","Air Force","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-1e3a3a69df561bf2b5b522b7482f6380772ca187-8-d835083a4a18b30f74a3f75eb34bf51d41b0de09","0","","","1e3a3a69df561bf2b5b522b7482f6380772ca187-8-617658b499d09a253f621e275718f1da3713317c","1e3a3a69df561bf2b5b522b7482f6380772ca187","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","1e3a3a69df561bf2b5b522b7482f6380772ca187-0-49561ff645c5296132242f81e56e38a86a5358af"
"2016","SMC","2015-10","2017-10","5","0","true","2011-12","SS","FFP","","Air Force","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-1e3a3a69df561bf2b5b522b7482f6380772ca187-9-ad746c5910e519063bd9b5f71c4fc156265ea162","0","","","1e3a3a69df561bf2b5b522b7482f6380772ca187-9-5fb3fbe4768e188d517632c64cfd5a21fb128032","1e3a3a69df561bf2b5b522b7482f6380772ca187","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","1e3a3a69df561bf2b5b522b7482f6380772ca187-0-49561ff645c5296132242f81e56e38a86a5358af"
"2017","SMC","2016-10","2018-10","5","0","true","2011-12","SS","FFP","","Air Force","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-1e3a3a69df561bf2b5b522b7482f6380772ca187-10-ddf156abd2a0b663fbb54a3659e628c9c28daaad","0","","","1e3a3a69df561bf2b5b522b7482f6380772ca187-10-b238fceca993b169ea5c4b4dbd866d2b818bcaf7","1e3a3a69df561bf2b5b522b7482f6380772ca187","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","1e3a3a69df561bf2b5b522b7482f6380772ca187-0-49561ff645c5296132242f81e56e38a86a5358af"
