"Name_val","Name_@footnote","WhenRequiredInMonths_val","Cost_AllPriorYears_val","Cost_PriorYear_val","Cost_CurrentYear_val","Cost_BudgetYearOne_val","Cost_BudgetYearTwo_val","Cost_BudgetYearThree_val","Cost_BudgetYearFour_val","Cost_Total_val","Cost_BudgetYearFive_val","Cost_ToComplete_val","Cost_Continuing_val","ManufacturerList_Manufacturer","QuantityPerAssembly_val","ForFY_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"UH-1Y Cabin Materials","","7","97.624","24.014","17.533","","","","","","","","","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList-c53901fbea2fd77bc3efdc26916cba7566e8ed0e-1-b394a6816001347390c046eddcf10f0c5c60e43c","0","","c53901fbea2fd77bc3efdc26916cba7566e8ed0e-1-30014754e42d2940af9fa2eda6d1514a421aab72","c53901fbea2fd77bc3efdc26916cba7566e8ed0e","root.record.ItemExhibitList.P5Item","c53901fbea2fd77bc3efdc26916cba7566e8ed0e-0-d2ae9c462174fae9abd329cf5c806f99e8982993"
"Other (forgings, bearings, shafts, castings, bolts, pins, etc.)","","13","34.401","8.971","6.551","","","","","","","","","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList-c53901fbea2fd77bc3efdc26916cba7566e8ed0e-2-efd3ce7acb391f21f5ffce75f8da668ed204245c","0","","c53901fbea2fd77bc3efdc26916cba7566e8ed0e-2-ff104df1905434f9ecfb70cb8e17d889376d6466","c53901fbea2fd77bc3efdc26916cba7566e8ed0e","root.record.ItemExhibitList.P5Item","c53901fbea2fd77bc3efdc26916cba7566e8ed0e-0-d2ae9c462174fae9abd329cf5c806f99e8982993"
"AH-1Z Cabin Materials","","7","52.633","14.732","23.379","36.272","","","","","","","","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList-c53901fbea2fd77bc3efdc26916cba7566e8ed0e-0-db9c7af13f0d7af216c82a8b650b23e1c31f101c","0","","c53901fbea2fd77bc3efdc26916cba7566e8ed0e-0-4132ac5e0559c4ff609ccf43439d2a18efa8c538","c53901fbea2fd77bc3efdc26916cba7566e8ed0e","root.record.ItemExhibitList.P5Item","c53901fbea2fd77bc3efdc26916cba7566e8ed0e-1-8bdf20afd373d7133bb68fa1b872ad007efc56fe"
"Dynamic Component Parts","","8","9.208","2.577","4.09","6.345","","","","","","","","","1","","c53901fbea2fd77bc3efdc26916cba7566e8ed0e-1-5f2ebb43ba48a710885fb4e6a497edf94c4bb145","c53901fbea2fd77bc3efdc26916cba7566e8ed0e","root.record.ItemExhibitList.P5Item","c53901fbea2fd77bc3efdc26916cba7566e8ed0e-1-8bdf20afd373d7133bb68fa1b872ad007efc56fe"
"Other (forgings, bearings, shafts, castings, bolts, pins, etc.)","","13","19.664","5.503","8.733","13.551","","","","","","","","","0","","c53901fbea2fd77bc3efdc26916cba7566e8ed0e-2-0d6e621c5c48976066ce0321acf829899633a439","c53901fbea2fd77bc3efdc26916cba7566e8ed0e","root.record.ItemExhibitList.P5Item","c53901fbea2fd77bc3efdc26916cba7566e8ed0e-1-8bdf20afd373d7133bb68fa1b872ad007efc56fe"
"Airframe/Engines/Accessories: MC-130J Airframe Equipment","","12","168.122","20","80","60","50","60","50","488.122","","","","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList-cd6fd205ef9862f459ef8178a198b26aaedf652a-0-aeac7e343b6da339b22275c45419449c61320424","","","cd6fd205ef9862f459ef8178a198b26aaedf652a-0-5d6faa0d9ddad07134fa84a936d2cc5074593a90","cd6fd205ef9862f459ef8178a198b26aaedf652a","root.record.ItemExhibitList.P5Item","cd6fd205ef9862f459ef8178a198b26aaedf652a-0-b38944e5ff4dc109e16e663052d29c66ade9f775"
"Prior Years EOQ/Long Lead","","0","1128.53","","","","","","","","","","","","0","","ea44340975568d173a5c23182d67ccbb3d155c9e-0-c2ac88adcd114eba60372b8b24ef40c04680f1c2","ea44340975568d173a5c23182d67ccbb3d155c9e","root.record.ItemExhibitList.P5Item","ea44340975568d173a5c23182d67ccbb3d155c9e-0-2cdefea6990c8a3f7cc832deeb321422ee8ee009"
"FY13 Long Lead","","0","59.073","","","","","","","","","","","","0","","ea44340975568d173a5c23182d67ccbb3d155c9e-1-83b12ba94a658bf7d9c4f24bfcc2dae516120197","ea44340975568d173a5c23182d67ccbb3d155c9e","root.record.ItemExhibitList.P5Item","ea44340975568d173a5c23182d67ccbb3d155c9e-0-2cdefea6990c8a3f7cc832deeb321422ee8ee009"
"FY14 Long Lead","","0","62.484","","","","","","","","","","","","0","","ea44340975568d173a5c23182d67ccbb3d155c9e-2-9fac42a5b3fd277c50e5fabb2e6c9144b61c2058","ea44340975568d173a5c23182d67ccbb3d155c9e","root.record.ItemExhibitList.P5Item","ea44340975568d173a5c23182d67ccbb3d155c9e-0-2cdefea6990c8a3f7cc832deeb321422ee8ee009"
"FY14 EOQ","","0","18.05","","","","","","","","","","","","0","","ea44340975568d173a5c23182d67ccbb3d155c9e-3-2eb47f5224476be8365adb28c83f47b426fc9031","ea44340975568d173a5c23182d67ccbb3d155c9e","root.record.ItemExhibitList.P5Item","ea44340975568d173a5c23182d67ccbb3d155c9e-0-2cdefea6990c8a3f7cc832deeb321422ee8ee009"
"FY15 Long Lead","","0","","40.017","","","","","","","","","","","0","","ea44340975568d173a5c23182d67ccbb3d155c9e-4-8bb9cf5fe8e919baeeacac8040a489f45b00fc46","ea44340975568d173a5c23182d67ccbb3d155c9e","root.record.ItemExhibitList.P5Item","ea44340975568d173a5c23182d67ccbb3d155c9e-0-2cdefea6990c8a3f7cc832deeb321422ee8ee009"
"FY15 EOQ","","0","15.69","","","","","","","","","","","","0","","ea44340975568d173a5c23182d67ccbb3d155c9e-5-e75ea44d2fcf3188ac8bc6c4f16e88521e9daf24","ea44340975568d173a5c23182d67ccbb3d155c9e","root.record.ItemExhibitList.P5Item","ea44340975568d173a5c23182d67ccbb3d155c9e-0-2cdefea6990c8a3f7cc832deeb321422ee8ee009"
"FY16 Long Lead","","0","","","40.41","","","","","","","","","","0","","ea44340975568d173a5c23182d67ccbb3d155c9e-6-de3ac55a03148cb7359f75e6ba1a7a4d5ecc55ae","ea44340975568d173a5c23182d67ccbb3d155c9e","root.record.ItemExhibitList.P5Item","ea44340975568d173a5c23182d67ccbb3d155c9e-0-2cdefea6990c8a3f7cc832deeb321422ee8ee009"
"FY16 EOQ","","0","15.69","5.898","","","","","","","","","","","0","","ea44340975568d173a5c23182d67ccbb3d155c9e-7-365d96b5ec9bb28e4da10d2276444ed69a92a924","ea44340975568d173a5c23182d67ccbb3d155c9e","root.record.ItemExhibitList.P5Item","ea44340975568d173a5c23182d67ccbb3d155c9e-0-2cdefea6990c8a3f7cc832deeb321422ee8ee009"
"FY17 Long Lead","","0","","","","38.59","","","","","","","","","0","","ea44340975568d173a5c23182d67ccbb3d155c9e-8-17bd9b8810bd4f6761e9a7ce176f7cc8bd76dcee","ea44340975568d173a5c23182d67ccbb3d155c9e","root.record.ItemExhibitList.P5Item","ea44340975568d173a5c23182d67ccbb3d155c9e-0-2cdefea6990c8a3f7cc832deeb321422ee8ee009"
"FY17 EOQ","","0","14.87","3.546","","","","","","","","","","","0","","ea44340975568d173a5c23182d67ccbb3d155c9e-9-deb5a71e87ed6b7fd511f39e177c159518c18f89","ea44340975568d173a5c23182d67ccbb3d155c9e","root.record.ItemExhibitList.P5Item","ea44340975568d173a5c23182d67ccbb3d155c9e-0-2cdefea6990c8a3f7cc832deeb321422ee8ee009"
"GPS III SV 03-10","","0","259.97","52.167","","","","","","312.137","","","","","","","ed8a6d3a0c6c5544f1275c0f968ce86c468d5eb2-0-c82655bfd3e1201b4395229aaca399f71e95f825","ed8a6d3a0c6c5544f1275c0f968ce86c468d5eb2","root.record.ItemExhibitList.P5Item","ed8a6d3a0c6c5544f1275c0f968ce86c468d5eb2-0-f2c128373c3fe6fe8624baed20159fc3f18eb1d9"
"CFE - Airframe T.L.","","0","376.326","","","","","","","","","","","","1","","fb836cf9fb1059f9b9e962ba2833969a13ccc43b-0-03e130005ad2046e8d1d3799409c06acd65a6605","fb836cf9fb1059f9b9e962ba2833969a13ccc43b","root.record.ItemExhibitList.P5Item","fb836cf9fb1059f9b9e962ba2833969a13ccc43b-0-a0776f917f94eb6a512f7379720c00ac554ed43e"
"CC/Avionics - T.L./Other","","0","554.46","","","","","","","","","","","","1","","fb836cf9fb1059f9b9e962ba2833969a13ccc43b-1-e1bd507dc3aebb6c0e6ec1ffd40841b84a23eb03","fb836cf9fb1059f9b9e962ba2833969a13ccc43b","root.record.ItemExhibitList.P5Item","fb836cf9fb1059f9b9e962ba2833969a13ccc43b-0-a0776f917f94eb6a512f7379720c00ac554ed43e"
