"FiscalYear_val","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","FundingVehicle_val","SpecsAvailableNow_val","RFPIssueDate_val","ContractMethod_val","ContractType_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2015","See End Item P-5A","2015-01","2016-07","8.533","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-1-01fa18d155300c9e9f026b043669576c0c212fb6","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-3-9ef4c864522fb0ba3b19967e352474f4680832a7"
"2014","See End Item P-5A","2014-01","2015-02","1.548","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-0-2990d22d2e4e7b9f0b2db58be533b02c0f84b29c","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-4-8d4dfbb4e67d69442279d7736fac8d39207beb3c"
"2015","See End Item P-5A","2015-01","2016-02","1.548","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-1-7b465082258dc9512929a35dd8b2d6516f0e608d","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-4-8d4dfbb4e67d69442279d7736fac8d39207beb3c"
"2014","See End Item P-5A","2014-01","2015-01","0.351","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-0-4604294c559eb239f49264450c20b5410250980c","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-5-c5755ade96bf3c4bec393b9534cf7a4f53e2278b"
"2015","See End Item P-5A","2015-01","2016-01","0.351","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-1-1cbc268e081fcba3b39d93115918c83ce0423ac9","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-5-c5755ade96bf3c4bec393b9534cf7a4f53e2278b"
"2014","See End Item P-5A","2014-01","2015-02","0.916","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-0-6689929a7cb19611b97b79e56a1ba02c5e60f5c9","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-6-d3e6d3eeed03af75cc8e6a2494094a90eb507060"
"2015","See End Item P-5A","2015-01","2016-02","0.916","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-1-7762cb21214de40e95a0d1fe75fa2fa6a56bd604","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-6-d3e6d3eeed03af75cc8e6a2494094a90eb507060"
"2014","See End Item P-5A","2014-01","2015-01","0.543","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-0-29334091698d1431c3bf868e22005222dbba8688","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-7-d632015cdae07bb102b8a61486b1bbfb01f47395"
"2015","See End Item P-5A","2015-01","2016-01","0.543","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-1-9eab696ecf0dab4f14997d2bfc586acd4fa7768c","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-7-d632015cdae07bb102b8a61486b1bbfb01f47395"
"2014","See End Item P-5A","2014-02","2015-08","70","708.72","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-0-1a455cf4cbfb41c926d53b98aea66941a20fdbb3","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-0-84c5b76d8dc7f523c6905f7a7a93bc56d845d939"
"2015","See End Item P-5A","2015-01","2016-07","70","708.72","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-1-37f8a0705d768f98d66a83eba0682f437b7efd29","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-0-84c5b76d8dc7f523c6905f7a7a93bc56d845d939"
"2016","See End Item P-5A","2016-01","2016-01","82","708.72","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-2-cc4414ab178c90ef6518b4c6d046e1646c3e34f6","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-0-84c5b76d8dc7f523c6905f7a7a93bc56d845d939"
"2014","See End Item P-5A","2014-02","2014-08","70","42.902","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-0-91c182d294c506254ca5e92007f8d7d96f253e33","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-1-fb4cca56455915ded3969073df73037f226fc321"
"2015","See End Item P-5A","2015-01","2015-07","70","42.902","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-1-e87ac2e8ca77f1e2a9dc650a1c7f78178cb9897d","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-1-fb4cca56455915ded3969073df73037f226fc321"
"2016","See End Item P-5A","2016-01","2016-01","82","42.902","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-2-7851929994e9e6fb9dde258e9e3f689bb8336096","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-1-fb4cca56455915ded3969073df73037f226fc321"
"2014","See End Item P-5A","2014-02","2015-04","140","329.695","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-0-0c7d0744570172f0a8eea33d72d3b56278346ad5","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-2-5317931ee6834c6e565289f6cc59fc91ae28238c"
"2015","See End Item P-5A","2015-01","2016-03","140","329.695","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-1-bf96a1cf89a756e9478bd1c6a5d6bea24de2e2b4","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-2-5317931ee6834c6e565289f6cc59fc91ae28238c"
"2016","See End Item P-5A","2016-01","2016-01","164","329.695","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-2-1efec33624d2580694164df3d0a26a3b2d5451af","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-2-5317931ee6834c6e565289f6cc59fc91ae28238c"
"2014","See End Item P-5A","2014-02","2015-02","140","53.256","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-0-cb4404dd213c67a510c31065bcb4d8fab43aa4f4","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-3-3c41a4997c3e5faf51191de3b1fb27d81e7e6194"
"2015","See End Item P-5A","2015-01","2016-01","140","53.256","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-1-fb6c133389c862380d2f425e83cd37b33f4e8424","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-3-3c41a4997c3e5faf51191de3b1fb27d81e7e6194"
"2016","See End Item P-5A","2016-01","2016-01","164","53.256","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-2-8a7822aae45d242765cdea09b410ce391bce73e4","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-3-3c41a4997c3e5faf51191de3b1fb27d81e7e6194"
"2014","See End Item P-5A","2014-02","2014-11","70","32.22","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-0-2ae823080ddafa9822ff3c47346eae2c8808fdd4","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-4-e816f2d528491456c6b0779ce6751c70681d99d3"
"2015","See End Item P-5A","2015-01","2015-10","70","32.22","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-1-6f1e105fccc95b22b6dbde8d9a97c6b2cbb7c6c8","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-4-e816f2d528491456c6b0779ce6751c70681d99d3"
"2016","See End Item P-5A","2016-01","2016-01","82","32.22","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-2-0dbba401718e91b349a6004af7493cb7645ace83","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-4-e816f2d528491456c6b0779ce6751c70681d99d3"
"2014","See End Item P-5A","2015-01","2016-03","0","0","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-0-7e5aa53a1573dc32c2378ff19924290c4708e0f7","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-5-e3bd56f1506171c3a86a2295be606ebe92317ba0"
"2014","See End Item P-5A","2015-01","2016-01","0","0","Various","","","","","b230e503cab545e740ad67c0aed66aa7190f6f12-0-879ab53c08fc0fbec7e710103bac677bcb742003","b230e503cab545e740ad67c0aed66aa7190f6f12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b230e503cab545e740ad67c0aed66aa7190f6f12-6-148748b18c52f73a10f626e283143c1c93c4bdcc"
