"FiscalYear_val","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","SpecsAvailableNow_val","RFPIssueDate_val","ContractMethod_val","ContractType_val","FundingVehicle_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencySuffix_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2016","AFMC/ESC","2016-09","2017-07","2","0.765","true","","C","FFP","","","","","","","43e2e803492fd209412fc604bdaaf304244f6624-0-2a9cae00bcd1a57a624e5e3c74dd2d1d47396d12","43e2e803492fd209412fc604bdaaf304244f6624","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","43e2e803492fd209412fc604bdaaf304244f6624-0-7c68935fb3478c36f1fcc7f236d192c94f43533c"
"2014","AFMC/ESC","2015-05","2016-02","113","0.041","true","","C","FFP","","","","","","","748da10e360b594e01c72295ca8d43247964637b-0-b48c5edf58ab5ab56d1add97f0e7fb2157c34460","748da10e360b594e01c72295ca8d43247964637b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","748da10e360b594e01c72295ca8d43247964637b-0-fac7efbe155aee1e1d1f4594e40b5299391545b2"
"2015","AFMC/ESC","2016-06","2017-04","32","0.273","true","","C","FFP","","","","","","","748da10e360b594e01c72295ca8d43247964637b-1-df4e9fcd5df37a5bfd5ccd2b9bae2669a477b6a7","748da10e360b594e01c72295ca8d43247964637b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","748da10e360b594e01c72295ca8d43247964637b-0-fac7efbe155aee1e1d1f4594e40b5299391545b2"
"2014","AFMC/ESC","2015-02","2015-12","4","0.150","true","","C","FFP","","","","","","","748da10e360b594e01c72295ca8d43247964637b-0-5ec6a39b5bbf7dcdadfd2e6610cba806b43f6123","748da10e360b594e01c72295ca8d43247964637b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","748da10e360b594e01c72295ca8d43247964637b-0-d92a98e23c1fb3d29c47ee878585925737b79379"
"2015","AFMC/ESC","2016-02","2016-03","5","0.930","true","","C","FFP","","","","","","","748da10e360b594e01c72295ca8d43247964637b-1-72eb7eb38b52ee8dab45c252145e73fa6a054531","748da10e360b594e01c72295ca8d43247964637b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","748da10e360b594e01c72295ca8d43247964637b-0-d92a98e23c1fb3d29c47ee878585925737b79379"
"2011","SSP - Crystal City, VA","2010-12","2014-02","4","12200.000","true","","","","Various","Navy","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-79c7f3d737ccdcc5177888e186b36bfa0c539655-0-9b075700331879c0e36ead4d04fdec5e386f3dec","","","79c7f3d737ccdcc5177888e186b36bfa0c539655-0-251c0e571e458ef76780a38400164c1f70d4e79f","79c7f3d737ccdcc5177888e186b36bfa0c539655","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","79c7f3d737ccdcc5177888e186b36bfa0c539655-0-0d49eec91728969895b7f55d2ecdd228dc847f32"
"2012","SSP - Washington Navy Yard","2011-12","2015-02","12","27700.000","true","","","","Various","Navy","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-79c7f3d737ccdcc5177888e186b36bfa0c539655-1-7ee020785134f24d036192bad38395d72c45fdc3","","","79c7f3d737ccdcc5177888e186b36bfa0c539655-1-d48c93b4e77935e4a65138cd9655f83b759e9728","79c7f3d737ccdcc5177888e186b36bfa0c539655","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","79c7f3d737ccdcc5177888e186b36bfa0c539655-0-0d49eec91728969895b7f55d2ecdd228dc847f32"
"2013","SSP - Washington Navy Yard","2012-12","2016-02","12","28266.667","true","","","","Various","Navy","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-79c7f3d737ccdcc5177888e186b36bfa0c539655-2-4599b610e8d5344459cc762ef360bf2c58ddcb1b","","","79c7f3d737ccdcc5177888e186b36bfa0c539655-2-75ae60005a422097099458f1636ba7fa5a5cdb5b","79c7f3d737ccdcc5177888e186b36bfa0c539655","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","79c7f3d737ccdcc5177888e186b36bfa0c539655-0-0d49eec91728969895b7f55d2ecdd228dc847f32"
"2014","SSP - Washington Navy Yard","2013-11","2017-02","12","22125.000","true","","","","Various","Navy","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-79c7f3d737ccdcc5177888e186b36bfa0c539655-3-f8d5dd9fe2a7c8d4048b0b4956111c437c32c5d5","","","79c7f3d737ccdcc5177888e186b36bfa0c539655-3-c083ab237bc48f392b3826bde2ec788393cf3bb3","79c7f3d737ccdcc5177888e186b36bfa0c539655","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","79c7f3d737ccdcc5177888e186b36bfa0c539655-0-0d49eec91728969895b7f55d2ecdd228dc847f32"
"2015","SSP - Washington Navy Yard","2014-11","2018-02","12","22816.667","true","","","","Various","Navy","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-79c7f3d737ccdcc5177888e186b36bfa0c539655-4-c808bafb6f98c91eb39f0b8aebd7963752935b1b","","","79c7f3d737ccdcc5177888e186b36bfa0c539655-4-2a821950e8fe5e0ab1bb1977f30001390dde0db3","79c7f3d737ccdcc5177888e186b36bfa0c539655","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","79c7f3d737ccdcc5177888e186b36bfa0c539655-0-0d49eec91728969895b7f55d2ecdd228dc847f32"
"2016","SSP - Washington Navy Yard","2015-11","2019-02","12","23366.667","true","","","","Various","Navy","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-79c7f3d737ccdcc5177888e186b36bfa0c539655-5-33e78f1f29d8db4cca8264a1ceb68bb1c61303a3","","","79c7f3d737ccdcc5177888e186b36bfa0c539655-5-568f7ac9499912c285363c6b7ccf6165ba33244a","79c7f3d737ccdcc5177888e186b36bfa0c539655","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","79c7f3d737ccdcc5177888e186b36bfa0c539655-0-0d49eec91728969895b7f55d2ecdd228dc847f32"
"2015","DITCO SCOTT AFB, IL","2015-04","2015-08","16.000","0.350","true","2014-03","C","FFP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-0-88131118ad7af9afa26da0f467e4e9bbdfa93134","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-ec84a6412aba847d708102d64ccaac7ecc031603"
"2017","Hill AFB, UT","2017-01","2017-10","6.000","0.021","false","2016-10","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-0-1ebd8fe13911cd908886cb203b92892feef7e2af","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-3ca3207093d64a6e9e7c04bc89eca626d45d784c"
"2016","Hill AFB, UT","2015-11","2016-08","8.000","0.016","false","2015-10","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-1-1eb14f4de70e934ece7bbd0935ca68ca31350832","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-3ca3207093d64a6e9e7c04bc89eca626d45d784c"
"2018","Hill AFB, UT","2018-01","2018-09","8.000","0.025","false","2017-10","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-2-a2d6ebb0889565d3f15f86ff32e3f1b12f5988fa","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-3ca3207093d64a6e9e7c04bc89eca626d45d784c"
"2014","Hill AFB, UT","2014-03","2014-09","21.000","0.016","true","2013-10","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-3-1e8dd69009c22ba3a9de7bd5317bfea190da4dcc","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-3ca3207093d64a6e9e7c04bc89eca626d45d784c"
"2015","Hill AFB, UT","2015-03","2015-11","6.000","0.022","true","2014-11","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-4-1c97a704c0174ea98f4f4acf454cf570f1c3364b","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-3ca3207093d64a6e9e7c04bc89eca626d45d784c"
"2014","Hill AFB, UT","2014-03","2014-03","10.000","0.410","true","2014-01","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-0-e05a102c3daf2b5ed7c759747aba08dd4e355e9d","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-db7654dcbde7c9f0a717904f42f3e8c5beb51f8c"
"2017","HiLL AFB, UT","2017-03","2017-03","1.000","0.697","false","2017-01","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-1-37fbcbc4881c726660c0b23309408d4e808bb7d3","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-db7654dcbde7c9f0a717904f42f3e8c5beb51f8c"
"2015","Hill AFB, UT","2015-03","2015-03","11.000","0.410","true","2015-01","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-2-00329c7233a77571aa6db99fbdd29f4c4e500579","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-db7654dcbde7c9f0a717904f42f3e8c5beb51f8c"
"2016","Hill AFB, UT","2016-03","2016-03","2.000","0.403","false","2016-01","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-3-d0df40e19b3c30f80b6af7334759d7553669e51c","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-db7654dcbde7c9f0a717904f42f3e8c5beb51f8c"
"2018","Hill AFB, UT","2018-03","2018-06","4.000","0.040","false","2018-01","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-0-85a7224d1a848120ad5e2588cc38186cfaa7808c","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-35fc55d2cc7f42af19cbdc5656f90b8cb282f13e"
"2016","Hill AFB, UT","2016-03","2016-06","2.000","0.041","false","2016-01","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-1-11790f3773467e84af36019293f51c55ca29029c","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-35fc55d2cc7f42af19cbdc5656f90b8cb282f13e"
"2019","Hill AFB, UT","2019-03","2019-06","4.000","0.040","false","2019-01","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-2-17b8044a0f88dd3ae366133e0e35b5e49f1be2b6","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-35fc55d2cc7f42af19cbdc5656f90b8cb282f13e"
"2017","Hill AFB, UT","2017-03","2017-06","7.000","0.035","false","2017-01","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-3-8fc71a824a501a8f672f0c92d29f2dde9fdd91aa","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-35fc55d2cc7f42af19cbdc5656f90b8cb282f13e"
"2020","Hill AFB, UT","2020-03","2020-06","4.000","0.040","false","2019-01","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-4-ff796e74d04b4a6de0c212ac9f56910aeb73a2a8","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-35fc55d2cc7f42af19cbdc5656f90b8cb282f13e"
"2017","Hill AFB, UT","2017-03","2017-06","3.000","0.030","false","2017-01","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-0-90a332e07465e3c37e5faa7ba261356bb1876d77","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-0cdddb110a4c45c0d9ef96f165980cc69b743759"
"2016","Hill AFB, UT","2016-03","2016-06","3.000","0.030","false","2016-01","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-1-466b266a7fb30d09ba9610c1f9284a6cb1e0e90e","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-0cdddb110a4c45c0d9ef96f165980cc69b743759"
"2018","Hill AFB, UT","2018-03","2018-06","6.000","0.032","false","2018-01","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-2-aadbb1b3e3585558a1f0b29f6567c9d8827805a2","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-0cdddb110a4c45c0d9ef96f165980cc69b743759"
"2019","Hill AFB, UT","2019-03","2019-06","6.000","0.042","false","2017-01","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-3-e88b9de36ea4328fb71a1acec772fa58ff004e72","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-0cdddb110a4c45c0d9ef96f165980cc69b743759"
"2020","Hill AFB, UT","2020-03","2020-06","6.000","0.042","false","2018-01","SS","FP","","","","","","","96845d841bb56f7d464f46bafc88308d8c6802de-4-001b2ee923e564351b72b697c7093c97431204d4","96845d841bb56f7d464f46bafc88308d8c6802de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","96845d841bb56f7d464f46bafc88308d8c6802de-0-0cdddb110a4c45c0d9ef96f165980cc69b743759"
"2014","ARMY/ACC","2014-10","2016-09","5347","900.000","true","","","","MIPR","","","","","","f0bd92528e0a1d294657f8bf2cea2f88cc56bbc0-0-e0c43cd4ff29b680885412c7dade9cd55977af85","f0bd92528e0a1d294657f8bf2cea2f88cc56bbc0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","f0bd92528e0a1d294657f8bf2cea2f88cc56bbc0-0-bc8781ec2979d040db0965538d0747ddcf7e051d"
"2015","ARMY/ACC","2015-10","2016-12","100","900.000","true","","","","MIPR","","","","","","f0bd92528e0a1d294657f8bf2cea2f88cc56bbc0-1-18a48f1bf99f05ad46da4a70a6af030799c8977a","f0bd92528e0a1d294657f8bf2cea2f88cc56bbc0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","f0bd92528e0a1d294657f8bf2cea2f88cc56bbc0-0-bc8781ec2979d040db0965538d0747ddcf7e051d"
"2016","ARMY/ACC","2016-10","2017-01","1603","900.000","true","","","","MIPR","","","","","","f0bd92528e0a1d294657f8bf2cea2f88cc56bbc0-2-0eed4726880dad24721bcf0c9c2d42c8b7e2e3bf","f0bd92528e0a1d294657f8bf2cea2f88cc56bbc0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","f0bd92528e0a1d294657f8bf2cea2f88cc56bbc0-0-bc8781ec2979d040db0965538d0747ddcf7e051d"
"2014","AFLCMC Wright Patterson AFB","2013-10","2014-03","1","1.852","true","","","","Various","","","","","","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-704e810cca42fd69182ac8cde3a65e77d0c062de","f0d9823da88f7fe5fce0f1896af3d2614ab776c1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-e6988efbec9aad40a740c915dc167e6bb7f99ec0"
"2015","AFLCMC Wright Patterson AFB","2014-10","2015-03","1","0.207","true","","","","Various","","","","","","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-1-1ebd61a42b8724ff57414eeae96580d15037f994","f0d9823da88f7fe5fce0f1896af3d2614ab776c1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-e6988efbec9aad40a740c915dc167e6bb7f99ec0"
"2016","AFLCMC Wright Patterson AFB","2015-10","2016-03","1","0.141","true","","","","Various","","","","","","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-2-b3892fe0b91d1693dbe9b669db9a8adc0dbbf76f","f0d9823da88f7fe5fce0f1896af3d2614ab776c1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-e6988efbec9aad40a740c915dc167e6bb7f99ec0"
