"Title_val","PriorYear_Funding_val","PriorYear_Text_val","CurrentYear_Funding_val","CurrentYear_Text_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"MLRS Product Improvement Program","38.678","Execute the Improved Armored Cab (IAC) and Fire Control System Update (FCS-U) programs.  The IAC program provides increased crew protection, blast protection and numerous automotive and cab improvements that promote commonality between the M270A1 and HIMARS weapon systems.  Conducted Critical Design Review (CDR), built seven prototype cabs, conducted integration and checkout of cab to launcher, and began qualification test activities for the IAC program.  The FCS-U program mitigates hardware obsolescence and provides a government designed and built fire control system software that reduces Software Lines of Code and provides commonality between two weapon systems.  Completed PDR and are progressing to CDR in 1QFY15 for the FCS-U program.   Additional activities include the continuation to maintain C4I and network interoperability certification. Continue to improve system design and development hardware and software integration with upcoming C2 initiatives to include the COE and the NIE.","14.111","Complete testing for IAC that includes system level live fire testing, missile firing, user testing with field exercises and automotive/environmental testing.  Continue preparation for award of production contract for IAC.  Complete CDR for FCS-U and build protoypes to conduct qualification and certification tests.  Integrate FCS-U hardware with the Government developed Fire Control System Software that replaces aging contractor developed software.   Additional activities include FCS-U qualification tests, C4I/interoperability and network interoperability certification and maintenance. Redesign subsystems as required to mitigate obsolescence.  Continue to improve system design and development hardware and software integration with upcoming C2 initiatives to include the COE and the NIE.  Incorporate new assurance requirements into system software and evaluate IA performance.","60bc24ca87c7a397839defae33bb6c11c9dc3537-0-dd4c6b436468cc794d3f5fe23e821c9577635807","60bc24ca87c7a397839defae33bb6c11c9dc3537","root.record.ProjectList.Project","60bc24ca87c7a397839defae33bb6c11c9dc3537-0-62a76ad167c0e0e0bbce883533b0dbd3d3086b19"
"LHA(R) FLT Design and Total Ship Integration","50.000","LHA 8 Conducted, with industry, specification reading sessions of proposed contract designLHA 8 Initiated expanded Early Industry Involvement to develop each competitors cost estimateLHA 8 Initiated systematic review to identify major cost drivers and cost reduction opportunitiesLHA 8 Initiated vendor studies and break out analysis to identify cost savings","0.000","LHA 8 Conduct, with industry, specification reading sessions of final contract design LHA 8 Complete expanded Early Industry Involvement to develop each competitors cost basisLHA 8 Complete systematic review to identify major cost drivers and cost reduction opportunitiesLHA 8 Complete vendor studies and break out analysis to identify cost savingsLHA 8 Issue RFP for Advanced ProcurementFY 15 efforts financed with FY 14 carryover.","60edb0260eeb7e453bd1125af0f1ec17d3acff09-0-bdc7154bf6fa23bcf5e6ac3d0019c0ccf1b0b829","60edb0260eeb7e453bd1125af0f1ec17d3acff09","root.record.ProjectList.Project","60edb0260eeb7e453bd1125af0f1ec17d3acff09-8-99b7b3ab6e91446ac2a2b10af2cddd78ac8c7dfc"
"Program Increase","","","6.500","Program increase for night vision technology research.","612be922e1c4df45d6bad623a03c965c565acdd4-0-9a85efc33ed9f67f35a440949b3dacef3ab20a6e","612be922e1c4df45d6bad623a03c965c565acdd4","root.record.ProjectList.Project","612be922e1c4df45d6bad623a03c965c565acdd4-1-defd7d9d646d8589e7d007a7eebc928c05825dcd"
"Small Business Technology Insertion","0.000","N/A","15.000","N/A","641edac97520ba0483070a133007478f96fe4aa5-0-d1b66ed40590b60e00c57d6c12975df8ecc34335","641edac97520ba0483070a133007478f96fe4aa5","root.record.ProjectList.Project","641edac97520ba0483070a133007478f96fe4aa5-4-c1b4a844ce2cfd3d1e846e5fcdc0b9740bf91e2b"
"P-8A Sensor Development - Cong","5.000","N/A","0.000","N/A","641edac97520ba0483070a133007478f96fe4aa5-1-30d6057f69fce6228e3a826276638a8d5f9798a7","641edac97520ba0483070a133007478f96fe4aa5","root.record.ProjectList.Project","641edac97520ba0483070a133007478f96fe4aa5-4-c1b4a844ce2cfd3d1e846e5fcdc0b9740bf91e2b"
"Nanotechnology Research","4.000","This is a Congressional Interest Item. Designed an adaptation of methodology and processes that creates the foundation for environmentally controlled facilities for computer processing and consolidation of large nano-material products using nano-structured aluminum and copper alloys.  Developed adaptive and production scalable methodology to enable rapid processing of nano-coating, stable bulk nano-perform and stable near-net-shape components.","","","6acd9be8d4e2161a87d2215aa75aafebfa7ce74b-0-01f7d5de275abb0995804c318da704c61dea0c02","6acd9be8d4e2161a87d2215aa75aafebfa7ce74b","root.record.ProjectList.Project","6acd9be8d4e2161a87d2215aa75aafebfa7ce74b-0-f4a07d0946e4b5f732716c08530412fd553bb0f0"
"Materials Research","15.000","This is a Congressional Interest Item. Designed a multi-scale modeling capability for bulk material and component modeling; established magneto-thermodynamics and other mathematical  expressions describing fundamental laws in paramagnetic, diamagnetic, and ferromagnetic matter to further discover non-equilibrium, metastable, transformational, and otherwise currently non-existent matter and apply them to  manufacturing science, modeling, and simulation innovations.","","","6acd9be8d4e2161a87d2215aa75aafebfa7ce74b-1-1cb038b8121f49279885806b6c4f6e628fb7743b","6acd9be8d4e2161a87d2215aa75aafebfa7ce74b","root.record.ProjectList.Project","6acd9be8d4e2161a87d2215aa75aafebfa7ce74b-0-f4a07d0946e4b5f732716c08530412fd553bb0f0"
"Program Increase","","","18.000","Program increase for materials research","6acd9be8d4e2161a87d2215aa75aafebfa7ce74b-2-3c2ed0ab554877ce56fb2d7c6469fbd1bf61092a","6acd9be8d4e2161a87d2215aa75aafebfa7ce74b","root.record.ProjectList.Project","6acd9be8d4e2161a87d2215aa75aafebfa7ce74b-0-f4a07d0946e4b5f732716c08530412fd553bb0f0"
"Unexploded Ordinance and Landmine Detection Research","10.000","Further developed technologies that address counter-improvised explosive device (IED) requirements attributed to route clearance patrols and entry control points for mounted and dismounted applications.  The four thrust areas were Sensors for Explosive Threat Identification (Buried/Concealed Configurations); Standoff Side Attack/Squint Angle Threat Detection; Standoff (Pinpoint) Neutralization; and Advanced Signal and Image Processing.","","","6e1892ba80dfaae4c76b0ec78545bcc327e26936-0-def13069e13dbc8c21a47c40f7e116a1b3c02604","6e1892ba80dfaae4c76b0ec78545bcc327e26936","root.record.ProjectList.Project","6e1892ba80dfaae4c76b0ec78545bcc327e26936-2-15073c1e418875dd656eb5848bb865301cb1413c"
"Program Increase","","","3.500","Program increase for countermine technology research","6e1892ba80dfaae4c76b0ec78545bcc327e26936-1-8292038e18e6321fd6b88c5d9adfe598662b5bce","6e1892ba80dfaae4c76b0ec78545bcc327e26936","root.record.ProjectList.Project","6e1892ba80dfaae4c76b0ec78545bcc327e26936-2-15073c1e418875dd656eb5848bb865301cb1413c"
"Neurofibromatosis Research Program","15.000","Neurofibromatosis Research Program","15.000","Neurofibromatosis Research Program","6fd08e633c6323436e07344a1c867e256ff2ecb9-0-fbde1dd668b51025ffb14681accdf6fd9fc7001d","6fd08e633c6323436e07344a1c867e256ff2ecb9","root.record.ProjectList.Project","6fd08e633c6323436e07344a1c867e256ff2ecb9-1-aff96eddd245cbdf6aa12d0ef494f9a39de2979a"
"Breast Cancer Stamp Proceeds","0.497","Breast Cancer Stamp Proceeds","","","6fd08e633c6323436e07344a1c867e256ff2ecb9-0-43b41143b1e140575a85e1739a0ec7de4be318ba","6fd08e633c6323436e07344a1c867e256ff2ecb9","root.record.ProjectList.Project","6fd08e633c6323436e07344a1c867e256ff2ecb9-3-15a449c11ae44788bd084f49f3165c6f7150f597"
"Peer-Reviewed Neurotoxin Exposure Treatment Parkinsons Research Program","16.000","Neurotoxin Exposure Treatment Parkinsons Research Program","16.000","Neurotoxin Exposure Treatment Parkinsons Research Program","6fd08e633c6323436e07344a1c867e256ff2ecb9-0-27dbc08fc566b9fd664bcaa366ac1ba2342e48e9","6fd08e633c6323436e07344a1c867e256ff2ecb9","root.record.ProjectList.Project","6fd08e633c6323436e07344a1c867e256ff2ecb9-4-49a0dc15e1a0ce20e028ed0421eabd890598a54e"
"Military Burn Trauma Research Program","8.000","Military Burn Trauma Research Program","8.000","Military Burn Trauma Research Program","6fd08e633c6323436e07344a1c867e256ff2ecb9-0-43ed31ad8aca57a9417ad20b808dd5df350d2a58","6fd08e633c6323436e07344a1c867e256ff2ecb9","root.record.ProjectList.Project","6fd08e633c6323436e07344a1c867e256ff2ecb9-6-a45240d5c06ab26b8e6d11ff9eeef74ac1c13ff0"
"Radio Frequency (RF) Remote Activation Munitions (RAM)","0.450","A low cost reusable RF-RAMS MK16 receiver was re-designed with state of the art controller and safety circuitry to reduce its size, cost and enhance safety.","0.722","A low cost reusable RF-RAMS MK16 receiver will be re-designed with state of the art controller and safety circuitry to reduce its size, cost and enhance safety.  The current RF-RAMS receiver contract cost is approximately $3,000 in quantities above 930. The goal of this effort is to update the existing receiver design and implement improved manufacturing processes to reduce the cost.  The low cost MK16 receiver will integrate several manufacturing and producibility improvements to reduce production costs from approximately $3,000 to a production unit cost goal of less than $1,000.","71490fd732932af96610b4b7c4ba5652954cc98e-0-6cf6f5b022e01bc461c48618fc6cc46bf88b123b","71490fd732932af96610b4b7c4ba5652954cc98e","root.record.ProjectList.Project","71490fd732932af96610b4b7c4ba5652954cc98e-0-c275245d05b990411043e912d115da75dc9dc357"
"FY 2014 Congressional Add","5.000","Completed development and demonstration of a neutron generator and digital radiography imaging system for the non-destructive testing of ammunition items.  Completed R&D, testing, characterization, and prototype development of advanced materials and manufacturing technologies to address Army Additive Manufacturing technology gaps.  Effort also includes in-house engineering costs to support to Congressional Add.","","","71490fd732932af96610b4b7c4ba5652954cc98e-0-1a52ba1bdf60a8a71650d5ca7bff0a36fbcac6f1","71490fd732932af96610b4b7c4ba5652954cc98e","root.record.ProjectList.Project","71490fd732932af96610b4b7c4ba5652954cc98e-4-19615770c0aa0a70f035110c215be81d86e3b540"
"FY 2015 Congressional Add","","","15.000","FY 2015 Congressional Add titled Program Increase","71490fd732932af96610b4b7c4ba5652954cc98e-1-149aa01eb729d8488585ceeb135b5e1e58dadc6c","71490fd732932af96610b4b7c4ba5652954cc98e","root.record.ProjectList.Project","71490fd732932af96610b4b7c4ba5652954cc98e-4-19615770c0aa0a70f035110c215be81d86e3b540"
"AGOR Mid-life Refit","0.000","N/A","20.000","The AGOR Mid-Life Refit FY15 funding will support the overhaul, re-fit and upgrade of Navy research vessel THOMASG THOMPSON (AGOR 23).  Deliverables will support new environmental compliance requirements regarding ballast water treatment, marine sanitation, engine exhaust, incinerator exhaust, air conditioning refrigerants, and oily-water separation.  Additional deliverables will overcome obsolescence of diesel engine and electrical system components, and enhance the ship safety with piping replacements in the ship's firemain and ballast water systems.","7841fbba56ad298e96a6b4ba4ce528b8edb94f63-0-4d17bdce22eb0ffe2c3f5b567b21090abef660ac","7841fbba56ad298e96a6b4ba4ce528b8edb94f63","root.record.ProjectList.Project","7841fbba56ad298e96a6b4ba4ce528b8edb94f63-1-b08a55730d07ff8a1854f2fc63523c5485aa0ca0"
"ASW Research Prog - Cong","5.000","- Acoustic waves may be detected by the particle motions of small parcels of seawater as the longitudinal wave passes a point.   Lasers hold the promise of very finely detecting these particle motions, but this detection has to overcome large amounts of ambient particle motions which are not due to acoustic energy at particular frequencies.  Research experimentation is attempting to overcome these extraneous signals.- Recent at-sea efforts showed that refracted acoustic energy in the upper ocean leads to regions which are quieter than others.  This phenomenon will be examined further with experiments at higher latitudes.  The physical nature of these quiet regions will be investigated to construct a predictive model.-  Details of the ocean surface wave field hold clues to signatures of shallow submerged objects.  Fluid dynamical studies of wave-wave and wave-turbulent interactions over larger areas, to connect with remote sensing methods, are being incorporated into parallel algorithmic formulations for rapid processing.   Such modeling holds the promise of reducing clutter for the remote sensing methodologies.","5.000","ASW surveillance has been the primary topic of this program.    Efforts have been successfully used to address field experimentation and algorithm development.  FY2015  Details are classified but involve understanding upper ocean acoustic structure to address passive detection opportunities,  numerical modeling to understand ocean clutter impeding detection and creating false alarms, and new sensor opportunities.","83685f37f67d798287a99b73e333760fa6729e8e-0-32c0b8dece5a78116512e88b00700edb0a897b96","83685f37f67d798287a99b73e333760fa6729e8e","root.record.ProjectList.Project","83685f37f67d798287a99b73e333760fa6729e8e-1-5a172d3f59dfbcfeb7271cd6d9c8b6360ffdf0cc"
"Program Increase","0.000","NA","23.782","Conduct congressionally directed effort","83f4757a794c2d905af156c97366edf76553f26a-0-7ec5eb97ec3908abf53e532be0ffae68ec509b46","83f4757a794c2d905af156c97366edf76553f26a","root.record.ProjectList.Project","83f4757a794c2d905af156c97366edf76553f26a-0-9ad673aa0037b7fffa91180404ff934d7ddaf13f"
"Program Increase","0.000","NA","26.424","Conduct congressionally directed effort","83f4757a794c2d905af156c97366edf76553f26a-0-f5fb57b0a3496c3dd0b82454933fd68a1d3015a3","83f4757a794c2d905af156c97366edf76553f26a","root.record.ProjectList.Project","83f4757a794c2d905af156c97366edf76553f26a-1-4db56537f414e71531666e53b7196de2a31773d1"
"Program Increase","0.000","NA","25.291","Conduct congressionally directed effort","83f4757a794c2d905af156c97366edf76553f26a-0-c5e09b49fc4b42a7d3c60ca64494c087b210decd","83f4757a794c2d905af156c97366edf76553f26a","root.record.ProjectList.Project","83f4757a794c2d905af156c97366edf76553f26a-2-89f1c6c60b4fcc58726d244af36f3a41545bfc8a"
"CW Bill Young Marrow Donor Program","31.500","NMDP continued to expand participation of transplant centers. Hospitals that participate in both the NMDP Network of treatment centers as well as the NDMS that is managed by the Department of Health and Human Services were invited to join the RITN.  As a result of this targeted recruitment, eight additional transplant centers joined; unfortunately two centers were lost to attrition resulting in a total composition of: 47 transplant centers, 6 donor centers, and 7 cord blood banks.During this period, the C. W. Bill Young Marrow Donor Recruitment and Research Program, BMRD, NMRC directly contributed to donor recruitment and transplantation and science and technology developments including over 5,000 transplants coordinated by the NMDP of which over 500 were provided by DoD volunteers through the NMRC / Georgetown part of the program.  The NMDP added over 700,000 volunteer donors to the national registry, of which over 40,000 were from DoD volunteers from the NMRC / Georgetown.  Probe Testing Progress:The laboratory tested 17,885 new volunteers for HLA-A,-B; 17,885 for HLA-C, and 20,805 for HLA-DRB1. In the first three months the laboratory has typed 18,615 donors for HLA-DQB1 and is currently working on providing HLADPB1 typing for those donors. They are currently working on establishing and validating robust assays for DQB1 and DPB1 because of recent studies suggesting that these loci may impact outcome of transplantation; DQB1 when a mismatched donor is selected and DPB1 when a donor with a T cell epitope mismatch is selected.Sequencing Progress Report:Through this grant they continue to improve the robotics and reagents to test samples flow by typing large numbers of donors at recruitment. The PI and team are currently typing 1000 volunteers of European ancestry for the registry using a one step SBT typing method. They previously sequenced 196 loci from patients and potentially matched family members.","31.500","National Marrow Donor Program (NMDP) will continue to expand participation of transplant centers increasing the enrollment of  volunteer donors to the national registry. Hospitals that participate in both the NMDP Network of treatment centers as well as the NDMS managed by the Department of Health and Human Services.Scientific Advances:  Continue improvements in accuracy of the NMDP scientific and clinical matching system, Haplogic III and linked to the NMDP clinical data system (Phoenix).","85922c2966570cd0601c785adf86920a467c8c23-0-d4d9747864f8b26948bc3b891300095f28f37ee3","85922c2966570cd0601c785adf86920a467c8c23","root.record.ProjectList.Project","85922c2966570cd0601c785adf86920a467c8c23-1-fd59e969a0f7bcef8dfa5179e931e570b124e37b"
"Naval Special Warfare Performance and Injury Prevention Program","4.200","This effort continued the data collection with US Naval Special Warfare at NSW Group 2 and Group 4 (Little Creek, VA), NSW Combatant-Craft Crewman (SWCC) Special Boat Team 22 (Stennis, MS) and the NSW Center/SEAL Qualification Training (Coronado, CA) to strategically maximize human capital by reducing the rate of unintentional musculoskeletal injury, sharpen battlefield performance, optimize military readiness, extend the tactical life cycle of the Operator, and enhance quality of life of the Operator after service. This effort was also expanded into the Marine Corps Special Operations Command (MARSOC), which is in early planning stages.","4.200","Research with NSW will continue based on the current specific aims with particular emphasis on prospective injury data collection and the longitudinal testing of previously tested students.  Research with MARSOC will start task and demand analyses and measures of effectiveness trials to include specific aquatics and environmental based research.","85922c2966570cd0601c785adf86920a467c8c23-1-642a7de4ac7b78368a4af0c82b316372758a7ce7","85922c2966570cd0601c785adf86920a467c8c23","root.record.ProjectList.Project","85922c2966570cd0601c785adf86920a467c8c23-1-fd59e969a0f7bcef8dfa5179e931e570b124e37b"
"Program Increase","8.000","Supported efforts in Long Range Fires Enabling Technologies;: Counter- Unmanned Aerial Systems (C-UAS) Enabling Technologies; Modular Missile Technologies; and Energetic Materials for Propulsion.","16.000","Program increase for missile technology research","88ec53ac9fda46c09252bcd8d1e7119655aa88fe-0-d7bf240ab1b23745417a32f3aa055ecb130dddc3","88ec53ac9fda46c09252bcd8d1e7119655aa88fe","root.record.ProjectList.Project","88ec53ac9fda46c09252bcd8d1e7119655aa88fe-1-4422860d69c97793b08713a8586861e2e0762f73"
"Program Increase","10.000","Conducted Congressionally-directed effort.","10.000","Conduct Congressionally-directed effort.","89f3eb97a698c8ec386a6a24d00dfdd8f6b4045a-0-645e4c5046575d6e12b47dda44a165cb025c649a","89f3eb97a698c8ec386a6a24d00dfdd8f6b4045a","root.record.ProjectList.Project","89f3eb97a698c8ec386a6a24d00dfdd8f6b4045a-2-7429a5377e9d6a6cc2647692d0cd20c99f17124b"
"Program Increase","5.000","Conduct Congressionally-directed Effort.","5.000","Conduct Congressionally-directed effort.","89f3eb97a698c8ec386a6a24d00dfdd8f6b4045a-0-7389f80d4852ce71f0d3a273dde2fe574fe511c9","89f3eb97a698c8ec386a6a24d00dfdd8f6b4045a","root.record.ProjectList.Project","89f3eb97a698c8ec386a6a24d00dfdd8f6b4045a-3-461801e6c45a2502fbb198877040058062970038"
"Technology Solutions Supporting Operations in Subterranean Environments","","","8.000","- Mature prototypes and demonstrate capabilities in support of the Army to disable and neutralize Weapons of Mass Destruction (WMD) and their associated facilities.  DTRA will work with the Army to adapt solutions most applicable to the Army's needs and support FY 2015/FY 2016 Army experimentation and assessments of technologies to disable and neutralize underground facilities and their associated components (including WMD).","8aa001f994cabf4710be6a0c35fa7d90ff245488-0-204793bd84e21ad7077a8fe01fad8a2e8d60cb6e","8aa001f994cabf4710be6a0c35fa7d90ff245488","root.record.ProjectList.Project","8aa001f994cabf4710be6a0c35fa7d90ff245488-2-a3550aa656198da89fbc22624c38ea9c28da2cd2"
"Electronic Warfare Test Capability","60.500","During FY 2014 the funds were used to procure the CEAFAR2, a suite of radar threat simulator equipment designed to emulate the transmitter characteristics of various foreign radar systems.","","","8bcca9a4ea09c8aab2194e420d931a02d715c1e4-0-3dd36a6ec1bdca04b57d800d86945dc91a8fdac5","8bcca9a4ea09c8aab2194e420d931a02d715c1e4","root.record.ProjectList.Project","8bcca9a4ea09c8aab2194e420d931a02d715c1e4-0-1701dc4f4dd4706ca52b27bbcd7e369159aa8497"
"Joint Test and Evaluation","","","18.000","Funding will provide for one additional Joint Test and several Quick Reaction Tests.","8bcca9a4ea09c8aab2194e420d931a02d715c1e4-1-79754514289b75c6829b6579d5bfd9faf62f5f73","8bcca9a4ea09c8aab2194e420d931a02d715c1e4","root.record.ProjectList.Project","8bcca9a4ea09c8aab2194e420d931a02d715c1e4-0-1701dc4f4dd4706ca52b27bbcd7e369159aa8497"
"Threat Resource Analysis","","","5.000","The funds will be used to increase threat Intel support to DOT&E and will be used to create threat realism in testing.  Specifically increase Cyber Intel support to define the up and coming threats.  Funds will also be used to expand current Modeling and Simulation configuration management to include Radio Frequency.  Other projects to capture the data and capabilities of threat test assets will also be enhanced.","8bcca9a4ea09c8aab2194e420d931a02d715c1e4-2-b5de1ad99b6e16fad55c1b4ad982affc96e3dd78","8bcca9a4ea09c8aab2194e420d931a02d715c1e4","root.record.ProjectList.Project","8bcca9a4ea09c8aab2194e420d931a02d715c1e4-0-1701dc4f4dd4706ca52b27bbcd7e369159aa8497"
"Space applications advanced technology program increase","5.000","Space applications advanced technology program increase","","","913af619e13d25b3cde98ab7f4093d58ace11de8-0-3474fe8b3fb981b59b03305a49940f0f2faa8cda","913af619e13d25b3cde98ab7f4093d58ace11de8","root.record.ProjectList.Project","913af619e13d25b3cde98ab7f4093d58ace11de8-0-5058a1453ad9543582015cd08c8a68e631b23d77"
"Product Development - Cyber Security","5.000","Cyber security and supply chain management","10.000","Counter cyber vulnerabilities","92dc7d1343441aa7c4acd8659d1ee733de6feb34-0-2793a7d997ec3b598ac0a270dc6b26a5cc9818ae","92dc7d1343441aa7c4acd8659d1ee733de6feb34","root.record.ProjectList.Project","92dc7d1343441aa7c4acd8659d1ee733de6feb34-0-3c91f6ebc890c3dfd9a3cfbc879dd2f2bec042da"
"Program Increase","","","2.250","Program increase","987fbc2cf1ae53cfb27f9f0412acf52163e7fdbc-0-e26e2195712d79a1a71f2a2efea9ebd83dac00b4","987fbc2cf1ae53cfb27f9f0412acf52163e7fdbc","root.record.ProjectList.Project","987fbc2cf1ae53cfb27f9f0412acf52163e7fdbc-3-2467b298430b8b12cf411ef263c4a0367d413c24"
"Corrosion Control, Prevention and Prediction through Coatings, Materials and Maintenance R&D","16.325","Funded additional corrosion prevention and control (CPC) technology insertion projects:     a) Polyurethane gaskets for topside ship applications     b) Geopolymer Nano-Ceramic Liner System     c) Qualification of DiEthylene Glycol Mono-Methyl Ether (DiEGME)     d) Advanced Corrosion Evaluation System (ACES) Validation and Testing on Family of Medium Tactical Vehicles (FMTV)     e) Cleaning Mechanisms for Up Armored Vehicles     f) Engineered Coatings for Fasteners     g) Specification of Industrial Human Augmentation System for Corrosion Control     h) Robotic Portable Dimensional Corrosion Repair for Aircraft     i) Transition of Novel and Automated Nonskid Spray Equipment to the Regional Maintenance Centers     j) Calcium Sulfonate Coating for Crevice Corrosion     k) Chip Resistant Polyurethane High Build Coatings      l) Rust and Mill Scale Remover     m) Fuel Safe Insertable Stalk Inspection System (ISIS) Industrialization     n) Polymer Concrete Pipe     o) Zirconium Oxide Pretreatment     p) Institutionalization of High Heat Resistant Coatings     q) Durable Concrete Repairs					Continued execution of the Technology Corrosion Collaboration focusing on technologies to reduce the impact of corrosion on DoD equipment and infrastructure.     a) Expanded role of Services' subject matter experts in focusing research on DoD corrosion challenges     b) Funded corrosion-related research and curriculum development at each of the Service Academies     c) Held open call for research proposals and received 54 submissions; added Arizona State University and Southwest Research Institute for FY 2014     d) 72 graduate students supported – future core of the DoD corrosion community     e) 56 scientific journal articles or technical reports published","","","993821a2f1caeba20faa4a3938f2bae905b6c1c0-0-3c892ecd3842cf59b0b2512d8b8b57f81e09d741","993821a2f1caeba20faa4a3938f2bae905b6c1c0","root.record.ProjectList.Project","993821a2f1caeba20faa4a3938f2bae905b6c1c0-0-30c9fe860dfece5c149c44d78c42fed26228c2f1"
"Integrated Threat Distributed Cyber Environments","","","4.000","Development of these provisions will enable real-time cyber causality assessment against the realistic cyber threat environment while retaining the ability to rapidly reconfigure required environments as the cyber threat adapts and proliferates.  This capability will utilize automated configuration and control of threat cyber environment operations in order to meet current demands.  This capability is a solution to existing challenges of implementing, sustaining, and reconfiguring actual foreign network technology to replicate threat cyber environment requirements.","9d0c4f3864136520383fb54a4a2d788af7474b07-0-184693ffe72c65d2053d5826e6eee0785d1d73c9","9d0c4f3864136520383fb54a4a2d788af7474b07","root.record.ProjectList.Project","9d0c4f3864136520383fb54a4a2d788af7474b07-0-2aebcec9d43014a9977d0cf08fe53dd7ac4dc4e6"
"Nanotechnology Research","4.000","Conduct Congressionally-directed effort.","","","9e903eb7b8c845e8514613f4d9a77bb0feaa325d-0-0f69dc803d915638a39946044d17526d193f5aaf","9e903eb7b8c845e8514613f4d9a77bb0feaa325d","root.record.ProjectList.Project","9e903eb7b8c845e8514613f4d9a77bb0feaa325d-0-b225e049ec8bcf0fc9beb42235d88f6aa3999a44"
"Nanotechnology Research","","","5.000","Conduct Congressionally-directed effort.","9e903eb7b8c845e8514613f4d9a77bb0feaa325d-0-370ba2b4a92c184c98c0d0472a444e8608b74b1c","9e903eb7b8c845e8514613f4d9a77bb0feaa325d","root.record.ProjectList.Project","9e903eb7b8c845e8514613f4d9a77bb0feaa325d-1-fb1facf2985b1d807263fbe46684d613647e10ff"
"Military Child STEM Educational Programs","","","13.000","•  Establish a Department-wide, coordinated effort to create, implement, and assess the pilot program in accordance with the FY 2015 NDAA and the Consolidated and Further Continuing Appropriations Act of 2015.•  Activities that may be implemented include:  (1) expansion of access for military-connected children to attend classes in STEM at covered schools that service military families; (2) establishment of targeted internships and cooperative research opportunities for students and teachers at defense laboratories and other technical centers; (3) establishment of scholarships and fellowships; (4) efforts and activities that improve the quality of STEM educational and training opportunities for students and teachers, to include the development and improvement of curricula; and (5) development of travel opportunities, demonstrations, mentoring programs, and informal science education for students and teachers.•  Establish outcome-based metrics and internal and external assessments to evaluate the merits and benefits of activities conducted under the pilot program with respect to the needs of the Department.","a69e61ff0d79dd738cf1d311b8645f5ca78f5cc9-0-200f7919c44c4726f0fa469183a3b832123f45e9","a69e61ff0d79dd738cf1d311b8645f5ca78f5cc9","root.record.ProjectList.Project","a69e61ff0d79dd738cf1d311b8645f5ca78f5cc9-0-a2797efffd8733c4ac6592a2284b4e9d57567e36"
"Program Increase","8.000","Demonstrated Night Vision Electro-Optical and Infrared (EO/IR) technology to address Warfighter needs in the areas of situational awareness, operations in degraded visual environments (DVE) and Soldier/Squad mobility.","","","a6f8b6c7f27025f7e480b93b5249afce23f243c2-0-8a8d1d3d922167dfac84dbd74c66c00a23a85d48","a6f8b6c7f27025f7e480b93b5249afce23f243c2","root.record.ProjectList.Project","a6f8b6c7f27025f7e480b93b5249afce23f243c2-1-f27c4790f17d362369a156144e9b8953bed60b6e"
"Future Vertical Lift Research","","","14.000","This Congressional Add will support research for Future Vertical Lift technologies and concepts in support of the Joint Multi-Role Tech Demo Program.","a9f6db029f48a627a05126541e7c7e3cab7daf54-0-8e776c7ab821b51fd2cb8ef288538fe6e3f085ea","a9f6db029f48a627a05126541e7c7e3cab7daf54","root.record.ProjectList.Project","a9f6db029f48a627a05126541e7c7e3cab7daf54-3-a2fe58c59a90605bb6d9edc85855ed9b9fec9b75"
"Program Increase","","","8.000","Program increase for Defense Research Sciences","aacd2a4f67dc4856e8fa89000042d43aab116a57-0-d0c59581d65852971cd338bee8e0a934ab2cde11","aacd2a4f67dc4856e8fa89000042d43aab116a57","root.record.ProjectList.Project","aacd2a4f67dc4856e8fa89000042d43aab116a57-21-a584c314de6227561763a65d0d0b9eeaa095176e"
"STEM Pilot Program","","","2.250","Congressional increase for STEM pilot program focused on underserved populations.","aacd2a4f67dc4856e8fa89000042d43aab116a57-1-aa23a3ac8ae955c2388aad1865496f9bc2158983","aacd2a4f67dc4856e8fa89000042d43aab116a57","root.record.ProjectList.Project","aacd2a4f67dc4856e8fa89000042d43aab116a57-21-a584c314de6227561763a65d0d0b9eeaa095176e"
"*** PLEASE ENTER CONGRESSIONAL ADD TITLE ***","0.000","[*** PLEASE ENTER CONGRESSIONAL ADD TEXT FOR PRIOR YEAR. ***]","","","ae5e33febce0850aab482f518f06e39c78ded11a-0-d401f005cb4802a54a255a13943c1007e931a10a","ae5e33febce0850aab482f518f06e39c78ded11a","root.record.ProjectList.Project","ae5e33febce0850aab482f518f06e39c78ded11a-7-c18e6560381677b50973f59f48d98807cdb5c290"
"Program Increase","15.000","Investigated, designed and evaluated enabling technology to develop lethal and nonlethal weapons and munitions with increased performance and the potential for lower weight, reduced size, and improved affordability.","25.000","Program increase for weapons and munitions technology research.","aebddbda44c126212bbb44224063caaacd3dd535-0-43b2315c2c03a7b9233677f40a15dc5063bf3883","aebddbda44c126212bbb44224063caaacd3dd535","root.record.ProjectList.Project","aebddbda44c126212bbb44224063caaacd3dd535-2-526e48b534ff21e5c345e52f95cdce05961cea28"
"Arctic Operations Congressional Add","","","4.250","- Conduct additional study work on technologies to assure U.S. capability to achieve situational awareness in the Arctic.","b1cf075520b493be1bf792e8f416b2acdba86779-0-b20f54c4665e3a35d373106e8ed68b79842fe41f","b1cf075520b493be1bf792e8f416b2acdba86779","root.record.ProjectList.Project","b1cf075520b493be1bf792e8f416b2acdba86779-0-0c176757b7f95d36ae016f22c26342b14b363d8c"
