"Title_val","ScheduleDetailList_ScheduleDetail","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Air Particle Detector","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-52dc9b4a6943f8c67e926de7515caf77aa239556-9-c8804356fd6e9fbe1c76746c04b7cbe6178fca8d","52dc9b4a6943f8c67e926de7515caf77aa239556-9-ec537cf5ee71be68e87418b1c87417784d720f03","52dc9b4a6943f8c67e926de7515caf77aa239556","root.record.ProjectList.Project","52dc9b4a6943f8c67e926de7515caf77aa239556-0-df6bd9194f8f3981f6d5abcff9d14566e1293a5c"
"Proj 2474","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5525496125203c7792d304740ed28c95c40d61a6-0-8dbcc46b5f85a11d973c171d1ad0b09a8dfb41d8","5525496125203c7792d304740ed28c95c40d61a6-0-8ba764742a392826d5c9b37ff55421063ebe449e","5525496125203c7792d304740ed28c95c40d61a6","root.record.ProjectList.Project","5525496125203c7792d304740ed28c95c40d61a6-0-b0ebd76ebfb8ba1e2444158eadbe045e52d243c4"
"Critical Infrastructure Protection Management","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-577e6bbdba1b905aad85b641308f5d468cd97f74-0-29dcf348a291faf9f104fd1dbda6a531dca7dc44","577e6bbdba1b905aad85b641308f5d468cd97f74-0-e1c70a3adc4e24a9711a1ca9aa575a9645548f0d","577e6bbdba1b905aad85b641308f5d468cd97f74","root.record.ProjectList.Project","577e6bbdba1b905aad85b641308f5d468cd97f74-0-2b75cd0a8e156b9b1438297bd66257003a2a58f0"
"Proj 3370","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-57939c898f2f8c6c4430ffc26bddd0a812a26471-0-4cdefd853f95a9b72a0091d60304739d3f732477","57939c898f2f8c6c4430ffc26bddd0a812a26471-0-eafd33e9ce54b90222df9598ebc279d437fbceec","57939c898f2f8c6c4430ffc26bddd0a812a26471","root.record.ProjectList.Project","57939c898f2f8c6c4430ffc26bddd0a812a26471-0-249a5650ed28d04546c2bbb34c9535f67b707b12"
"Proj 9823","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-57939c898f2f8c6c4430ffc26bddd0a812a26471-0-3e27f71a5fa03915edfe551ade38c6dfffafa953","57939c898f2f8c6c4430ffc26bddd0a812a26471-0-5aef0c2c18ed707e80684723cff638ded22f2e3d","57939c898f2f8c6c4430ffc26bddd0a812a26471","root.record.ProjectList.Project","57939c898f2f8c6c4430ffc26bddd0a812a26471-1-870f5f7d880df369a7b1d2dc1a2cb287cd58f590"
"Intregrated Ground Security, Surveillance and Response Capability","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-6ad21a2d5190eb99b857bcd4b3f0f02bab270d08","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-bd5a37c26249606c871046721fc83fd9d01fb9dd","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"Secure Transportable Maintenance System Safe Internal Delay Capability","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-1-4c127249ca7b30bbd4568eef7e03895073fb7af9","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-1-ee1d86b2ce5def094cae5fcae0ee02ada774d604","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"PNAF Transport Container","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-2-ce03e98ae7dbc8f33d501f9a2cb9b2007e6b23fd","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-2-340a29750d2ffd0cb0b69bb7da2e35afd880379e","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"Defense Installation Access Control","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-3-0cb182aa7fb2bd6bff8680909da8153f07a1889d","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-3-d9c52240e1bc0ff04a30def970822a73ab95613c","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"Continuous Evaluation Concept Demonstration","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-4-8775708d05b835006afc700442461f835b09c4cd","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-4-61bef3e0a080bcb9070dedc295f7262e83bae6f2","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"Defense Security Enterprise Architecture","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-5-6725b8dc973b1467f735bdb7f449cb2156e457ba","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-5-31b35ef74b91e84d64bbfc6000a7f091af00e254","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"Mission Assurance, Threat Alert, Disaster Resiliency and Response","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-6-8cbdde82ca3607ff522b65686994a39b0c2ddda5","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-6-cbf05e320fda52ab38cfaa66f374b94669fbb595","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"Navy Spike Weapon System EO Seeker Upgrade","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-7-e248bd82e74abed31a647623f29d7708671109d7","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-7-745c61e39efe433239ed09129000844bc5837a71","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"Standoff Weapons Defeat IPT","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-8-0093b3cf3d61cfcbec8373765f392aa1522104ee","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-8-33f4a2a2e3238ccd117871ec3c757210e6175e6a","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"Radar Assisted Area Protection","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-9-98255f6103633220407b751314789c37ab2c039f","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-9-77bc33a24d7ba5c1d95c51f874e52636a394a682","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"Foliage Penetration Technology Evaluation","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-10-a189c2ac2667369aa5b96242d164a13d2d2ea66f","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-10-6152a4298cb7292e8aa59fb69a6658e9f6e2ce56","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"Marine Mammal Enhanced Interdiction","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-11-86465a575c4cb7e90f64d9ce4df1e5e1e52c0734","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-11-b61e75d24b38260937fe7075907adf026637cab3","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"Marine Mammal Vigilance Localization","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-12-8c81fa0942d489879895469324d8754251196c94","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-12-06cd6d8c20789205e371b193c043d9f54e4eb343","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"Integrated Waterside Security – Concept Demonstration","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-13-50d372b79da60e8186f2e9663af8ca475a83259a","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-13-b097c619a7b401d5918d7bf07ea1e3dcb09dd917","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"Ground-Based Operational Surveillance System (Expeditionary)","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-14-0f4f30f75f050e1e939df6d08bd9b2e07d88e28a","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-14-b9c173c7192703e380ae893e6c51b0a07a9dd3e6","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"Missile Field Defense Force Command, Control,","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-15-91d2a73b888a38e495d337d8951171038d7becf1","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-15-01461c8561ee9ed037d56dac2e21ece993d92ad2","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-5bb190b30ac242597a3abd21b35bdbda19df43e0"
"Radiological Detection System","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-147e1c7e79bb51cce0da8cb04fb79c73ca0429bb","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-23512e15f57085a99b6ba5e717844e818beb9cd3","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-1-0c501e6185939150a08b53b7d3f57950739c35ad"
"Joint Personal Dosimeter","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-1-61972b3c5afa7d3ea83fa2c8c5528e30b7112a9c","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-1-8e1d79399544e62bf49e61bba6ebc515969b04bd","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-1-0c501e6185939150a08b53b7d3f57950739c35ad"
"DISCREET OCULUS","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-3866bd9f16d533faa41adc35bb233bb1fb9ad444","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-0-f092a1f82a83f66a95d383eee956f6672edcd902","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-2-8725de88a95d30ffea10446a185603dabc0870c9"
"Harvester Particulate Airborne Collection System","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-1-30c6acc44874bba9a07235cae60485213bab34f2","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-1-688540ef0a7f2b37e6af03b331b172d9d714ecb5","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-2-8725de88a95d30ffea10446a185603dabc0870c9"
"Modular Whole Air Collection System","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-2-e6e9943a32bc6db0d5d7ac65e09ab96dc7b87902","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-2-0f74c5be92ed28a06771926bf19e416a71871d70","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742","root.record.ProjectList.Project","5870c8a5fff01308ab8ab97bd3cc9fad30dc6742-2-8725de88a95d30ffea10446a185603dabc0870c9"
"Continue Waterfront Facilities, Repair, Upgrade and Service Life Extension","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-589ede43fcbd20607d24076993a80a29ee28ecb7-0-d80dd7e4259939f2a42bcf8d738504e77fef7b0a","589ede43fcbd20607d24076993a80a29ee28ecb7-0-129548057a7163218ad43a9f86bdfc8a747b96a8","589ede43fcbd20607d24076993a80a29ee28ecb7","root.record.ProjectList.Project","589ede43fcbd20607d24076993a80a29ee28ecb7-0-99c1dc8c55023e3cb28ecc15f910df262ca8d1b7"
"Continue Sustainment, Restoration & Moderization","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-589ede43fcbd20607d24076993a80a29ee28ecb7-1-160857dd36658c8ce6c06141f9e98a9a54bd7a1d","589ede43fcbd20607d24076993a80a29ee28ecb7-1-dc66bc10037d77dd345e96b92df7712d06c4a41f","589ede43fcbd20607d24076993a80a29ee28ecb7","root.record.ProjectList.Project","589ede43fcbd20607d24076993a80a29ee28ecb7-0-99c1dc8c55023e3cb28ecc15f910df262ca8d1b7"
"Command and Control Capability Development - Net-centric Mass Notification System","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-589ede43fcbd20607d24076993a80a29ee28ecb7-0-68f359c7410789266db3b1e5fe35591a8b310143","589ede43fcbd20607d24076993a80a29ee28ecb7-0-01984b5cc2137da92af2881514d0ddc6d72b4d53","589ede43fcbd20607d24076993a80a29ee28ecb7","root.record.ProjectList.Project","589ede43fcbd20607d24076993a80a29ee28ecb7-1-fae4af2ff6599b4b2cc364c76f6c52ba66b94a71"
"Installation Protection Capability Development","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-589ede43fcbd20607d24076993a80a29ee28ecb7-1-d2328b239d55a01ca12fd9a4ca7d1c394f2cc778","589ede43fcbd20607d24076993a80a29ee28ecb7-1-cea224aac65344fa0ba796eee48beb62c5937389","589ede43fcbd20607d24076993a80a29ee28ecb7","root.record.ProjectList.Project","589ede43fcbd20607d24076993a80a29ee28ecb7-1-fae4af2ff6599b4b2cc364c76f6c52ba66b94a71"
"Elevated Persistent Surveillance","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-589ede43fcbd20607d24076993a80a29ee28ecb7-2-281496ad7e7e8760c3a83e92be2b370c38a5a55e","589ede43fcbd20607d24076993a80a29ee28ecb7-2-8494c334ff6e109786aa9acbdcdcbd1c65482e7e","589ede43fcbd20607d24076993a80a29ee28ecb7","root.record.ProjectList.Project","589ede43fcbd20607d24076993a80a29ee28ecb7-1-fae4af2ff6599b4b2cc364c76f6c52ba66b94a71"
"Waterside Protection Capability Development","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-589ede43fcbd20607d24076993a80a29ee28ecb7-3-04e6331349304b4b4570b704482be0f5306098fe","589ede43fcbd20607d24076993a80a29ee28ecb7-3-b1f15fe4a10f625abe6a1fbc36eaeddea2da87bf","589ede43fcbd20607d24076993a80a29ee28ecb7","root.record.ProjectList.Project","589ede43fcbd20607d24076993a80a29ee28ecb7-1-fae4af2ff6599b4b2cc364c76f6c52ba66b94a71"
"Maritime","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-589ede43fcbd20607d24076993a80a29ee28ecb7-4-967ace92abfd3f2a5982646cf20f3a8cf8987aef","589ede43fcbd20607d24076993a80a29ee28ecb7-4-da4b06acc9708e53116bb90bb837522e304d0d3b","589ede43fcbd20607d24076993a80a29ee28ecb7","root.record.ProjectList.Project","589ede43fcbd20607d24076993a80a29ee28ecb7-1-fae4af2ff6599b4b2cc364c76f6c52ba66b94a71"
"Waterside Intelligent Video","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-589ede43fcbd20607d24076993a80a29ee28ecb7-5-cf12d3e272943d047ccd818ee82c76064602ad00","589ede43fcbd20607d24076993a80a29ee28ecb7-5-ac9e4e5da108dec4aeffb57c9689ab5407e3a68b","589ede43fcbd20607d24076993a80a29ee28ecb7","root.record.ProjectList.Project","589ede43fcbd20607d24076993a80a29ee28ecb7-1-fae4af2ff6599b4b2cc364c76f6c52ba66b94a71"
"Proj 3347","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-589ede43fcbd20607d24076993a80a29ee28ecb7-0-4dc996ec38228f243bf05f34499fa26879fa698a","589ede43fcbd20607d24076993a80a29ee28ecb7-0-0e905b2c816641a192fe2ba6f89c56ab079d5dbf","589ede43fcbd20607d24076993a80a29ee28ecb7","root.record.ProjectList.Project","589ede43fcbd20607d24076993a80a29ee28ecb7-2-d2d118ad9cfd9a338fc89f1464eb3b46b6624134"
"Proj 0225","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5ad0d6a1e084cc064c2a8509454724de70fcf16b-0-71f345fd10017688f1effde720039f2df8f23c47","5ad0d6a1e084cc064c2a8509454724de70fcf16b-0-54b5a89563f15fca9e18fbbf89483471a9411dfb","5ad0d6a1e084cc064c2a8509454724de70fcf16b","root.record.ProjectList.Project","5ad0d6a1e084cc064c2a8509454724de70fcf16b-0-2b78874facc83e2f5014cf42fe06ff0e2f88e944"
"Proj 3134","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5b7ae69ea9961fdacbec1ab17722ce5c9aebc98a-0-937cc7d10e4e3260507860d2df3fe47a759d8b5c","5b7ae69ea9961fdacbec1ab17722ce5c9aebc98a-0-b1850a3a6cf01fdf067acb1d828017780ef561e6","5b7ae69ea9961fdacbec1ab17722ce5c9aebc98a","root.record.ProjectList.Project","5b7ae69ea9961fdacbec1ab17722ce5c9aebc98a-0-9c465e770f655ac0c730d89d1dd172ba6fff73ac"
"TACLAN SUITES","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-0-1a20773b823e2c9a58e90afcca565f83265b9a9d","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-0-45ab7bc7482ca7ae653425656d0f7c764aa98ab7","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713","root.record.ProjectList.Project","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-0-4816f09b7de4c69540786e4397889068793b8435"
"SOF Deployable Node","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-0-c30b46182698facf460ff18cb26419a31c2ae41e","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-0-3571874ad7e37911f766c184856c45c76a9a5b9c","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713","root.record.ProjectList.Project","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-1-6ccf42837d0d23cbd1aba8e081e13ba31bf05430"
"Special Communications Enterprise (SCE) Program","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-1-5a18fa35e3f536687cb65716c165110f5f0b79b8","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-1-1ee48812258246633427ddb89e7f2dd4cfc1f11d","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713","root.record.ProjectList.Project","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-1-6ccf42837d0d23cbd1aba8e081e13ba31bf05430"
"SOF Tactical Communications (STC)","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-0-b402f658b52019cff9ed516126f2b94ef046e3c1","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-0-5b8d013cb97ca2e346e294ed184c2cded595d050","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713","root.record.ProjectList.Project","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-2-97758bf0bc67ecd315e391b3b5c648ccd81f0a0e"
"Blue Force Tracking (BFT)","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-1-47cb41cc625455255b2187781ca06c880726c676","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-1-830713400119d7d76facb2089df177f4ead4982d","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713","root.record.ProjectList.Project","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-2-97758bf0bc67ecd315e391b3b5c648ccd81f0a0e"
"SPEAR-Protective Combat Uniform (PCU)","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-0-d873d654022a228a49d979aff19a2f6aa596dd03","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-0-60011d3dfe13e4a0688e8ca3add24474c7fd5ebd","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713","root.record.ProjectList.Project","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-3-b7fb48b585a34501f7835a266334d21cb159d394"
"SPEAR-Signature Management","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-1-fdde8e9bd3151156e1a1558b67503fdfa5bbc944","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-1-8b653235c45c776c930f5d92c07dcf711d5467f7","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713","root.record.ProjectList.Project","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-3-b7fb48b585a34501f7835a266334d21cb159d394"
"SPEAR-Modular Glove System","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-2-0cb536b2ef8acda2911443cd459347703677857e","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-2-d64d9f2e354b4bba75fd7d3c370f16b5275116e1","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713","root.record.ProjectList.Project","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-3-b7fb48b585a34501f7835a266334d21cb159d394"
"SPEAR-MICH Comms","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-3-4ed04dcb12fcd8ba072bf5a8ad4f5be1c18fb1c5","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-3-8851c49f5b015d259aadc980af69bdbc38723b64","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713","root.record.ProjectList.Project","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-3-b7fb48b585a34501f7835a266334d21cb159d394"
"SPEAR-Maritime Comms","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-4-7c854a95fbee27900436e4a258f8099703022c7f","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-4-e504d2e6b05ad3de3b91215ab5d8c5f3f19df586","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713","root.record.ProjectList.Project","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-3-b7fb48b585a34501f7835a266334d21cb159d394"
"SPEAR-Load Carriage System/Vests and Backpacks","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-5-9ee75516c829c8e0578dbf515d500b678c9d2fbf","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-5-a0cf996444e7901013eadde1dfc7d0b054bd259b","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713","root.record.ProjectList.Project","5c6ad1b576f0e2b9276b65b34e5f395d2bb58713-3-b7fb48b585a34501f7835a266334d21cb159d394"
